N	2gram	Berdyaev_M_1	Myslijsy
1	потому что	16	46
2	то есть	3	34
3	в том	6	32
4	и в	28	30
5	может быть	30	28
6	не только	29	21
7	только в	6	21
8	для нас	3	20
9	но и	25	19
10	того что	7	18
11	том что	3	18
12	то что	5	18
13	не есть	9	17
14	что в	10	17
15	в себе	7	16
16	и не	11	15
17	не в	16	15
18	а не	25	15
19	что и	4	13
20	так как	3	13
21	если бы	2	12
22	вместе с	6	12
23	а в	4	12
24	так и	1	11
25	есть уже	4	11
26	как в	2	10
27	в этом	20	10
28	в душе	1	10
29	как и	5	10
30	в то	2	10
31	и что	2	10
32	мы не	1	9
33	в нем	13	9
34	было бы	10	9
35	между тем	1	9
36	для него	11	9
37	и то	1	8
38	в ней	15	8
39	в самом	11	8
40	от того	1	8
41	что не	1	8
42	что мы	1	8
43	есть не	4	7
44	но не	8	7
45	с тем	9	7
46	и без	1	7
47	тем что	4	7
48	так что	1	7
49	вовсе не	1	7
50	к тому	3	7
51	то это	1	6
52	с этим	3	6
53	с ним	2	6
54	не имеет	3	6
55	что он	10	6
56	уже не	4	6
57	то и	1	6
58	душевной жизни	2	6
59	но оно	1	6
60	не может	28	6
61	образ и	2	6
62	что только	1	6
63	но это	1	6
64	человека и	14	5
65	и т	1	5
66	еще не	1	5
67	по отношению	2	5
68	в своем	10	5
69	и как	2	5
70	есть для	1	5
71	к одному	1	5
72	заключает в	3	5
73	в них	4	5
74	что я	1	5
75	к ней	4	5
76	в каком	2	5
77	не могут	5	5
78	не менее	1	5
79	уже в	4	5
80	одно из	3	5
81	есть только	2	5
82	отношению к	2	5
83	должно быть	3	5
84	сказать что	2	5
85	не все	2	4
86	относится к	2	4
87	не было	18	4
88	бы не	2	4
89	он не	24	4
90	не к	4	4
91	и по	4	4
92	и наоборот	1	4
93	в котором	8	4
94	себе а	1	4
95	и его	9	4
96	для того	2	4
97	оно не	1	4
98	на это	1	4
99	и это	12	4
100	об отношении	1	4
101	то время	2	4
102	ли она	2	4
103	в его	9	4
104	один из	4	4
105	образа в	1	4
106	себя и	3	4
107	для человека	3	4
108	если не	1	4
109	и потому	10	4
110	для понимания	1	4
111	все это	6	4
112	в смысле	1	4
113	и от	2	4
114	тем более	1	4
115	все что	2	4
116	я и	1	3
117	и есть	14	3
118	оно есть	1	3
119	бы ни	1	3
120	и на	6	3
121	ответ на	1	3
122	имеет для	1	3
123	что она	1	3
124	в силу	1	3
125	в человеческой	4	3
126	в каждом	1	3
127	его в	3	3
128	оно имеет	1	3
129	как бы	2	3
130	место в	2	3
131	того чтобы	2	3
132	могут быть	2	3
133	в образе	1	3
134	быть может	7	3
135	жизни не	1	3
136	это было	1	3
137	к нему	7	3
138	на которой	1	3
139	мысли не	1	3
140	же и	1	3
141	в начале	2	3
142	никто не	2	3
143	прежде всего	10	3
144	и вместе	4	3
145	до сих	2	3
146	человеческой жизни	2	3
147	только от	1	3
148	так же	1	3
149	в человеке	8	3
150	самого себя	2	3
151	в ряду	1	3
152	том смысле	2	3
153	одно только	2	3
154	сих пор	2	3
