N	2gram	Vinokur_St_1	Komedia
1	и в	44	26
2	в г	3	17
3	едва ли	1	14
4	и не	16	14
5	и его	8	12
6	к тому	1	12
7	так и	9	12
8	может быть	15	11
9	в том	36	11
10	в этом	21	10
11	на протяжении	1	10
12	но и	10	10
13	столь же	4	9
14	том что	29	9
15	если бы	9	9
16	вместе с	1	9
17	что в	30	9
18	молодой человек	2	9
19	ясно что	10	8
20	было бы	17	8
21	и на	1	7
22	не только	18	7
23	на себя	1	7
24	что и	6	7
25	из них	8	7
26	ли не	2	7
27	еще не	3	6
28	в своем	2	6
29	о том	17	6
30	в нем	5	6
31	таким образом	7	6
32	в то	9	6
33	того чтобы	11	6
34	потому что	6	6
35	в двух	3	6
36	во время	3	6
37	то что	18	6
38	в которой	4	5
39	с его	1	5
40	что он	10	5
41	так что	6	5
42	в истории	3	5
43	с этим	3	5
44	для того	10	5
45	ни в	3	5
46	на основании	1	5
47	с тем	1	5
48	и с	3	5
49	больше чем	2	5
50	в качестве	4	5
51	г и	2	5
52	к этому	1	5
53	по адресу	1	4
54	уже в	2	4
55	в наиболее	1	4
56	меньше всего	1	4
57	более чем	2	4
58	хотя и	1	4
59	в самом	7	4
60	что это	4	4
61	в целом	5	4
62	из этих	6	4
63	с их	1	4
64	это было	1	4
65	в них	1	4
66	как и	9	4
67	в этих	2	4
68	место в	1	4
69	тому что	3	4
70	не менее	5	4
71	не по	3	4
72	и новой	1	4
73	судя по	2	4
74	это слово	4	4
75	как будто	4	4
76	больше того	1	4
77	как мы	1	4
78	что у	4	4
79	сразу же	1	4
80	можно было	13	4
81	за то	3	4
82	еще в	1	4
83	его в	2	4
84	между тем	3	4
85	в его	9	4
86	в середине	1	4
87	только в	10	4
88	ii в	1	4
89	в начале	3	4
90	этот раз	2	4
91	так как	5	4
92	у него	2	4
93	на этот	3	4
94	что для	3	4
95	прежде всего	7	4
96	в руках	1	4
97	в частности	4	4
98	как это	4	4
99	все же	8	4
100	и для	3	4
101	и от	1	4
102	одной из	1	4
103	точки зрения	11	4
104	речь идет	4	3
105	например в	8	3
106	тех же	1	3
107	в котором	5	3
108	то же	5	3
109	той же	5	3
110	вопрос о	4	3
111	того же	3	3
112	это время	1	3
113	в ней	3	3
114	что его	1	3
115	во всех	8	3
116	в обеих	5	3
117	как правило	2	3
118	но не	3	3
119	по отношению	3	3
120	как в	13	3
121	что касается	3	3
122	но в	10	3
123	так или	2	3
124	в этой	11	3
125	как он	1	3
126	но все	4	3
127	в каждом	3	3
128	могла бы	1	3
129	первую очередь	2	3
130	по всему	1	3
131	но если	4	3
132	ли можно	1	3
133	его современников	1	3
134	в обоих	1	3
135	не имеет	4	3
136	того как	1	3
137	же время	4	3
138	к концу	2	3
139	что на	2	3
140	но там	1	3
141	и сам	2	3
142	то время	2	3
143	к нему	2	3
144	дело с	2	3
145	себя в	1	3
146	ответ на	3	3
147	и их	2	3
148	никто не	4	3
149	представить себе	1	3
150	тем что	5	3
151	в первую	2	3
152	возможно что	3	3
153	даже не	4	3
154	или иначе	2	3
155	здесь в	1	3
156	не было	4	3
157	так называемой	2	3
158	о чем	1	3
159	из которых	1	3
160	в тех	3	3
161	отношению к	3	3
162	да и	3	3
163	с этой	3	3
164	все это	5	3
165	или в	1	3
166	для нас	7	3
167	а в	17	3
168	в период	1	3
169	в своей	6	3
170	жизни и	5	3
171	того времени	5	3
172	по поводу	7	3
173	том числе	2	3
174	не может	8	3
175	как известно	1	2
176	и т	30	2
177	по отдельным	1	2
178	и есть	1	2
179	в первом	2	2
180	из его	1	2
181	и за	3	2
182	мы имеем	2	2
183	мы не	2	2
184	время как	2	2
185	говорить о	2	2
186	то это	3	2
187	в виду	1	2
188	он был	3	2
189	№ и	1	2
190	бы то	1	2
191	в ее	4	2
192	и другие	1	2
193	если в	2	2
194	и я	3	2
195	мы стали	1	2
196	идет о	2	2
197	и вовсе	1	2
198	в одной	1	2
199	что именно	1	2
200	целый ряд	2	2
201	что по	1	2
202	от этого	2	2
203	с той	1	2
204	бы и	4	2
205	чуть ли	2	2
206	в нашем	1	2
207	что она	4	2
208	он не	2	2
209	что ни	2	2
210	жалоб на	1	2
211	то ни	1	2
212	об этом	3	2
213	второй половины	1	2
214	в глазах	1	2
215	это не	8	2
216	этом смысле	1	2
217	в это	1	2
218	не всегда	2	2
219	чем в	3	2
220	в развитии	1	2
221	в один	1	2
222	когда в	1	2
223	всяком случае	6	2
224	представление о	4	2
225	которые в	2	2
226	не в	12	2
227	в конце	3	2
228	однако в	1	2
229	вовсе не	19	2
230	даже в	3	2
231	одна из	1	2
232	в одном	1	2
233	что их	1	2
234	в какой-то	1	2
235	и после	1	2
236	не является	3	2
237	и почему	4	2
238	в духе	1	2
239	и это	2	2
240	говоря уже	1	2
241	с самого	1	2
242	так в	1	2
243	и что	4	2
244	после того	1	2
245	в пользу	2	2
246	времени в	1	2
247	и во	2	2
248	и все	2	2
249	обоих случаях	1	2
250	в другой	1	2
251	также в	2	2
252	с которыми	2	2
253	же можно	1	2
254	и дает	1	2
255	тот же	1	2
256	в какой	3	2
257	одних и	1	2
258	что наши	1	2
259	в уста	3	2
260	с одной	3	2
261	и у	2	2
262	является не	4	2
263	одно из	2	2
264	т п	9	2
265	не для	2	2
266	отношение к	2	2
267	от того	1	2
268	в других	2	2
269	нет и	1	2
270	видно из	1	2
271	со стороны	6	2
272	и к	1	2
273	отклик на	1	2
274	до сих	7	2
275	с другой	9	2
276	и тех	1	2
277	одной стороны	2	2
278	а на	3	2
279	возвращаясь к	1	2
280	если не	2	2
281	должна была	4	2
282	для этой	1	2
283	мы находим	4	2
284	уже о	5	2
285	усомниться в	1	2
286	чем на	1	2
287	в течение	1	2
288	в той	6	2
289	как бы	4	2
290	сих пор	7	2
291	в так	1	2
292	естественно не	1	2
293	каждой из	1	2
294	бы в	1	2
295	еще более	4	2
296	хотя бы	6	2
297	не говоря	1	2
298	современного читателя	2	2
299	от всех	1	2
300	к его	1	2
301	из этого	1	2
302	в голову	1	2
303	во всяком	6	2
304	то на	1	1
305	нас более	1	1
306	отношения к	2	1
307	самом деле	11	1
308	этого последнего	1	1
309	мере в	2	1
310	представлял собой	1	1
311	ii и	2	1
312	п которые	1	1
313	что эти	1	1
314	и этот	1	1
315	по его	2	1
316	которыми он	2	1
317	в и	130	1
318	хотя сам	1	1
319	до него	1	1
320	с текстом	1	1
321	на эти	7	1
322	из сказанного	1	1
323	в сущности	2	1
324	но вполне	1	1
325	один пример	1	1
326	слова сказанные	1	1
327	г к	1	1
328	большей частью	1	1
329	думаю что	5	1
330	и самого	1	1
331	когда речь	2	1
332	обстоятельств в	1	1
333	же мере	1	1
334	всегда можно	1	1
335	между собой	1	1
336	все эти	5	1
337	время в	1	1
338	в чем	3	1
339	уверен в	1	1
340	при жизни	1	1
341	было сделать	1	1
342	достаточно для	2	1
343	нет не	1	1
344	а вместо	1	1
345	факты из	2	1
346	не просто	1	1
347	друг от	1	1
348	в свои	1	1
349	свои силы	2	1
350	из таких	1	1
351	ставило перед	1	1
352	общего с	3	1
353	как к	3	1
354	ему кажется	1	1
355	это был	1	1
356	не являются	3	1
357	тем же	3	1
358	в ожидании	1	1
359	главная его	1	1
360	гораздо более	4	1
361	для ее	1	1
362	кажется в	2	1
363	себе как	1	1
364	не приходится	1	1
365	если мы	1	1
366	многое в	1	1
367	в себе	2	1
368	случае можно	1	1
369	имеет для	1	1
370	не могла	2	1
371	не имеют	1	1
372	их якобы	1	1
373	больше всего	1	1
374	время и	1	1
375	свой риск	1	1
376	видеть в	1	1
377	и более	2	1
378	и кругом	1	1
379	евгения онегина	5	1
380	пример из	1	1
381	этот тезис	1	1
382	в основу	4	1
383	не считать	1	1
384	в другом	3	1
385	пока в	1	1
386	в число	1	1
387	его не	1	1
388	бы быть	1	1
389	а по	1	1
390	этой традиции	1	1
391	на все	1	1
392	с целью	1	1
393	г в	5	1
394	входит в	1	1
395	обстоятельством что	1	1
396	в vii	1	1
397	в соответствии	1	1
398	всю свою	1	1
399	по истории	2	1
400	по себе	1	1
401	чем другом	1	1
402	ни одной	2	1
403	соответствии с	1	1
404	которое имеет	1	1
405	и уже	2	1
406	которой он	1	1
407	на две	1	1
408	ни с	3	1
409	действительно не	1	1
410	и тогда	2	1
411	не больше	1	1
412	и страх	1	1
413	со всей	1	1
414	является его	1	1
415	только тем	2	1
416	которую он	1	1
417	во второй	9	1
418	от своего	1	1
419	и при	1	1
420	нас не	1	1
421	своем роде	1	1
422	и без	3	1
423	же это	3	1
424	на подобные	1	1
425	во времена	4	1
426	из прежних	1	1
427	не столько	1	1
428	еще с	1	1
429	в биографии	2	1
430	должны были	1	1
431	значение для	1	1
432	времени не	4	1
433	обращение к	1	1
434	тем не	2	1
435	доказывает что	1	1
436	это дело	2	1
437	их в	2	1
438	том же	1	1
439	п поэтому	1	1
440	его товарищами	1	1
441	иначе обстояло	1	1
442	и очень	4	1
443	с точки	8	1
444	случае в	4	1
445	но они	1	1
446	тем самым	2	1
447	что эта	2	1
448	лиц и	1	1
449	из нас	1	1
450	правда в	1	1
451	как о	2	1
452	в основе	3	1
453	что ей	1	1
454	вытекает из	2	1
455	никогда не	5	1
456	ничего не	2	1
457	в разных	1	1
458	богатого и	2	1
459	отнестись к	1	1
460	имеем дело	2	1
461	таким путем	1	1
462	иными словами	1	1
463	более что	2	1
464	и является	1	1
465	из того	2	1
466	них нельзя	1	1
467	в области	14	1
468	в каком	3	1
469	в хронологическом	1	1
470	и некоторые	1	1
471	обстоятельство что	3	1
472	древней и	1	1
473	такие случаи	2	1
474	нет ни	2	1
475	и вполне	3	1
476	и другой	1	1
477	разницей что	1	1
478	отличается от	1	1
479	числе и	2	1
480	той или	1	1
481	совсем иначе	1	1
482	отказаться от	1	1
483	ср с	2	1
484	должен быть	3	1
485	для себя	3	1
486	всех случаях	1	1
487	от друга	1	1
488	ни одно	1	1
489	на основе	1	1
490	только при	1	1
491	с каким	1	1
492	полное право	1	1
493	приобрели в	1	1
494	мысль о	1	1
495	ее автора	1	1
496	первой из	1	1
497	обращается с	1	1
498	на свой	2	1
499	эти факты	1	1
500	времени и	1	1
501	том случае	1	1
502	не отражает	1	1
503	было в	1	1
504	каждого из	2	1
505	здесь нет	1	1
506	мог бы	1	1
507	вокруг этого	1	1
508	к самой	1	1
509	благодаря счастливому	1	1
510	разного рода	1	1
511	но у	1	1
512	иногда более	1	1
513	не имели	2	1
514	является в	1	1
515	но иногда	1	1
516	задний план	3	1
517	в эпоху	2	1
518	о котором	2	1
519	его времени	2	1
520	можно найти	2	1
521	а также	2	1
522	кого не	1	1
523	внимание на	3	1
524	и та	1	1
525	его жизни	3	1
526	все его	1	1
527	там же	1	1
528	этих двух	3	1
529	за свое	1	1
530	но столь	1	1
531	каждом из	1	1
532	материал для	3	1
533	за основу	2	1
534	главы евгения	1	1
535	при дворе	1	1
536	я думаю	11	1
537	но нет	1	1
538	нуждается в	1	1
539	для той	1	1
540	от современного	1	1
541	во всей	1	1
542	что же	6	1
543	быть даже	1	1
544	них в	1	1
545	если это	3	1
546	следовало бы	2	1
547	не зная	1	1
548	к которому	4	1
549	еще несколько	1	1
550	как например	1	1
551	по своей	2	1
