N	3gram	Tiupa_Anal_2	Myshleni
1	с точки зрения	2	18
2	в том что	6	15
3	с другой стороны	2	9
4	так же точно	1	9
5	с одной стороны	4	8
6	по отношению к	4	7
7	заключается в том	1	6
8	о том что	6	6
9	не может быть	1	5
10	в этом отношении	3	4
11	можно сказать что	1	4
12	друг с другом	1	4
13	на то что	2	3
14	то же самое	1	3
15	в первую очередь	1	3
16	можно было бы	2	3
17	к тому что	1	3
18	в свою очередь	1	3
19	и тем самым	2	3
20	если бы он	1	2
21	не в состоянии	1	2
22	и то же	1	2
23	прежде всего в	1	2
24	в известном смысле	1	2
25	на этот вопрос	1	2
26	то же время	2	2
27	с другом в	1	2
28	в равной мере	1	2
29	одно и то	1	2
30	в данном случае	5	2
31	в значительной степени	2	2
32	приводит к тому	1	2
33	ответ на этот	1	2
34	на две части	1	2
35	в самом деле	1	2
36	речь идет о	1	2
37	на всем протяжении	1	2
38	в то же	2	2
39	также и на	1	1
40	его можно было	1	1
41	в этом смысле	2	1
42	в ответ на	2	1
43	значении этого слова	1	1
44	как раз и	1	1
45	дело тут не	1	1
46	если говорить о	2	1
47	в отличие от	2	1
48	но и в	1	1
49	тех случаях когда	1	1
50	только то что	1	1
51	точно так же	1	1
52	с самим собой	1	1
53	с этой точки	1	1
54	по крайней мере	3	1
55	и тем что	1	1
56	и то что	2	1
57	как и вся	1	1
58	тут не в	1	1
59	в этой связи	1	1
60	как это ни	1	1
61	едва ли не	2	1
62	содержит в себе	3	1
63	не только в	2	1
64	в сущности это	1	1
65	не изменилось бы	1	1
66	состоит в том	4	1
67	как мы это	1	1
68	и в этом	4	1
69	в результате чего	2	1
70	но и его	1	1
71	что и более	1	1
72	в целом ряде	1	1
73	лишь в самом	1	1
74	этой точки зрения	1	1
75	в тех случаях	1	1
76	возможной не только	1	1
77	в соответствии с	2	1
78	не только не	2	1
79	в конечном счете	2	1
80	которые могут быть	1	1
81	он ничего не	1	1
82	в силу своей	1	1
83	сама по себе	1	1
84	тем не менее	3	1
85	лишь в тех	1	1
86	тоже могут быть	1	1
87	же точно и	1	1
88	как и в	3	1
89	при этом она	1	1
90	той или иной	3	1
