N	3gram	Bakhtin_Fr_7	Hudozhes
1	о том что	1	9
2	то же время	9	8
3	по отношению к	2	8
4	в то же	9	8
5	в том что	3	6
6	можно было бы	2	4
7	с точки зрения	3	3
8	в этом отношении	2	3
9	но в то	3	3
10	в связи с	1	3
11	и в самом	1	3
12	как и в	2	3
13	в тот момент	1	2
14	по своей природе	1	2
15	о том как	2	2
16	мы уже знаем	1	2
17	в третьей главе	1	2
18	не только в	1	2
19	это прежде всего	2	2
20	в значительной степени	2	2
21	в этих словах	1	2
22	что у него	2	2
23	и это не	1	2
24	тот момент когда	1	2
25	во второй половине	1	2
26	потому что он	1	1
27	уже знаем что	1	1
28	он берет в	1	1
29	а в конце	1	1
30	все дело в	1	1
31	прежде всего в	4	1
32	на самом деле	1	1
33	в этом смысле	1	1
34	то же самое	1	1
35	гораздо большей степени	1	1
36	и в этом	1	1
37	с самого начала	1	1
38	на этом свете	3	1
39	а также в	1	1
40	более или менее	2	1
41	на самом же	1	1
42	в таком же	1	1
43	нет ничего удивительного	1	1
44	в лице своих	1	1
45	в гораздо большей	1	1
46	в частности к	1	1
47	здесь не в	1	1
48	как и все	1	1
49	в этой главе	1	1
50	почти ничего не	2	1
51	в это время	1	1
52	тогда как в	1	1
53	для него наиболее	1	1
54	содержит в себе	1	1
55	и по отношению	1	1
56	в первом случае	1	1
57	же время это	1	1
58	удивительного в том	1	1
59	в конце концов	4	1
60	ничего удивительного в	1	1
61	а также и	1	1
62	так и в	3	1
63	имеет ничего общего	1	1
64	к рассказу о	1	1
65	не только для	1	1
66	это своего рода	1	1
67	мы уже говорили	3	1
68	в том и	1	1
69	во всяком случае	1	1
70	большей степени чем	1	1
71	самом же деле	1	1
72	не имеет ничего	1	1
73	смерти а напротив	1	1
74	в свое время	2	1
75	бы малую часть	1	1
76	в данном случае	1	1
77	внешних и внутренних	1	1
78	в свою очередь	3	1
79	именно в это	1	1
80	ничего общего с	1	1
81	с тем что	1	1
82	но и для	1	1
83	за то что	3	1
84	друг от друга	1	1
85	мы не знаем	1	1
86	не знаем а	1	1
87	не в этом	1	1
