N	2gram	Propp_Morf_1	Problema
1	и в	13	30
2	в своей	1	22
3	не только	4	18
4	то что	8	18
5	в этом	14	17
6	том что	4	17
7	и даже	1	14
8	таким образом	21	13
9	но и	4	13
10	потому что	3	13
11	также и	4	12
12	о том	2	12
13	в его	1	12
14	а именно	1	12
15	в том	6	12
16	и не	12	12
17	так что	1	11
18	у него	1	11
19	в этой	2	10
20	в виде	2	10
21	для нас	2	10
22	точки зрения	2	10
23	все же	7	9
24	но в	2	9
25	который в	2	9
26	только в	2	9
27	и все	1	9
28	сказать что	2	9
29	хотя и	3	8
30	с точки	2	8
31	вовсе не	4	8
32	но не	4	7
33	как и	3	7
34	не в	3	7
35	связи с	10	7
36	у нас	2	7
37	здесь не	2	7
38	так и	6	7
39	что он	4	7
40	мы находим	1	7
41	может быть	52	7
42	в связи	9	7
43	в результате	7	7
44	и на	1	6
45	и как	5	6
46	при помощи	9	6
47	его в	2	6
48	несмотря на	4	6
49	и его	1	6
50	можно сказать	2	6
51	и что	2	6
52	что и	7	6
53	уже не	2	6
54	так как	16	6
55	с другой	8	6
56	прежде всего	9	6
57	как бы	3	6
58	и для	2	6
59	а в	7	6
60	другой стороны	4	6
61	и то	1	5
62	в которой	3	5
63	за это	1	5
64	тем не	5	5
65	в силу	1	5
66	и с	1	5
67	с тем	2	5
68	еще в	1	5
69	нисколько не	1	5
70	но он	1	5
71	что этот	1	5
72	не менее	5	5
73	и притом	1	5
74	того как	2	5
75	людей в	1	5
76	и у	1	5
77	и их	2	5
78	мы можем	2	5
79	а не	11	5
80	не может	14	5
81	так же	3	5
82	как раз	1	5
83	что в	8	5
84	из земли	1	4
85	и к	4	4
86	в себе	1	4
87	при этом	1	4
88	но все	3	4
89	же не	1	4
90	об этом	4	4
91	было бы	3	4
92	ни в	1	4
93	не так	1	4
94	в то	3	4
95	все еще	3	4
96	ясно что	5	4
97	оказывается что	1	4
98	или в	4	4
99	в качестве	5	4
100	далеко не	5	4
101	еще и	1	4
102	а с	2	4
103	если не	1	4
104	в частности	2	4
105	этот мотив	1	4
106	из этого	1	4
107	смысле слова	4	3
108	на первом	1	3
109	от своих	1	3
110	время как	3	3
111	в виду	1	3
112	еще не	3	3
113	он сам	1	3
114	что его	2	3
115	совсем не	3	3
116	что они	2	3
117	что касается	1	3
118	бы не	1	3
119	учение о	3	3
120	с одной	1	3
121	он не	3	3
122	в другом	2	3
123	не всегда	9	3
124	однако в	2	3
125	в русской	1	3
126	как будто	2	3
127	на горе	1	3
128	то время	3	3
129	что от	1	3
130	только и	1	3
131	настоящее время	3	3
132	после того	1	3
133	а также	4	3
134	к нему	3	3
135	и хочет	1	3
136	же в	2	3
137	того что	3	3
138	и тем	2	3
139	в начале	3	3
140	в одном	1	3
141	в других	3	3
142	для того	2	3
143	одной стороны	1	3
144	и никогда	1	3
145	о похищении	2	3
146	видит в	1	3
147	о котором	1	3
148	в настоящее	3	3
149	и другие	6	3
150	мотив не	2	3
151	перейти к	2	3
152	точно так	1	3
153	таком случае	1	2
154	самом деле	4	2
155	и до	1	2
156	то же	7	2
157	и за	2	2
158	по его	1	2
159	мы имеем	9	2
160	мы не	8	2
161	равно как	1	2
162	и был	1	2
163	это время	1	2
164	в таком	1	2
165	все эти	2	2
166	в чем	1	2
167	тем как	1	2
168	мы будем	3	2
169	не входит	1	2
170	значение и	1	2
171	не все	6	2
172	по отношению	4	2
173	отношение к	1	2
174	на то	2	2
175	в одной	1	2
176	как в	3	2
177	что именно	1	2
178	и нет	1	2
179	кроме того	1	2
180	в нашей	1	2
181	духа в	1	2
182	если он	1	2
183	на его	4	2
184	прежде чем	3	2
185	или иных	1	2
186	то ни	3	2
187	что такой	1	2
188	его не	1	2
189	это не	6	2
190	по всему	2	2
191	в них	1	2
192	с такой	1	2
193	и тогда	1	2
194	бы на	1	2
195	и более	1	2
196	в таких	2	2
197	дело в	1	2
198	и сама	1	2
199	на него	3	2
200	того чтобы	3	2
201	ничего не	4	2
202	больше чем	1	2
203	тем что	4	2
204	в области	1	2
205	если только	1	2
206	не могут	4	2
207	к тому	4	2
208	как мы	6	2
209	без всякого	2	2
210	данном случае	1	2
211	всей своей	1	2
212	как с	1	2
213	можно было	2	2
214	здесь как	1	2
215	он был	1	2
216	в глаза	2	2
217	бы то	3	2
218	и просто	1	2
219	между тем	5	2
220	во втором	3	2
221	вслед за	5	2
222	что здесь	1	2
223	образом как	1	2
224	ли он	1	2
225	в какой	3	2
226	или же	6	2
227	со всеми	1	2
228	из них	3	2
229	всяком случае	2	2
230	на свое	1	2
231	до сих	1	2
232	ее в	1	2
233	человека а	1	2
234	представляет собою	6	2
235	что не	1	2
236	с помощью	1	2
237	в брак	1	2
238	в данном	1	2
239	наряду с	5	2
240	в первой	1	2
241	по существу	12	2
242	бросается в	1	2
243	в это	1	2
244	с этой	1	2
245	сих пор	1	2
246	только для	1	2
247	но для	2	2
248	один из	5	2
249	тех или	1	2
250	это уже	3	2
251	ли в	1	2
252	у которого	1	2
253	хотя бы	4	2
254	не будет	1	2
255	остается на	1	2
256	отношению к	4	2
257	об освобождении	2	2
258	к этому	3	2
259	во всяком	2	2
260	они не	1	2
261	и т	41	1
262	не думает	1	1
263	не наказывает	1	1
264	на самом	4	1
265	тех же	4	1
266	это и	2	1
267	и есть	2	1
268	ii и	1	1
269	из его	2	1
270	свое место	1	1
271	значение но	1	1
272	или ее	1	1
273	мы уже	1	1
274	надо было	1	1
275	вопрос о	7	1
276	нет таких	2	1
277	всех людей	1	1
278	о помощи	2	1
279	так чтобы	1	1
280	не вполне	1	1
281	и ее	3	1
282	увидим ниже	5	1
283	начала в	1	1
284	с большим	1	1
285	не от	2	1
286	с его	2	1
287	сама собой	1	1
288	то мы	4	1
289	не требует	1	1
290	чем это	2	1
291	заметим что	2	1
292	друг на	2	1
293	же она	2	1
294	с трудом	1	1
295	если в	5	1
296	сведений о	1	1
297	ни стало	1	1
298	или иное	1	1
299	в главе	1	1
300	которые здесь	1	1
301	которые не	1	1
302	во что	1	1
303	о необходимости	1	1
304	в море	5	1
305	первый взгляд	3	1
306	если она	2	1
307	с этим	11	1
308	только об	1	1
309	для всех	1	1
310	нас также	1	1
311	овладеть ею	1	1
312	что ее	1	1
313	не думал	1	1
314	перед нами	10	1
315	могли бы	1	1
316	и наконец	1	1
317	по пути	1	1
318	стороны так	1	1
319	в этот	1	1
320	и вслед	1	1
321	то в	3	1
322	как то	2	1
323	что это	1	1
324	формы в	1	1
325	в нашем	3	1
326	из этих	1	1
327	в тех	6	1
328	если мы	5	1
329	вопроса о	1	1
330	право на	2	1
331	может считаться	3	1
332	рассказ о	1	1
333	имеем в	6	1
334	но на	1	1
335	а вовсе	1	1
336	вообще не	1	1
337	что она	2	1
338	больше всего	1	1
339	главным образом	4	1
340	т д	39	1
341	вообще же	1	1
342	он должен	2	1
343	состоит в	2	1
344	и вот	1	1
345	свои собственные	1	1
346	но некоторые	1	1
347	мало того	1	1
348	прошлого века	1	1
349	и по	2	1
350	лишь с	2	1
351	в образе	4	1
352	так например	3	1
353	уже по	1	1
354	в нее	1	1
355	другие материалы	1	1
356	мифологии и	1	1
357	себя и	2	1
358	они должны	1	1
359	а по	3	1
360	говорить не	1	1
361	г в	1	1
362	входит в	2	1
363	образом если	1	1
364	например с	2	1
365	отличать от	1	1
366	друга что	1	1
367	отправляется на	1	1
368	на друга	2	1
369	между собою	2	1
370	здесь можно	3	1
371	чем в	1	1
372	для тех	1	1
373	и некоторые	1	1
374	такой же	1	1
375	их на	1	1
376	меняется и	1	1
377	на первый	3	1
378	не выдерживает	1	1
379	и при	1	1
380	что такое	3	1
381	самого в	1	1
382	другой вопрос	2	1
383	не столько	1	1
384	и убивает	3	1
385	нельзя было	2	1
386	дается в	2	1
387	земле и	1	1
388	видно что	1	1
389	их в	1	1
390	чтобы это	1	1
391	его до	1	1
392	ни были	1	1
393	даже в	1	1
394	заставляет его	2	1
395	содержится в	1	1
396	тому что	4	1
397	что мотив	1	1
398	можно ли	1	1
399	чем перейти	1	1
400	сказок является	1	1
401	вплоть до	1	1
402	что эта	2	1
403	она просит	2	1
404	с теми	4	1
405	самого начала	1	1
406	и отсюда	1	1
407	не имеет	2	1
408	о чем	1	1
409	на котором	3	1
410	или другие	1	1
411	чтобы в	1	1
412	у кого	1	1
413	и художественный	1	1
414	это мы	1	1
415	и по-видимому	1	1
416	можно усмотреть	1	1
417	это сделать	1	1
418	к ней	1	1
419	во всем	1	1
420	является ли	1	1
421	ему в	1	1
422	они ее	1	1
423	не потому	1	1
424	по ней	1	1
425	когда мы	1	1
426	орел и	2	1
427	уже было	1	1
428	предмета к	1	1
429	в очень	1	1
430	она не	2	1
431	мужа в	2	1
432	с ее	1	1
433	вопрос а	1	1
434	и этим	5	1
435	с самого	1	1
436	огромное количество	1	1
437	после всех	1	1
438	вспомнить о	1	1
439	и когда	1	1
440	его самого	4	1
441	из двух	2	1
442	те же	1	1
443	хотя о	1	1
444	в плоскости	1	1
445	здесь нет	1	1
446	мог бы	1	1
447	и каждый	1	1
448	не место	1	1
449	когда в	1	1
450	том как	1	1
451	имеется в	3	1
452	в последней	1	1
453	он служит	1	1
454	со стороны	3	1
455	правда очень	1	1
456	путь на	1	1
457	и здесь	5	1
458	но к	1	1
459	нашей работы	2	1
460	или на	3	1
461	весь этот	1	1
462	образом мы	5	1
463	дочь в	1	1
464	на борьбу	1	1
465	обращается к	1	1
466	же очень	1	1
467	этот момент	3	1
468	в другой	1	1
469	которые он	1	1
470	тот момент	1	1
471	что бы	1	1
472	в него	1	1
473	не зная	1	1
474	же можно	2	1
475	то все	1	1
476	тех пор	1	1
477	но с	1	1
478	что очень	1	1
479	в новой	1	1
480	а если	4	1
481	одной из	1	1
482	этот вопрос	2	1
483	мы прежде	1	1
484	мы увидим	8	1
