N	3gram	Vygotskiy__3	Freidism
1	с точки зрения	9	11
2	во всяком случае	2	7
3	не может быть	1	7
4	в самом деле	18	6
5	мы знаем что	1	4
6	в зависимости от	1	4
7	в данном случае	2	4
8	на самом деле	2	4
9	можно сказать что	1	4
10	как мы видели	2	4
11	для того чтобы	8	3
12	к тому чтобы	1	3
13	и тот же	1	3
14	и той же	1	3
15	один и тот	1	3
16	в свою очередь	2	3
17	мы можем сказать	1	3
18	с самого начала	6	3
19	одной и той	1	3
20	то же самое	8	2
21	до сих пор	5	2
22	в отличие от	1	2
23	это вовсе не	1	2
24	но если мы	1	2
25	может быть и	1	2
26	а с другой	1	2
27	все то что	6	2
28	в этом отношении	1	2
29	что в его	1	2
30	с одной стороны	5	2
31	мы уже указывали	1	2
32	в высшей степени	1	2
33	в своей основе	1	2
34	мы видели что	2	2
35	и все те	2	1
36	ни о каких	1	1
37	и может быть	1	1
38	мы видим в	2	1
39	мы никогда не	1	1
40	а вовсе не	2	1
41	так как они	1	1
42	как и всякое	1	1
43	в таком виде	2	1
44	самом деле если	1	1
45	нам кажется что	1	1
46	оно превращается в	1	1
47	это совсем не	1	1
48	они не могут	1	1
49	и потому его	1	1
50	в котором они	1	1
51	как и все	1	1
52	нам в глаза	1	1
53	во всех отношениях	1	1
54	что все эти	1	1
55	но это совсем	1	1
56	не было бы	1	1
57	только то что	2	1
58	по аналогии с	2	1
59	элементов из которых	1	1
60	в основе своей	1	1
61	мы старались показать	2	1
62	ни в какой	1	1
63	никакого отношения к	1	1
64	в двух направлениях	1	1
65	таким образом и	1	1
66	увидим что она	2	1
67	так ли это?	1	1
68	в себя и	1	1
69	все это является	1	1
70	по сравнению с	1	1
71	первое что бросается	1	1
72	из всех других	1	1
73	в такой же	1	1
74	мы говорили выше	1	1
75	то что он	2	1
76	в целом ряде	1	1
77	мы все время	2	1
78	бросается в глаза	1	1
79	очень большую роль	1	1
80	и все другие	1	1
81	и все же	1	1
82	сих пор не	1	1
83	это было бы	1	1
84	старались показать что	1	1
85	мы не можем	2	1
86	имеем в виду	1	1
87	в то время	2	1
88	каждого из этих	1	1
89	о том что	3	1
90	не только не	1	1
91	самом деле этот	1	1
92	самом деле здесь	1	1
93	но все же	1	1
94	но и не	1	1
95	или во всяком	1	1
96	и как мы	1	1
97	смысле этого слова	2	1
98	и т д	4	1
99	для него было	1	1
100	в том что	11	1
101	все это только	1	1
102	она не может	1	1
103	ту роль которую	1	1
104	конечно не в	1	1
