N	2gram	Vinokur_Ku_1	FransuaR
1	и в	24	41
2	во всех	1	17
3	таким образом	12	17
4	в нем	4	16
5	и с	5	16
6	и его	5	13
7	но и	6	13
8	в этом	14	12
9	как мы	1	12
10	все эти	6	11
11	все это	6	11
12	в самом	10	10
13	не только	10	10
14	так как	9	10
15	прежде всего	9	10
16	то что	9	10
17	и на	4	9
18	кроме того	1	9
19	о том	9	9
20	здесь в	1	9
21	и все	2	9
22	в сущности	3	8
23	но в	2	8
24	в этой	3	8
25	никогда не	2	8
26	в них	7	7
27	как и	2	7
28	том что	21	7
29	в его	12	7
30	вовсе не	10	7
31	в особенности	3	7
32	как бы	7	7
33	что в	17	7
34	также и	2	6
35	например в	5	6
36	в году	1	6
37	в то	2	6
38	один из	4	6
39	с помощью	7	6
40	вместе с	7	6
41	или в	2	6
42	сказать что	1	6
43	что он	6	6
44	и он	3	5
45	с его	4	5
46	в ее	1	5
47	в своем	3	5
48	что это	5	5
49	в себе	3	5
50	то же	8	5
51	той же	3	5
52	рядом с	5	5
53	но он	1	5
54	тем что	8	5
55	все то	1	5
56	так и	7	5
57	и что	5	5
58	а также	1	5
59	же время	2	5
60	в литературе	1	5
61	из них	4	5
62	в одном	3	5
63	большинстве случаев	1	5
64	там где	4	5
65	между собою	2	5
66	так же	4	5
67	в той	5	5
68	одним из	2	4
69	того же	4	4
70	самом деле	9	4
71	конечно и	1	4
72	в ней	6	4
73	как в	4	4
74	и как	2	4
75	та же	1	4
76	не в	11	4
77	даже в	3	4
78	но они	1	4
79	того чтобы	17	4
80	все же	12	4
81	нового времени	1	4
82	у нас	10	4
83	роль в	4	4
84	с ним	5	4
85	все время	1	4
86	тот же	2	4
87	с одной	1	4
88	уже в	3	4
89	в большинстве	2	4
90	в результате	5	4
91	в котором	3	4
92	и даже	3	4
93	с другой	7	4
94	именно в	6	4
95	одной стороны	1	4
96	более того	1	4
97	и от	1	4
98	о котором	2	4
99	а в	5	4
100	не может	7	4
101	все что	1	4
102	вместо того	1	3
103	в чем	1	3
104	в одной	1	3
105	с этим	4	3
106	перед нами	1	3
107	в первом	3	3
108	при этом	6	3
109	и сам	1	3
110	связанных с	1	3
111	на все	1	3
112	было бы	15	3
113	на первый	1	3
114	и их	1	3
115	втором случае	2	3
116	когда они	1	3
117	также что	1	3
118	потому что	23	3
119	этом отношении	5	3
120	мы встречаем	1	3
121	в духе	3	3
122	есть только	1	3
123	они и	1	3
124	народа и	1	3
125	в индии	1	3
126	никак не	2	3
127	до сих	4	3
128	во втором	2	3
129	в него	1	3
130	того что	9	3
131	в ряде	2	3
132	мы увидим	3	3
133	только в	11	3
134	поэтому и	1	3
135	литературе и	2	3
136	конечно не	2	3
137	в начале	1	3
138	есть в	4	3
139	до того	2	3
140	что не	5	3
141	связано с	3	3
142	в данном	4	3
143	и не	12	3
144	с этой	2	3
145	сих пор	4	3
146	но это	1	3
147	не мог	2	3
148	и для	2	3
149	здесь только	2	3
150	между ними	2	3
151	первом случае	1	3
152	жизни и	1	3
153	в искусстве	1	3
154	они не	3	3
155	если б	2	2
156	связана с	1	2
157	и то	3	2
158	тех же	1	2
159	это и	4	2
160	из самых	1	2
161	с точки	9	2
162	ведь и	1	2
163	должна быть	3	2
164	было и	1	2
165	с более	1	2
166	есть нечто	1	2
167	говорить о	1	2
168	но уже	5	2
169	из того	1	2
170	начало и	1	2
171	его так	2	2
172	но не	5	2
173	то он	1	2
174	в новом	1	2
175	что они	4	2
176	в истории	3	2
177	точки зрения	14	2
178	что именно	1	2
179	на лбу	1	2
180	хотя и	3	2
181	отчасти и	1	2
182	и те	1	2
183	как он	1	2
184	так сказать	5	2
185	на его	3	2
186	он не	2	2
187	всех этих	1	2
188	на этом	1	2
189	как они	2	2
190	что все	2	2
191	значение в	1	2
192	лишь в	2	2
193	это было	2	2
194	заключается в	2	2
195	он является	1	2
196	гл iv	1	2
197	мы видели	1	2
198	в развитии	1	2
199	одного и	2	2
200	был бы	2	2
201	из этих	4	2
202	но если	2	2
203	и сейчас	1	2
204	в своей	2	2
205	представление о	3	2
206	из области	4	2
207	мы находим	1	2
208	для этого	3	2
209	в таких	4	2
210	как о	2	2
211	тогда когда	6	2
212	что их	2	2
213	находятся в	1	2
214	так что	4	2
215	как она	1	2
216	предполагать что	1	2
217	связи с	7	2
218	переходят в	1	2
219	это уже	1	2
220	превращается в	2	2
221	один раз	1	2
222	к себе	4	2
223	не могут	2	2
224	в области	7	2
225	о происхождении	1	2
226	в эти	1	2
227	должен быть	4	2
228	в устной	1	2
229	в дальнейшем	1	2
230	и когда	1	2
231	конечно в	1	2
232	которая была	1	2
233	образом в	1	2
234	внимание на	4	2
235	между тем	5	2
236	и во	1	2
237	говорит он	1	2
238	тем более	2	2
239	а именно	2	2
240	но с	2	2
241	он стал	1	2
242	себя в	1	2
243	переходит в	1	2
244	что если	2	2
245	нужно еще	1	2
246	прямое и	1	2
247	себе в	3	2
248	в конце	1	2
249	как его	1	2
250	каждый из	1	2
251	может быть	13	2
252	как раз	8	2
253	в форме	1	2
254	а на	2	2
255	если мы	2	2
256	до конца	2	2
257	был в	2	2
258	не на	4	2
259	а не	8	2
260	в организации	1	2
261	и вовсе	5	2
262	в последней	1	2
263	в частности	4	2
264	и потому	4	2
265	как это	3	2
266	можно прямо	1	2
267	не был	1	2
268	i гл	1	2
269	наконец и	1	2
270	своего времени	2	2
271	несколько слов	3	2
272	громадная роль	1	2
273	что мы	1	2
274	для нас	2	2
275	бы в	7	2
276	в этих	4	2
277	еще более	1	2
278	вовсе нет	1	2
279	в том	30	2
280	и косвенное	1	2
281	и у	1	2
282	это все	1	2
283	другой стороны	6	2
284	что даже	1	2
285	есть и	1	2
286	из четырех	1	2
287	ту же	1	1
288	в сфере	1	1
289	он о	1	1
290	наших дней	1	1
291	утверждение что	1	1
292	на самом	2	1
293	индивидуального и	2	1
294	из его	1	1
295	и больше	1	1
296	с таким	1	1
297	в зависимости	5	1
298	в их	3	1
299	его не	1	1
300	полагает что	1	1
301	для своего	1	1
302	за себя	1	1
303	из своих	1	1
304	так рядом	1	1
305	так чтобы	1	1
306	и другая	1	1
307	то это	3	1
308	зависимости от	6	1
309	что теперь	1	1
310	столько же	1	1
311	еще не	5	1
312	всем этим	1	1
313	мысли и	1	1
314	ней получают	1	1
315	это действительно	1	1
316	время в	1	1
317	что его	2	1
318	в различных	1	1
319	выражения в	1	1
320	тем как	1	1
321	бы не	1	1
322	себя все	1	1
323	значение и	2	1
324	по отношению	8	1
325	менее всего	1	1
326	отношение к	1	1
327	себе и	2	1
328	но нас	1	1
329	не просто	5	1
330	заключено в	1	1
331	литературной речи	1	1
332	как говорит	1	1
333	и литературной	1	1
334	не самый	1	1
335	мы также	1	1
336	что нет	1	1
337	что общего	1	1
338	что когда	1	1
339	более или	3	1
340	в действительности	1	1
341	следующим образом	1	1
342	со своей	1	1
343	в письмах	1	1
344	представлению о	1	1
345	в которой	6	1
346	точку зрения	1	1
347	в целом	4	1
348	в нашем	1	1
349	во многих	2	1
350	думать что	1	1
351	еще один	2	1
352	того факта	1	1
353	нас на	1	1
354	с громадным	1	1
355	роли в	2	1
356	и если	3	1
357	широком смысле	1	1
358	и стало	1	1
359	связанные с	1	1
360	они получают	1	1
361	он должен	1	1
362	что еще	1	1
363	они свидетельствуют	1	1
364	и вот	1	1
365	события в	1	1
366	необходимо для	1	1
367	и наглядно	2	1
368	чтобы в	2	1
369	из него	1	1
370	и по	1	1
371	именно это	1	1
372	с такими	1	1
373	но все	2	1
374	в каждом	2	1
375	касается до	1	1
376	выражение и	1	1
377	эта книга	1	1
378	за то	1	1
379	есть все	1	1
380	различие между	1	1
381	же касается	4	1
382	традиции и	1	1
383	его в	1	1
384	и других	1	1
385	на протяжении	1	1
386	сейчас в	1	1
387	связываются с	1	1
388	он есть	3	1
389	в сложном	1	1
390	мы сказали	1	1
391	и основные	1	1
392	и тем	2	1
393	между отдельными	1	1
394	здесь это	1	1
395	в жизни	1	1
396	далеко не	1	1
397	с тем	5	1
398	необходимость в	1	1
399	несмотря на	3	1
400	строгом смысле	1	1
401	и было	2	1
402	и тогда	4	1
403	и того	2	1
404	момента в	1	1
405	или менее	3	1
406	даже при	1	1
407	люцифера и	1	1
408	в следующем	1	1
409	вот он	1	1
410	очень наглядно	1	1
411	не столько	2	1
412	в которых	6	1
413	могло бы	1	1
414	своего рода	1	1
415	всякий раз	1	1
416	поэтому в	1	1
417	через посредство	3	1
418	и эти	3	1
419	где нет	1	1
420	в устах	1	1
421	слов о	2	1
422	по себе	2	1
423	в историческом	1	1
424	вернемся к	1	1
425	и против	2	1
426	перед собою	1	1
427	не менее	7	1
428	не раз	2	1
429	это чувство	1	1
430	что с	2	1
431	dans les	1	1
432	в смысле	2	1
433	правда в	1	1
434	дело в	1	1
435	того как	4	1
436	родился в	1	1
437	и именно	2	1
438	составные элементы	1	1
439	без конца	1	1
440	проникают в	1	1
441	но только	1	1
442	та или	1	1
443	их значение	1	1
444	не имеет	2	1
445	казалось бы	3	1
446	всем тем	1	1
447	ничего не	2	1
448	бы неправильно	1	1
449	одна из	1	1
450	примеров в	1	1
451	или иная	1	1
452	с одним	1	1
453	и обновление	1	1
454	свидетельствуют о	2	1
455	как будто	1	1
456	факта что	1	1
457	такие же	1	1
458	это также	1	1
459	могут быть	1	1
460	во все	2	1
461	приведу еще	1	1
462	здесь совершенно	1	1
463	языках и	1	1
464	с полной	1	1
465	той или	1	1
466	образованного общества	1	1
467	свое значение	1	1
468	где он	1	1
469	значение это	1	1
470	эти не	1	1
471	более не	1	1
472	здесь не	3	1
473	говорит и	1	1
474	же не	1	1
475	совершенно ясно	1	1
476	только то	1	1
477	в себя	1	1
478	действия и	2	1
479	в пределах	4	1
480	чем их	1	1
481	если они	1	1
482	можно было	6	1
483	ясно что	3	1
484	связан с	1	1
485	раз он	1	1
486	и прочих	2	1
487	мог бы	1	1
488	в некоторой	1	1
489	и послужило	1	1
490	об этом	1	1
491	связанная с	2	1
492	ними и	2	1
493	явления от	1	1
494	о нем	2	1
495	и здесь	3	1
496	тех кто	1	1
497	в память	1	1
498	язык и	1	1
499	настоящее время	1	1
500	одного из	1	1
501	утверждает что	1	1
502	после того	1	1
503	можно сказать	3	1
504	языке как	3	1
505	времени в	1	1
506	нас в	1	1
507	каждом из	2	1
508	и хорошо	1	1
509	в языке	8	1
510	что и	4	1
511	это не	7	1
512	деле в	1	1
513	у всех	1	1
514	в лице	1	1
515	в которую	1	1
516	то все	1	1
517	указывает что	1	1
518	что здесь	1	1
519	нас интересует	1	1
520	явления как	1	1
521	том как	3	1
522	и одновременно	1	1
523	сомнению что	1	1
524	тому назад	1	1
525	важное значение	1	1
526	с ними	4	1
527	этот вопрос	1	1
528	это особенно	1	1
529	на лицо	2	1
530	и так	1	1
531	в природе	1	1
532	языка этот	1	1
533	до наших	1	1
534	литературы в	1	1
535	бы у	1	1
536	уже не	8	1
537	борьбы с	1	1
538	же явления	1	1
539	свидетельствует о	2	1
540	является не	1	1
541	рано или	2	1
542	а то	2	1
543	не дает	1	1
544	все признаки	1	1
545	или даже	1	1
546	весьма распространенных	1	1
547	связывается с	1	1
548	понятий в	1	1
549	одно из	2	1
550	совсем другое	1	1
551	для него	1	1
552	ни в	2	1
553	раз на	2	1
554	к ним	1	1
555	из одной	1	1
556	мы можем	1	1
557	в системе	3	1
558	сопоставления с	1	1
559	во-первых мы	1	1
560	образом не	1	1
561	в других	1	1
562	и строго	1	1
563	для того	16	1
564	момент в	1	1
565	а потому	5	1
566	богатство и	1	1
567	или поздно	2	1
568	со всем	1	1
569	или иной	3	1
570	себе представить	1	1
571	но рано	1	1
572	влияние на	1	1
573	однако что	1	1
574	по своим	2	1
575	к которому	3	1
576	должно знать	1	1
577	случаев в	1	1
578	еще и	5	1
579	во второй	1	1
580	а с	3	1
581	то ее	1	1
582	себя и	1	1
583	как мир	1	1
584	что для	1	1
585	говорит о	1	1
586	в некоторых	1	1
587	притом не	1	1
588	к сожалению	1	1
589	не было	3	1
590	на этот	2	1
591	не знает	1	1
592	а главное	1	1
593	ничем не	1	1
594	его как	1	1
595	речи это	1	1
596	о чем	2	1
597	когда она	1	1
598	под влиянием	3	1
599	в связи	3	1
600	к его	1	1
601	принужден был	1	1
602	мы говорим	2	1
603	в строгом	1	1
604	которого мы	1	1
605	не из	1	1
606	к своему	2	1
607	xix века	5	1
608	он говорит	1	1
609	что за	1	1
610	я так	1	1
611	наряду с	1	1
612	смысле этого	3	1
613	на эту	2	1
614	это есть	2	1
615	что же	6	1
616	и там	1	1
617	матери и	1	1
618	время чрезвычайно	1	1
619	да и	1	1
620	по существу	4	1
621	в числе	2	1
622	действительно ли	1	1
623	значения они	1	1
624	которым он	1	1
625	действительно не	1	1
626	ней на	1	1
627	этого слова	3	1
628	не является	2	1
629	слова и	4	1
630	в условиях	1	1
631	и разрешить	1	1
632	в основном	1	1
633	только для	1	1
634	первый из	1	1
635	на своем	1	1
636	поэтому что	2	1
637	между прочим	2	1
638	что касается	2	1
639	не подлежит	1	1
640	три примера	1	1
641	в лоно	1	1
642	это как	1	1
643	в настоящее	1	1
644	себя самого	2	1
645	его тем	1	1
646	поэтому все	1	1
647	и обычаями	1	1
648	г и	1	1
649	нисколько не	3	1
650	оно на	1	1
651	участвуют в	1	1
652	лишь тогда	1	1
653	их с	1	1
654	отношению к	9	1
655	книги романа	1	1
656	но эти	1	1
657	как на	3	1
658	в таком	3	1
