N	3gram	Trubetskoy_1	Psycholo
1	в том что	3	17
2	для того чтобы	5	13
3	в самом деле	1	11
4	с точки зрения	6	10
5	не может быть	1	8
6	совершенно ясно что	1	6
7	на то что	2	6
8	то же самое	2	6
9	до сих пор	5	5
10	в этом отношении	2	5
11	так же как	3	4
12	в данном случае	1	4
13	тем не менее	3	4
14	о том что	4	4
15	в том виде	2	3
16	сами по себе	1	3
17	с тем что	1	3
18	точно так же	3	3
19	в конце концов	3	3
20	в то время	1	3
21	несмотря на все	1	3
22	что и в	1	3
23	состоит в том	1	2
24	не в том	1	2
25	по сравнению с	2	2
26	указывает на то	1	2
27	все более и	1	2
28	бы то ни	2	2
29	во всяком случае	6	2
30	но совершенно ясно	1	2
31	этой точки зрения	2	2
32	в этой области	1	2
33	и таким образом	3	2
34	таким образом в	2	2
35	то же время	2	2
36	что в этой	1	2
37	в свою очередь	1	2
38	и никогда не	1	2
39	с другой стороны	1	2
40	в то же	2	2
41	заключает в себе	2	2
42	более и более	1	2
43	мы видим что	1	2
44	точки зрения есть	1	2
45	и того же	1	1
46	а между тем	1	1
47	есть один из	1	1
48	потому что в	1	1
49	имеем в виду	1	1
50	один и тот	1	1
51	свидетельствует о том	1	1
52	крайней мере в	1	1
53	о том как	1	1
54	но не имеет	1	1
55	в таком случае	1	1
56	в отличие от	1	1
57	не имеет никакого	1	1
58	что все эти	1	1
59	по своему значению	1	1
60	только то что	1	1
61	с тем чтобы	4	1
62	на каждом шагу	1	1
63	а с другой	5	1
64	может быть даже	2	1
65	которого мы начали	1	1
66	но и как	1	1
67	с этой точки	2	1
68	по крайней мере	5	1
69	то или иное	2	1
70	вместе с тем	8	1
71	относящимися к ним	1	1
72	же что и	1	1
73	ясно что и	1	1
74	то ни было	2	1
75	и что он	1	1
76	с одной стороны	7	1
77	это однако не	1	1
78	и тот же	1	1
79	но при этом	1	1
80	по тому же	1	1
81	с того момента	2	1
82	видную роль в	1	1
83	что в таком	1	1
84	такую видную роль	1	1
85	в связи с	3	1
86	а не как	1	1
87	в нашей культуре	1	1
88	все это было	1	1
89	тем что в	1	1
90	друг с другом	5	1
91	к искусству и	1	1
92	более или менее	5	1
93	и только на	1	1
94	нет ничего кроме	1	1
95	мы имеем в	1	1
96	ничего общего с	2	1
97	с самого начала	2	1
98	не только не	1	1
99	ничего подобного нет	1	1
100	именно потому что	1	1
101	можно сказать что	2	1
102	с тем и	2	1
103	том что все	1	1
104	одного и того	1	1
105	из этих частей	1	1
106	полагают что в	1	1
107	может и не	1	1
108	после того как	1	1
109	не потому что	1	1
110	в первом случае	1	1
111	стоит неизмеримо выше	1	1
112	тот факт что	1	1
