N	3gram	Vygotskiy__3	Problema
1	по отношению к	2	19
2	не может быть	2	11
3	с точки зрения	1	6
4	в отличие от	6	5
5	в высшей степени	6	5
6	между тем как	1	5
7	имеет дело с	2	4
8	в данном случае	1	4
9	с другой стороны	3	4
10	в этом смысле	2	3
11	бы то ни	1	3
12	можно было бы	5	3
13	в применении к	1	3
14	с одной стороны	5	3
15	как мы увидим	2	3
16	в том что	17	3
17	тем не менее	5	3
18	как и для	1	2
19	имеет место в	1	2
20	то же самое	1	2
21	на первый план	2	2
22	то ни было	1	2
23	не только в	1	2
24	приходится иметь дело	1	2
25	не могут быть	1	2
26	того или иного	2	2
27	так и в	2	2
28	начало и конец	1	2
29	все эти моменты	1	2
30	той или иной	2	2
31	в известной степени	1	2
32	для того чтобы	7	2
33	в этом отношении	3	2
34	сказали бы что	1	1
35	что иное как	1	1
36	мы сказали бы	1	1
37	прежде всего следует	1	1
38	содержания и формы	1	1
39	да и не	1	1
40	в свою очередь	2	1
41	подобно тому как	1	1
42	о том как	1	1
43	до сих пор	1	1
44	хотя бы и	1	1
45	сами по себе	3	1
46	со всеми другими	1	1
47	по аналогии с	1	1
48	с тем что	3	1
49	ни в какой	4	1
50	на то что	3	1
51	могли бы быть	1	1
52	что дело идет	1	1
53	как в его	1	1
54	едва ли может	1	1
55	отнюдь не является	1	1
56	в значительной степени	1	1
57	со всеми его	1	1
58	то время как	4	1
59	не что иное	1	1
60	не в его	1	1
61	никакому сомнению что	1	1
62	находит свое отражение	1	1
63	если бы мы	1	1
64	и в его	1	1
65	значительной степени и	1	1
66	смысле этого слова	4	1
67	тем как мы	1	1
68	на том основании	1	1
69	с помощью которого	2	1
70	и в этом	2	1
71	по сравнению с	3	1
72	по отношению ко	1	1
73	им самим и	1	1
74	и менее всего	1	1
75	которые могли бы	1	1
76	это имеет место	1	1
77	который мог бы	1	1
78	и как бы	1	1
79	имеем дело с	1	1
80	в связи с	5	1
81	в готовом виде	2	1
82	и в том	1	1
83	следует остановиться ибо	1	1
84	не может возникнуть	1	1
85	с его помощью	1	1
86	всего следует отметить	1	1
87	есть не что	1	1
88	в него как	1	1
89	в связи со	1	1
90	то что в	2	1
91	раз и навсегда	1	1
92	том основании что	1	1
93	в то время	4	1
94	человека и его	1	1
95	та или иная	3	1
96	в совершенно разных	1	1
97	скажем только что	1	1
98	к выводу что	2	1
99	и в самом	1	1
100	ли может быть	1	1
101	лежит не в	1	1
102	выходит за пределы	1	1
103	не выходит за	1	1
104	отличается от чисто	1	1
105	и как мы	1	1
106	в своих более	1	1
107	содержание так и	1	1
108	как мы уже	2	1
109	которой можно было	1	1
110	к тому что	1	1
111	в его состав	4	1
112	к вопросу о	1	1
113	снова и снова	1	1
114	как и в	2	1
115	с первого же	1	1
116	в основных чертах	1	1
117	отнюдь не совпадает	1	1
