N	3gram	Propp_Isto_7	Vladivir
1	в том что	4	9
2	в связи с	1	8
3	в то время	2	6
4	тем не менее	4	6
5	более или менее	1	3
6	с точки зрения	1	3
7	точно так же	2	3
8	то что он	1	3
9	о том что	5	3
10	только после смерти	1	2
11	хотя и не	1	2
12	сказать что в	1	2
13	ни в каких	1	2
14	между прочим и	2	2
15	нам кажется что	1	2
16	можно было бы	1	2
17	в данном случае	3	2
18	в том чтобы	2	2
19	на обратном пути	1	2
20	не только в	5	2
21	так как это	1	2
22	а в том	2	2
23	во второй половине	1	2
24	после того как	2	2
25	как мы видели	1	2
26	и в конце	1	1
27	в которой он	1	1
28	оно может быть	1	1
29	а не с	1	1
30	ни за что	1	1
31	вот что он	1	1
32	от своего отца	1	1
33	он не только	1	1
34	можно найти много	1	1
35	в этом случае	1	1
36	в своей работе	1	1
37	он не может	1	1
38	до сих пор	2	1
39	бы то ни	1	1
40	то что в	3	1
41	так же в	1	1
42	его жены в	1	1
43	на этот вопрос	2	1
44	почти никогда не	1	1
45	и не в	1	1
46	вместе с тем	1	1
47	за что не	1	1
48	в самом начале	1	1
49	в первый раз	1	1
50	то время как	2	1
51	на земле в	1	1
52	не может быть	3	1
53	здесь перед нами	1	1
54	что и здесь	3	1
55	не может сделать	1	1
56	что во всех	1	1
57	по вопросу о	1	1
58	у него и	1	1
59	в этом же	1	1
60	но тем не	2	1
61	мы увидим ниже	1	1
62	приведем еще один	1	1
63	это значит что	1	1
64	будет сказать что	1	1
65	в самом деле	1	1
66	но все же	2	1
67	с этой стороны	3	1
68	с тем и	1	1
69	как мы уже	1	1
70	приносит с собой	3	1
71	но это не	2	1
72	конечно не в	1	1
73	в котором можно	1	1
74	никак не может	1	1
75	а именно в	1	1
76	прочим и в	1	1
77	и т д	16	1
