N	4gram	Medvedev_F_3	Literetu
1	в то же время	7	7
2	бы то ни было	4	2
3	в том числе и	1	2
4	какого бы то ни	1	2
5	окружающей его действительности в	1	1
6	во-первых на слушателей и	1	1
7	реальное пространство и в	1	1
8	во-вторых произведение ориентировано в	1	1
9	слушателей и воспринимающих и	1	1
10	входит в жизнь и	1	1
11	его действительности в процессе	1	1
12	ориентировано в жизни так	1	1
13	в реальное пространство и	1	1
14	с различными сторонами окружающей	1	1
15	одних и тех же	1	1
16	сказать изнутри своим тематическим	1	1
17	определенные условия исполнения и	1	1
18	осуществления как исполняемое слышимое	1	1
19	в первом направлении ориентации	1	1
20	направлении ориентации произведение входит	1	1
21	входит в реальное пространство	1	1
22	жизнь и соприкасается с	1	1
23	с этой точки зрения	1	1
24	процессе своего реального осуществления	1	1
25	время в определенном месте	1	1
26	на определенные условия исполнения	1	1
27	реального осуществления как исполняемое	1	1
28	ориентировано во-первых на слушателей	1	1
29	и восприятия во-вторых произведение	1	1
30	определенное время в определенном	1	1
31	в процессе своего реального	1	1
32	и в реальное время	1	1
33	произведение входит в реальное	1	1
34	читаемое в определенное время	1	1
35	и тем не менее	1	1
36	произведение ориентировано в жизни	1	1
37	расположено между людьми определенным	1	1
38	ориентации произведение входит в	1	1
39	сторонами окружающей его действительности	1	1
40	месте при определенных обстоятельствах	1	1
41	действительности в процессе своего	1	1
42	жизни так сказать изнутри	1	1
43	изнутри своим тематическим содержанием	1	1
44	слышимое читаемое в определенное	1	1
45	пространство и в реальное	1	1
46	и воспринимающих и на	1	1
47	своего реального осуществления как	1	1
48	между людьми определенным образом	1	1
49	в жизни так сказать	1	1
50	в определенном месте при	1	1
51	различными сторонами окружающей его	1	1
52	первом направлении ориентации произведение	1	1
53	на слушателей и воспринимающих	1	1
54	и соприкасается с различными	1	1
55	условия исполнения и восприятия	1	1
56	и на определенные условия	1	1
57	как исполняемое слышимое читаемое	1	1
58	воспринимающих и на определенные	1	1
59	людьми определенным образом организованными	1	1
60	так сказать изнутри своим	1	1
61	восприятия во-вторых произведение ориентировано	1	1
62	в жизнь и соприкасается	1	1
63	исполняемое слышимое читаемое в	1	1
64	соприкасается с различными сторонами	1	1
65	в определенное время в	1	1
66	определенном месте при определенных	1	1
67	в каждый данный момент	1	1
68	исполнения и восприятия во-вторых	1	1
