N	2gram	Berdyaev_M_1	Literetu
1	а не	25	20
2	и в	28	19
3	может быть	30	17
4	и не	11	11
5	как и	5	10
6	в том	6	10
7	но и	25	10
8	в этом	20	9
9	в то	2	9
10	в мире	10	9
11	не может	28	9
12	не только	29	8
13	и даже	1	8
14	том что	3	7
15	так и	1	7
16	я в	1	7
17	то что	5	7
18	и на	6	6
19	в себе	7	6
20	не менее	1	6
21	себя в	3	6
22	я не	1	5
23	но не	8	5
24	он не	24	5
25	так в	1	5
26	у нас	5	5
27	то есть	3	5
28	того что	7	5
29	вместе с	6	5
30	я и	1	4
31	мы не	1	4
32	по отношению	2	4
33	так что	1	4
34	человека в	13	4
35	для него	11	4
36	точки зрения	4	4
37	не в	16	4
38	в русской	1	4
39	в области	1	4
40	в ней	15	4
41	еще в	2	4
42	в его	9	4
43	один из	4	4
44	тем что	4	4
45	прежде всего	10	4
46	в частности	1	4
47	в искусстве	1	4
48	жизни в	2	4
49	жизни и	2	4
50	что в	10	4
51	одним из	2	3
52	и то	1	3
53	и он	12	3
54	во всех	1	3
55	как к	1	3
56	в этой	6	3
57	то и	1	3
58	в нем	13	3
59	в их	4	3
60	вплоть до	1	3
61	не столько	1	3
62	никогда не	14	3
63	ничего не	3	3
64	сознания в	1	3
65	и его	9	3
66	личности в	2	3
67	этот путь	3	3
68	русской поэзии	1	3
69	и с	3	3
70	быть может	7	3
71	в пути	2	3
72	а в	4	3
73	так как	3	3
74	себе и	2	3
75	и др	1	3
76	не знали	1	3
77	а именно	1	3
78	но это	1	3
79	в начале	2	3
80	и для	2	3
81	и как	2	3
82	что он	10	3
83	о себе	3	3
84	отношению к	2	3
85	себя как	1	2
86	ту же	1	2
87	и т	1	2
88	и до	1	2
89	это прежде	1	2
90	в первый	1	2
91	жизни как	1	2
92	во имя	10	2
93	если в	1	2
94	в истории	2	2
95	все же	2	2
96	и наконец	1	2
97	и к	2	2
98	но в	7	2
99	в противоположность	1	2
100	со своей	1	2
101	как он	2	2
102	духовной культуры	1	2
103	культуры как	1	2
104	и сам	1	2
105	на этом	3	2
106	в каждом	1	2
107	в жизни	3	2
108	в них	4	2
109	нет в	4	2
110	с этой	4	2
111	с тем	9	2
112	он и	2	2
113	и еще	3	2
114	как бы	2	2
115	в такой	1	2
116	и без	1	2
117	не к	4	2
118	мысли и	2	2
119	что я	1	2
120	не раз	1	2
121	на два	1	2
122	в основе	2	2
123	для кого	1	2
124	не вполне	1	2
125	лишь его	1	2
126	бытия не	1	2
127	могут быть	2	2
128	восходит к	1	2
129	даже и	2	2
130	все еще	1	2
131	для того	2	2
132	в виду	2	2
133	не могу	1	2
134	в ее	3	2
135	еще не	1	2
136	ко всему	1	2
137	о том	2	2
138	и что	2	2
139	для нас	3	2
140	путь к	1	2
141	и только	1	2
142	в него	3	2
143	было бы	10	2
144	одной из	1	2
145	потому что	16	2
146	уже не	4	2
147	уже в	4	2
148	был бы	10	2
149	одно из	3	2
150	не так	3	2
151	ведь это	2	2
152	в одном	1	2
153	т п	1	2
154	в конце	7	2
155	что и	4	2
156	вовсе не	1	2
157	у него	17	2
158	себя и	3	2
159	что не	1	2
160	не было	18	2
161	до конца	14	2
162	было сказано	1	2
163	в россии	2	2
164	него не	2	2
165	произведения искусства	1	2
166	мира в	1	2
167	не видит	1	2
168	жизни а	1	2
169	и каждый	1	2
170	над ним	1	2
171	к жизни	1	2
172	это его	1	2
173	вокруг которого	2	2
174	быть не	2	2
175	нового человека	2	2
176	и нет	2	2
177	а к	1	2
178	хотя бы	3	2
179	с ним	2	2
180	к свету	1	2
181	не знает	4	2
182	и судьба	1	2
183	сознания на	1	2
184	он готов	1	2
185	к этой	2	2
186	в своих	1	2
187	все что	2	2
188	эта новая	1	1
189	с новыми	2	1
190	исходит от	1	1
191	отношения к	4	1
192	как живой	1	1
193	начинается с	1	1
194	которая делает	1	1
195	многих отношениях	1	1
196	это и	4	1
197	должна быть	6	1
198	а под	1	1
199	пути не	1	1
200	из всех	1	1
201	мы имеем	1	1
202	он знает	2	1
203	перейти в	1	1
204	ему в	1	1
205	слово он	1	1
206	оказывается что	2	1
207	культурной традиции	1	1
208	не от	1	1
209	он был	14	1
210	он сам	6	1
211	за это	1	1
212	себя а	1	1
213	в существовании	1	1
214	художественном творчестве	1	1
215	истории в	2	1
216	пути но	1	1
217	самом деле	1	1
218	то он	1	1
219	он пишет	1	1
220	отличие от	1	1
221	за пределы	4	1
222	относится к	2	1
223	которые не	1	1
224	и я	5	1
225	смысл этот	1	1
226	писателя в	1	1
227	более чем	1	1
228	как в	2	1
229	о жизни	1	1
230	в душу	1	1
231	когда он	3	1
232	и свою	1	1
233	человеческое общество	2	1
234	от этого	2	1
235	искусство и	1	1
236	в этот	2	1
237	движение и	1	1
238	за собой	2	1
239	в самом	11	1
240	мы чувствуем	1	1
241	строй жизни	1	1
242	от бога	1	1
243	все эти	2	1
244	во многих	1	1
245	человек то	1	1
246	в иную	1	1
247	если есть	1	1
248	но он	9	1
249	и те	2	1
250	жизни ее	1	1
251	с чем	1	1
252	эти и	1	1
253	с противоположных	1	1
254	потребности в	1	1
255	конце концов	2	1
256	слова а	1	1
257	всех этих	1	1
258	и вот	3	1
259	на земле	2	1
260	свобода есть	3	1
261	этой темы	1	1
262	и по	4	1
263	ни был	1	1
264	в вечности	1	1
265	в духовной	2	1
266	бы кажется	1	1
267	различие между	2	1
268	его не	3	1
269	в глубине	8	1
270	на протяжении	2	1
271	его личности	3	1
272	искусства в	1	1
273	это не	5	1
274	всю свою	1	1
275	должен был	4	1
276	связанным с	1	1
277	в горниле	1	1
278	первого дня	1	1
279	всю жизнь	4	1
280	ведет к	6	1
281	русского народа	1	1
282	своей личностью	1	1
283	которую он	2	1
284	в этих	4	1
285	ему как	1	1
286	в своей	15	1
287	он должен	3	1
288	знает и	1	1
289	место в	2	1
290	что до	1	1
291	себе а	1	1
292	в отличие	1	1
293	до последнего	1	1
294	от его	2	1
295	является в	1	1
296	не путем	1	1
297	обнаруживается в	1	1
298	сам же	1	1
299	для многих	1	1
300	обращение к	1	1
301	как от	1	1
302	свобода и	6	1
303	и вся	1	1
304	он преодолевается	1	1
305	что есть	5	1
306	в отношении	1	1
307	знал что	1	1
308	узнать все	1	1
309	что ему	1	1
310	не имеет	3	1
311	в дневнике	2	1
312	свободы и	10	1
313	подлинное искусство	2	1
314	есть путь	4	1
315	не могло	1	1
316	казалось бы	1	1
317	что окончательно	1	1
318	пути и	2	1
319	по своей	2	1
320	во всем	1	1
321	у кого	1	1
322	есть не	4	1
323	сознанием и	1	1
324	не нужен	1	1
325	так называемый	2	1
326	человека так	1	1
327	бытия как	1	1
328	свое собственное	1	1
329	которых он	4	1
330	все то	1	1
331	не могут	5	1
332	в любви	4	1
333	это начало	1	1
334	к тому	3	1
335	как для	2	1
336	время он	1	1
337	о судьбе	1	1
338	приходит к	1	1
339	можно и	1	1
340	и о	1	1
341	того чтобы	2	1
342	на нем	1	1
343	вечности и	1	1
344	этого пути	1	1
345	и всякой	1	1
346	идет не	1	1
347	культуры и	1	1
348	в пределах	1	1
349	приводит к	2	1
350	это путь	1	1
351	на том	3	1
352	и когда	2	1
353	в образе	1	1
354	можно было	1	1
355	творчество есть	1	1
356	мог бы	4	1
357	не стоит	1	1
358	жизнь и	1	1
359	и трудно	1	1
360	поэтому в	1	1
361	в глубинах	1	1
362	своего образа	1	1
363	находится в	1	1
364	их но	1	1
365	это я	1	1
366	при котором	1	1
367	одного из	1	1
368	самому себе	2	1
369	любви к	7	1
370	нет у	3	1
371	переходит в	15	1
372	бы в	2	1
373	не поглощает	1	1
374	не реальность	2	1
375	закон а	1	1
376	и мы	2	1
377	же можно	2	1
378	в новой	1	1
379	поэтому для	1	1
380	такая же	1	1
381	что только	1	1
382	сам оказывается	1	1
383	писателей и	2	1
384	сам его	1	1
385	в обществе	1	1
386	и отождествление	1	1
387	мире и	1	1
388	из наших	1	1
389	в эти	1	1
390	же он	1	1
391	человека с	2	1
392	творчества в	1	1
393	не все	2	1
394	нам все	1	1
395	мышления и	1	1
396	вл соловьева	1	1
397	чего бы	1	1
398	ответ на	1	1
399	с какой	1	1
400	ни с	4	1
401	мир в	3	1
402	него нет	1	1
403	земли и	1	1
404	себе в	1	1
405	личности и	1	1
406	в землю	1	1
407	в новый	1	1
408	человеческих душ	1	1
409	во всей	1	1
410	еще вполне	1	1
411	лишь для	1	1
412	рядом с	1	1
413	нет и	5	1
414	быть названа	1	1
415	как у	1	1
416	что человек	3	1
417	человека а	3	1
418	к которому	1	1
419	души и	1	1
420	говорит о	1	1
421	чувствовал что	1	1
422	к человеку	9	1
423	кто не	1	1
424	как явление	1	1
425	не таков	1	1
426	есть лишь	9	1
427	человек в	9	1
428	все время	1	1
429	в ряду	1	1
430	что мы	1	1
431	которой он	1	1
432	имея в	1	1
433	все более	1	1
434	в творчестве	10	1
435	эти слова	2	1
436	с первого	1	1
437	так же	1	1
438	и потому	10	1
439	преодолевается как	1	1
440	место у	1	1
441	мы говорим	1	1
442	говорит другой	1	1
443	в столь	1	1
444	своей души	2	1
445	наряду с	1	1
446	вот я	1	1
447	с миром	1	1
448	что же	1	1
449	бунт против	4	1
450	вокруг себя	1	1
451	человек всегда	1	1
452	остался в	1	1
453	и менее	1	1
454	по ним	1	1
455	в своем	10	1
456	в это	1	1
457	его в	3	1
458	его собственный	1	1
459	и от	2	1
460	героев свобода	1	1
461	дар в	1	1
462	своей жизни	1	1
463	в смысле	1	1
464	имел в	1	1
465	о мире	2	1
466	не мог	3	1
467	всего в	2	1
468	за его	1	1
469	процесса в	1	1
470	возражение против	1	1
471	человек сам	1	1
472	войти в	1	1
473	на самом	1	1
474	в христианстве	2	1
475	эта духовная	1	1
476	это он	1	1
477	он чувствовал	1	1
478	мира и	5	1
479	она уже	1	1
480	и вся-то	1	1
481	вся сложность	1	1
482	особого рода	1	1
483	всего что	2	1
484	от него	4	1
485	и все	10	1
486	он же	1	1
487	еще более	1	1
488	ни к	1	1
489	исторического пути	1	1
490	можно признать	1	1
491	отношении к	2	1
492	к ее	1	1
493	нет ничего	7	1
494	свет и	2	1
495	такова что	1	1
496	от своего	1	1
497	отрывается от	2	1
498	только и	3	1
499	а во	1	1
500	от всех	1	1
501	впервые в	1	1
502	в свою	2	1
503	может наиболее	1	1
504	к его	1	1
505	переход от	1	1
506	социализма и	1	1
507	культуры в	1	1
508	у которых	2	1
509	есть и	3	1
510	и состоит	1	1
511	судьба в	1	1
512	него как	2	1
513	есть свобода	5	1
514	и эта	1	1
515	к этому	2	1
516	можно назвать	1	1
517	русской литературы	5	1
518	они не	1	1
