N	3gram	Losev_Vesc_1	Problemy
1	в то же	1	12
2	с самим собою	2	7
3	не может быть	6	6
4	во всяком случае	2	5
5	с точки зрения	3	4
6	бы то ни	4	4
7	то ни было	4	4
8	в самом деле	4	3
9	по крайней мере	4	3
10	и не в	1	3
11	в конце концов	2	3
12	и в самом	1	3
13	с другой стороны	2	3
14	то что я	2	2
15	в той или	2	2
16	подобно тому как	4	2
17	как раз и	1	2
18	того или другого	1	2
19	вместе с тем	1	2
20	сама по себе	3	2
21	он и не	1	2
22	что все это	1	2
23	как мы знаем	1	2
24	о том что	4	2
25	и что все	1	2
26	я не хочу	1	2
27	тем не менее	3	2
28	друг с другом	1	2
29	и т д	19	2
30	внутреннего и внешнего	2	2
31	от всех своих	1	1
32	как она есть	3	1
33	в социальной действительности	1	1
34	или хотя бы	1	1
35	в своей основной	1	1
36	в чем же	3	1
37	как и во	1	1
38	ее но и	1	1
39	и в особенности	1	1
40	но даже и	2	1
41	потому что я	2	1
42	т д и	5	1
43	да и то	1	1
44	и это вовсе	2	1
45	до сих пор	1	1
46	в сущности в	1	1
47	потому что у	1	1
48	на самом же	1	1
49	а так как	2	1
50	в этом отношении	1	1
51	самим по себе	1	1
52	всего то что	2	1
53	резко отличается от	1	1
54	с ними в	1	1
55	раз навсегда и	2	1
56	у него нет	1	1
57	и то что	3	1
58	даже и не	1	1
59	к тому что	2	1
60	смысл т е	2	1
61	что почти все	1	1
62	то что оно	2	1
63	ее со всем	2	1
64	в данном случае	2	1
65	может ли это	1	1
66	она резко отличается	1	1
67	общения с ним	2	1
68	как будто бы	1	1
69	что я в	1	1
70	и как бы	1	1
71	и ничего не	1	1
72	и то же	4	1
73	с ним и	1	1
74	одно и то	4	1
75	вмещает в себя	1	1
76	потому что они	3	1
77	мы видели что	1	1
78	себя самого в	1	1
79	что же такое	3	1
80	и во всяком	1	1
81	это потому что	1	1
82	тут не может	1	1
83	в отношении себя	1	1
84	в нем нет	1	1
85	но только в	1	1
86	в свою очередь	4	1
87	и того же	1	1
88	но и для	1	1
89	не только не	2	1
90	свой образ и	1	1
91	самом же деле	1	1
92	можно сказать что	3	1
93	самим собою в	1	1
94	собою и с	1	1
95	как бы ни	2	1
96	проявляет себя вовне	1	1
97	с собою и	1	1
98	на то что	2	1
99	одного и того	1	1
100	не может обойтись	1	1
101	вопрос о том	1	1
102	и больше ничего	8	1
103	и что он	1	1
104	по сравнению со	1	1
105	только себя самого	1	1
106	к самому себе	1	1
107	для того чтобы	2	1
108	в том что	4	1
109	и все эти	1	1
110	что и в	1	1
111	мы еще не	2	1
