N	3gram	Propp_Isto_3	Problema
1	о том что	2	14
2	тем не менее	5	12
3	в таком случае	1	10
4	во всяком случае	2	10
5	и то что	2	7
6	в этом случае	5	7
7	так или иначе	1	6
8	и т д	15	6
9	в данном случае	3	5
10	с одной стороны	2	5
11	в связи с	3	5
12	с другой стороны	7	5
13	до сих пор	5	4
14	на то что	1	4
15	в том что	5	4
16	что иное как	3	3
17	будет сказать что	1	3
18	но и в	1	3
19	только то что	1	3
20	точно так же	2	3
21	но в таком	1	3
22	не может быть	1	3
23	есть не что	1	3
24	можно сказать что	1	3
25	не что иное	3	3
26	должны были бы	1	2
27	том что в	2	2
28	и той же	1	2
29	на самом деле	1	2
30	в том числе	1	2
31	с самого начала	1	2
32	сами по себе	1	2
33	можно было бы	1	2
34	может быть и	1	2
35	не только в	1	2
36	ничего не знает	1	2
37	но и не	1	2
38	один из моментов	1	2
39	но уже не	1	2
40	одной и той	1	2
41	только в связи	2	2
42	заключается в том	1	2
43	это и есть	1	2
44	ничего общего с	1	2
45	не только не	2	2
46	подобно тому как	1	2
47	и прежде всего	1	2
48	друг от друга	1	2
49	и здесь мы	2	2
50	для нас важно	1	1
51	все еще не	1	1
52	на том что	1	1
53	к сожалению однако	1	1
54	если я буду	2	1
55	что в этом	1	1
56	через несколько лет	1	1
57	в таких например	1	1
58	что в данном	1	1
59	мы ничего не	1	1
60	также и в	1	1
61	еще не вполне	2	1
62	отличаются друг от	1	1
63	с этим мы	1	1
64	но далеко не	1	1
65	сказать что отношения	1	1
66	на самом же	1	1
67	а так как	1	1
68	что в нем	1	1
69	никак не мог	1	1
70	связаны между собой	1	1
71	что и здесь	2	1
72	вернее будет сказать	1	1
73	утверждать что в	1	1
74	вместе с тем	1	1
75	это может быть	1	1
76	имеются не только	1	1
77	то время как	2	1
78	так же как	1	1
79	здесь мы имеем	3	1
80	то и здесь	2	1
81	я не знаю	3	1
82	обстоит дело с	1	1
83	том что и	1	1
84	но вместе с	1	1
85	самом же деле	1	1
86	но тем не	2	1
87	то обстоятельство что	1	1
88	в то время	2	1
89	мы здесь не	1	1
90	об этом мы	1	1
91	мы не будем	1	1
92	не только на	1	1
93	что представление о	1	1
94	но все же	2	1
95	мы имеем в	2	1
96	не будет иметь	1	1
97	в этих случаях	7	1
98	мы и здесь	1	1
99	это вовсе не	1	1
100	в буквальном смысле	1	1
101	что здесь кроется	1	1
102	то и дело	1	1
103	и входит в	1	1
