N	2gram	Voloshinov_1	Istorich
1	и в	12	26
2	так как	9	18
3	мы имеем	2	14
4	никогда не	5	13
5	и на	4	12
6	в этом	4	12
7	таким образом	12	12
8	в том	6	12
9	что в	2	12
10	мы видели	1	11
11	может быть	14	11
12	связь с	2	11
13	не только	4	10
14	том что	5	10
15	с другой	4	10
16	и не	10	10
17	еще не	3	9
18	но и	3	9
19	и это	1	8
20	все эти	3	8
21	все же	4	8
22	в нем	6	8
23	с ним	3	8
24	вместе с	2	8
25	другой стороны	2	8
26	например в	1	7
27	но в	5	7
28	мы можем	2	7
29	и его	13	7
30	о том	3	7
31	с одной	2	7
32	уже не	4	7
33	у него	1	7
34	одной стороны	2	7
35	мы уже	1	6
36	мы не	3	6
37	как в	5	6
38	в русской	1	6
39	и с	3	6
40	в виде	1	6
41	то что	5	6
42	не может	16	6
43	то же	5	5
44	в ней	6	5
45	как и	5	5
46	и что	2	5
47	же мы	1	5
48	в то	2	5
49	так и	4	5
50	в его	2	5
51	только в	6	5
52	у нас	1	5
53	там где	2	5
54	как это	2	5
55	его в	4	5
56	как мы	1	4
57	и он	1	4
58	с его	2	4
59	что оно	1	4
60	имеем в	2	4
61	и по	3	4
62	здесь мы	1	4
63	это не	2	4
64	и тем	1	4
65	не всегда	1	4
66	здесь же	1	4
67	совершенно ясно	1	4
68	что и	2	4
69	он имеет	1	4
70	себе в	1	4
71	до сих	3	4
72	прежде всего	8	4
73	зависит от	2	4
74	как бы	13	4
75	сих пор	3	4
76	но это	2	4
77	же как	1	3
78	и то	2	3
79	там же	1	3
80	должна быть	5	3
81	время как	1	3
82	независимо от	2	3
83	когда он	3	3
84	и наконец	3	3
85	та же	1	3
86	в себе	3	3
87	что она	1	3
88	при этом	6	3
89	если бы	9	3
90	и вот	1	3
91	особенно ясно	1	3
92	в них	3	3
93	такой же	2	3
94	в своей	3	3
95	и ее	3	3
96	в одном	1	3
97	не в	4	3
98	она не	2	3
99	могут быть	2	3
100	как только	2	3
101	и другие	2	3
102	данном случае	2	3
103	то время	1	3
104	от него	1	3
105	в качестве	1	3
106	при помощи	1	3
107	эти три	1	3
108	от того	4	3
109	и только	1	3
110	далеко не	1	3
111	но есть	1	3
112	не было	1	3
113	в частности	1	3
114	в данном	2	3
115	наряду с	1	3
116	как будто	1	3
117	что здесь	1	3
118	кроме того	2	3
119	только одна	1	3
120	и эта	1	3
121	сказать что	7	3
122	является и	1	3
123	из этого	3	3
124	как на	2	3
125	к этому	2	3
126	они не	1	3
127	ту же	1	2
128	нам кажется	1	2
129	из его	1	2
130	и больше	1	2
131	но не	2	2
132	то он	1	2
133	по отношению	11	2
134	в свои	1	2
135	относится к	2	2
136	в одной	1	2
137	в своем	2	2
138	перед нами	1	2
139	увидим что	1	2
140	что это	1	2
141	и те	2	2
142	он не	2	2
143	пор мы	1	2
144	из него	2	2
145	с этой	2	2
146	можно было	1	2
147	но все	2	2
148	же не	1	2
149	было бы	1	2
150	и соответствующие	1	2
151	кажется что	1	2
152	ни в	3	2
153	ни одной	1	2
154	вовсе не	1	2
155	и некоторые	1	2
156	и сейчас	1	2
157	видели в	1	2
158	она в	1	2
159	которые в	1	2
160	на эти	1	2
161	одна сторона	1	2
162	на него	2	2
163	окно и	2	2
164	это мы	1	2
165	не вполне	1	2
166	зависимости от	4	2
167	должны быть	1	2
168	к тому	1	2
169	от нее	1	2
170	но при	1	2
171	здесь не	3	2
172	только то	1	2
173	ничего не	2	2
174	эта сторона	1	2
175	сводится к	1	2
176	с соответствующими	1	2
177	но мы	2	2
178	можно сказать	5	2
179	ранних ступенях	1	2
180	отметить что	1	2
181	в форме	2	2
182	все время	6	2
