N	2gram	Trubetskoy_1	Literetu
1	не только	9	24
2	при этом	5	19
3	в качестве	3	17
4	но и	10	17
5	в том	17	16
6	а не	2	16
7	в частности	2	15
8	том что	9	14
9	тогда как	2	13
10	может быть	9	13
11	и не	19	12
12	в этом	17	12
13	в своем	6	11
14	состоит в	2	11
15	прежде всего	8	11
16	то что	13	10
17	не в	4	8
18	и в	14	8
19	только в	5	8
20	как это	1	8
21	отказ от	1	7
22	как бы	4	7
23	в себе	9	7
24	не менее	1	7
25	в его	4	7
26	уже не	2	7
27	то есть	1	6
28	как и	4	6
29	точки зрения	11	6
30	того что	3	6
31	связи с	3	6
32	в жизни	1	6
33	себя в	4	6
34	то же	11	5
35	не столько	1	5
36	в то	10	5
37	для себя	2	5
38	казалось бы	1	5
39	же время	10	5
40	что он	6	5
41	не может	22	5
42	в данном	7	5
43	с этой	1	5
44	тем самым	2	5
45	в своей	5	4
46	еще не	3	4
47	столь же	1	4
48	но не	4	4
49	в этой	4	4
50	все же	4	4
51	в силу	2	4
52	лишь в	3	4
53	для этого	3	4
54	деятельности в	1	4
55	данном случае	3	4
56	никогда не	5	4
57	так и	1	4
58	и тем	2	4
59	из них	3	4
60	в конце	3	4
61	друг друга	3	4
62	о себе	1	4
63	в связи	1	4
64	со стороны	4	4
65	это не	1	4
66	культуры в	3	4
67	в своих	6	4
68	в сфере	1	3
69	тех же	1	3
70	и есть	2	3
71	тем же	1	3
72	исходит из	1	3
73	также и	1	3
74	самого себя	7	3
75	что его	1	3
76	по отношению	2	3
77	в самом	3	3
78	бы не	1	3
79	в принципе	1	3
80	таким образом	11	3
81	его в	4	3
82	русской культуры	2	3
83	несмотря на	3	3
84	в их	4	3
85	но в	2	3
86	том же	2	3
87	дело в	1	3
88	одна из	3	3
89	в основе	1	3
90	не должен	2	3
91	в области	2	3
92	свое собственное	2	3
93	к себе	2	3
94	всего в	1	3
95	приводит к	4	3
96	одного из	1	3
97	сводится к	3	3
98	по своей	1	3
99	один из	1	3
100	и прежде	1	3
101	потому что	5	3
102	у него	2	3
103	и даже	2	3
104	с другой	1	3
105	еще и	1	3
106	не было	3	3
107	да и	3	3
108	жизни и	4	3
109	что в	4	3
110	а в	5	3
111	же и	1	3
112	во всяком	9	3
113	того же	1	2
114	и то	4	2
115	самом деле	7	2
116	к своей	1	2
117	должна быть	2	2
118	от всякой	1	2
119	в сущности	1	2
120	на себя	2	2
121	то это	3	2
122	к общему	1	2
123	во имя	5	2
124	а только	1	2
125	отнюдь не	7	2
126	этой цели	1	2
127	только то	1	2
128	все эти	2	2
129	из этих	3	2
130	тому же	1	2
131	во многих	2	2
132	в нем	5	2
133	же это	1	2
134	не к	2	2
135	общей для	1	2
136	для всей	1	2
137	самим собой	12	2
138	для нее	2	2
139	было бы	5	2
140	на почве	2	2
141	для них	3	2
142	как сказано	1	2
143	и того	1	2
144	бы на	1	2
145	от своего	1	2
146	что такое	2	2
147	всяком случае	6	2
148	с точки	9	2
149	мы в	1	2
150	в россии	6	2
151	тем не	1	2
152	даже в	1	2
153	именно так	1	2
154	освободиться от	1	2
155	ничего кроме	1	2
156	и является	2	2
157	в сознании	3	2
158	как будто	2	2
159	этом отношении	1	2
160	могут быть	1	2
161	к тому	7	2
162	должен быть	1	2
163	в себя	1	2
164	но при	1	2
165	роль в	1	2
166	на том	3	2
167	в мире	4	2
168	ту же	1	2
169	или иной	5	2
170	в другом	3	2
171	о том	7	2
172	воздействия на	1	2
173	не могло	1	2
174	между тем	5	2
175	и только	5	2
176	хотя бы	5	2
177	их не	2	2
178	по этому	2	2
179	только на	2	2
180	то и	1	2
181	что не	1	2
182	что для	3	2
183	не сам	1	2
184	для него	6	2
185	а потому	5	2
186	от тех	1	2
187	тем что	3	2
188	на роль	1	2
189	превращается в	1	2
190	этого не	2	2
191	не на	1	2
192	всей русской	1	2
193	а вы	1	2
194	культуре и	2	2
195	можно было	4	2
196	не является	1	2
197	это как	1	2
198	которая в	1	2
199	своей собственной	1	2
200	тем более	1	2
201	все они	3	2
202	не есть	3	2
203	отношению к	1	2
204	ко всему	1	2
205	и культуры	1	2
206	на это	2	2
207	же как	1	1
208	на самом	6	1
209	идет о	1	1
210	общественном сознании	1	1
211	показать что	1	1
212	свое место	1	1
213	можно лишь	1	1
214	и этот	3	1
215	и за	1	1
216	есть не	1	1
217	мы не	1	1
218	от культуры	1	1
219	вопрос о	5	1
220	не была	1	1
221	своей самобытной	1	1
222	в полной	1	1
223	но даже	2	1
224	которое в	1	1
225	и россии	1	1
226	разумеется не	1	1
227	столько же	1	1
228	он был	1	1
229	он сам	3	1
230	бы то	4	1
231	в различных	1	1
232	но как	1	1
233	к которой	6	1
234	в сторону	1	1
235	отказом от	1	1
236	и будет	1	1
237	не просто	2	1
238	себя вне	1	1
239	для культуры	1	1
240	что они	3	1
241	этом есть	1	1
242	из таких	1	1
243	культуре в	1	1
244	первый взгляд	1	1
245	в одной	1	1
246	для всех	6	1
247	внутри себя	1	1
248	перед нами	1	1
249	мы можем	2	1
250	и как	3	1
251	и логически	1	1
252	для которой	1	1
253	имеет в	1	1
254	оградить себя	1	1
255	то в	3	1
256	со своей	1	1
257	еще на	1	1
258	в которой	1	1
259	самобытности и	2	1
260	а во-вторых	2	1
261	себя к	1	1
262	если мы	1	1
263	что к	1	1
264	всякий культурный	1	1
265	в жертву	1	1
266	на то	5	1
267	вследствие этого	1	1
268	а скорее	1	1
269	он не	5	1
270	от которого	1	1
271	к одному	1	1
272	в начале	2	1
273	прочим и	1	1
274	и вот	2	1
275	и более	2	1
276	в зависимости	1	1
277	чтобы в	2	1
278	то самое	1	1
279	постольку поскольку	1	1
280	и по	3	1
281	но дело	1	1
282	так например	1	1
283	или иных	1	1
284	в борьбе	2	1
285	но все	1	1
286	человека в	1	1
287	значительной степени	1	1
288	в одну	1	1
289	подход к	1	1
290	оно и	1	1
291	вообще возможно	1	1
292	то ни	4	1
293	а то	1	1
294	об этой	1	1
295	и неизбежно	1	1
296	и с	7	1
297	а по	1	1
298	полной мере	1	1
299	большинстве случаев	2	1
300	расы в	1	1
301	его личности	1	1
302	в глазах	2	1
303	которая как	1	1
304	и мы	1	1
305	и культуре	1	1
306	практически не	1	1
307	чаще всего	1	1
308	психологической личности	1	1
309	следует считаться	1	1
310	в ее	1	1
311	с тем	6	1
312	а за	1	1
313	не всегда	1	1
314	которая может	1	1
315	должно быть	3	1
316	иначе говоря	1	1
317	и некоторые	1	1
318	такой же	1	1
319	в один	1	1
320	одного и	1	1
321	перед собой	1	1
322	на первый	1	1
323	в этих	2	1
324	свое назначение	1	1
325	представить себе	2	1
326	средства воздействия	1	1
327	в советской	1	1
328	этому пути	1	1
329	на свою	1	1
330	в которых	1	1
331	тот кто	1	1
332	превратиться в	1	1
333	по крайней	1	1
334	если бы	6	1
335	ни было	1	1
336	быть не	1	1
337	тому чтобы	4	1
338	для россии	2	1
339	вовсе не	1	1
340	если и	1	1
341	из нового	1	1
342	во главе	2	1
343	культурной жизни	2	1
344	она не	2	1
345	самого начала	1	1
346	тогда когда	4	1
347	ее с	1	1
348	к новым	1	1
349	у кого	1	1
350	во время	2	1
351	и сама	1	1
352	на него	1	1
353	личности к	1	1
354	говорить о	3	1
355	когда они	4	1
356	о полном	1	1
357	отличное от	1	1
358	иметь в	1	1
359	ценностями но	1	1
360	но только	1	1
361	и всегда	1	1
362	а во	1	1
363	это именно	1	1
364	тех или	1	1
365	для нас	2	1
366	чем ближе	1	1
367	только с	2	1
368	с другом	14	1
369	вот в	1	1
370	отличается от	2	1
371	страдает и	1	1
372	что при	1	1
373	отказаться от	4	1
374	быть назван	1	1
375	как мы	1	1
376	но по	1	1
377	свою очередь	1	1
378	людей в	1	1
379	и от	2	1
380	последнее время	2	1
381	россии в	7	1
382	мысль о	1	1
383	с самого	1	1
384	культуры и	2	1
385	самое себя	1	1
386	иной культурной	1	1
387	что может	3	1
388	или в	3	1
389	жизнь а	1	1
390	больше в	1	1
391	с самим	2	1
392	собой в	1	1
393	мог бы	1	1
394	таковы что	1	1
395	быть может	1	1
396	в эпоху	1	1
397	собой и	3	1
398	не был	1	1
399	в состав	1	1
400	и т.д	4	1
401	при котором	3	1
402	и внутреннее	1	1
403	в будущее	1	1
404	никак не	1	1
405	и что	2	1
406	очевидно что	1	1
407	является обязательной	1	1
408	его жизни	1	1
409	можно сказать	1	1
410	в значительной	3	1
411	подлежит сомнению	1	1
412	каждого элемента	1	1
413	не умеет	1	1
414	к нему	2	1
415	оказались бы	1	1
416	во всех	5	1
417	путь к	4	1
418	от них	1	1
419	и во	3	1
420	борьба с	1	1
421	что же	4	1
422	крайней мере	1	1
423	этот последний	1	1
424	и других	1	1
425	под именем	1	1
426	интеллигенции и	1	1
427	к сознанию	1	1
428	более что	1	1
429	поэтому для	1	1
430	одной из	3	1
431	положение в	1	1
432	не идет	1	1
433	может оказаться	1	1
434	русской культуре	1	1
435	самом и	1	1
436	бы ни	2	1
437	только при	1	1
438	тот или	1	1
439	по воле	2	1
440	не можем	2	1
441	и у	1	1
442	в большинстве	3	1
443	борьбы с	1	1
444	в виде	3	1
445	тем сильнее	1	1
446	за ним	1	1
447	к мысли	1	1
448	не так	2	1
449	в котором	2	1
450	не для	1	1
451	себя от	3	1
452	так как	4	1
453	не о	2	1
454	отношении к	2	1
455	отдельного человека	1	1
456	и укрепления	1	1
457	бы это	1	1
458	из двух	1	1
459	что и	3	1
460	до сих	5	1
461	не поддается	1	1
462	может и	1	1
463	хоть и	1	1
464	каждый человек	1	1
465	именно в	3	1
466	человека а	1	1
467	в странах	1	1
468	на чем	1	1
469	а с	2	1
470	собой а	3	1
471	этой задачи	1	1
472	себя и	5	1
473	без особых	1	1
474	в некоторых	2	1
475	на основании	2	1
476	европы но	1	1
477	а на	1	1
478	до конца	1	1
479	однако и	1	1
480	понятие о	1	1
481	только от	1	1
482	душевной жизни	1	1
483	мы знаем	1	1
484	если не	2	1
485	и если	7	1
486	игру в	1	1
487	ни на	1	1
488	но особенно	1	1
489	существенное изменение	1	1
490	однако для	1	1
491	речь не	1	1
492	многих случаях	1	1
493	именует себя	1	1
494	жизни но	1	1
495	и на	5	1
496	на эту	2	1
497	ему по	2	1
498	эту мысль	1	1
499	с собственным	1	1
500	по существу	5	1
501	в состоянии	1	1
502	стремления к	2	1
503	с ее	1	1
504	и о	2	1
505	сих пор	5	1
506	только для	2	1
507	при условии	3	1
508	лучшем случае	3	1
509	общественной жизни	2	1
510	поэтому что	1	1
511	между прочим	1	1
512	этом и	2	1
513	но для	2	1
514	можно назвать	1	1
515	другом месте	1	1
516	из которых	5	1
517	с враждебными	1	1
518	и состоит	2	1
519	при таком	1	1
520	не подлежит	2	1
521	в отдельных	1	1
522	говоря о	2	1
523	от него	2	1
524	и все	1	1
525	и однако	2	1
526	особых объяснений	1	1
527	не будучи	1	1
528	или не	1	1
529	отношению ко	1	1
530	т.е как	1	1
531	в общем	1	1
532	целый ряд	2	1
533	жизни в	5	1
534	нами не	1	1
535	в лучшем	3	1
536	в свою	1	1
537	с ней	1	1
538	была бы	1	1
539	лишь тогда	1	1
540	совершенно не	2	1
541	есть общая	1	1
542	из этого	3	1
543	пути к	2	1
544	к этой	4	1
545	вместе с	4	1
546	к этому	1	1
547	все что	4	1
548	от ее	1	1
549	том числе	1	1
550	они не	1	1
