N	2gram	Medvedev_F_1	Problemy
1	и в	24	35
2	как бы	6	31
3	и не	20	27
4	что он	3	24
5	в его	23	21
6	но в	5	19
7	как и	11	18
8	не может	16	18
9	о себе	1	17
10	в нем	14	16
11	то же	10	15
12	и все	6	15
13	в этом	15	14
14	и его	10	14
15	для него	3	14
16	может быть	14	14
17	но и	7	14
18	все это	9	14
19	он не	3	13
20	к нему	1	13
21	и с	8	12
22	в другом	1	12
23	прежде всего	22	12
24	и к	4	12
25	в пределах	6	11
26	в то	9	11
27	самом деле	6	10
28	не только	7	10
29	не в	8	10
30	же время	8	10
31	то что	8	10
32	на самом	7	9
33	в отношении	3	9
34	ни одного	2	9
35	мы уже	1	8
36	все же	3	8
37	самого начала	1	8
38	как мы	5	8
39	с самого	1	8
40	так и	18	8
41	о мире	2	8
42	и для	1	8
43	потому что	1	8
44	еще не	6	7
45	с его	4	7
46	и наконец	3	7
47	лишь в	8	7
48	там где	1	7
49	таким образом	13	7
50	в виде	1	7
51	вовсе не	10	7
52	так же	4	7
53	что же	1	7
54	точки зрения	16	7
55	с ним	2	7
56	а в	6	7
57	отношении к	2	7
58	отношению к	4	7
59	и на	8	6
60	но не	3	6
61	по отношению	4	6
62	отношение к	3	6
63	что они	1	6
64	в самом	5	6
65	что у	1	6
66	в каждом	3	6
67	в слове	1	6
68	к тому	3	6
69	в одном	2	6
70	и что	2	6
71	только в	2	6
72	слова в	1	6
73	но это	3	6
74	не знает	1	6
75	что в	4	6
76	как в	8	5
77	в себе	3	5
78	пределах одного	1	5
79	внутренней речи	1	5
80	он и	1	5
81	на него	2	5
82	его с	2	5
83	и это	2	5
84	в том	6	5
85	так что	1	5
86	и даже	3	5
87	к своему	1	5
88	как к	3	5
89	этого слова	3	5
90	пробиться к	1	4
91	бы уже	1	4
92	во внутреннем	1	4
93	в мире	4	4
94	он в	2	4
95	в чем	1	4
96	нет и	2	4
97	та же	1	4
98	на его	2	4
99	и вот	2	4
100	последнее слово	1	4
101	но все	2	4
102	его в	3	4
103	переходим к	1	4
104	в них	3	4
105	в эту	2	4
106	в своей	11	4
107	в такой	1	4
108	нему и	1	4
109	но он	1	4
110	друг другу	1	4
111	по себе	5	4
112	никогда не	4	4
113	и без	1	4
114	он хочет	1	4
115	во всем	2	4
116	как раз	2	4
117	сознания и	1	4
118	еще в	2	4
119	между тем	2	4
120	говорит он	3	4
121	наконец в	3	4
122	все время	2	4
123	только на	5	4
124	всяком случае	4	4
125	так как	1	4
126	не о	3	4
127	у него	1	4
128	или иной	1	4
129	с другой	5	4
130	что не	1	4
131	до конца	7	4
132	а не	10	4
133	по своему	1	4
134	вот как	1	4
135	в той	1	4
136	бы в	3	4
137	во всяком	4	4
138	себя как	1	3
139	а между	1	3
140	как его	1	3
141	это и	3	3
142	высшей степени	1	3
143	и свой	1	3
144	говорить о	1	3
145	и со	2	3
146	бы то	3	3
147	во всех	5	3
148	совсем не	1	3
149	для других	2	3
150	в общем	3	3
151	за пределы	2	3
152	с этим	2	3
153	когда он	3	3
154	в целом	6	3
155	все эти	6	3
156	то ни	3	3
157	было бы	6	3
158	этом смысле	1	3
159	нет в	1	3
160	в высшей	1	3
161	этого не	1	3
162	с тем	2	3
163	такой же	1	3
164	в котором	1	3
165	к одному	1	3
166	не как	4	3
167	раз и	2	3
168	которого он	1	3
169	но только	1	3
170	ничего не	2	3
171	только с	1	3
172	с ее	7	3
173	всего этого	2	3
174	в ее	8	3
175	под влиянием	2	3
176	сводится к	3	3
177	время не	1	3
178	и во	1	3
179	что и	2	3
180	это не	2	3
181	в форме	1	3
182	в него	2	3
183	того что	5	3
184	со всеми	3	3
185	уже не	2	3
186	из них	1	3
187	его и	2	3
188	даже и	2	3
189	а с	1	3
190	своего собственного	1	3
191	мы остановимся	1	3
192	должно быть	11	3
193	в реальном	1	3
194	дело идет	3	3
195	не мог	1	3
196	и от	7	3
197	может войти	2	3
198	только что	1	3
199	ни было	2	3
200	том что	1	3
201	отношением к	1	3
202	сказать что	1	3
203	другой стороны	1	3
204	и стилей	2	2
205	например в	1	2
206	и отчасти	3	2
207	чтобы не	2	2
208	в первом	1	2
209	из его	1	2
210	и этот	1	2
211	а как	2	2
212	кто же	1	2
213	в каждой	1	2
214	в ней	10	2
215	и определяется	1	2
216	но конечно	1	2
217	эта особенность	1	2
218	с которыми	1	2
219	уже как	2	2
220	отличие от	1	2
221	одному знаменателю	1	2
222	к третьему	1	2
223	в своем	11	2
224	хотя и	1	2
225	и как	3	2
226	увидим что	1	2
227	в этот	1	2
228	в которой	4	2
229	бы и	1	2
230	его целом	8	2
231	но ведь	2	2
232	как он	1	2
233	так сказать	3	2
234	вообще не	1	2
235	при этом	5	2
