N	2gram	Bakhtin_Fr_8	Problema
1	то есть	24	46
2	в его	18	43
3	и не	9	42
4	и в	56	38
5	не может	2	27
6	может быть	3	26
7	как бы	11	22
8	по отношению	1	21
9	отношению к	1	19
10	и с	8	17
11	и его	12	16
12	в этом	14	15
13	в нем	8	15
14	только в	9	13
15	прежде всего	6	13
16	независимо от	1	13
17	но не	5	12
18	за пределы	4	12
19	во всех	8	11
20	в области	5	11
21	ни в	2	11
22	и для	2	11
23	таким образом	17	10
24	в их	3	10
25	к нему	2	10
26	не только	8	9
27	не имеет	1	9
28	его в	2	9
29	но и	9	9
30	и как	2	8
31	было бы	2	8
32	точки зрения	6	8
33	место в	1	8
34	в том	13	8
35	и др	8	8
36	то что	3	8
37	еще не	10	7
38	в самом	9	7
39	вообще не	1	7
40	как и	5	7
41	не в	3	7
42	как мы	7	7
43	с другой	2	7
44	как форма	3	7
45	между тем	3	7
46	отметить что	2	7
47	слова в	1	7
48	с помощью	3	7
49	в своей	2	7
50	что в	5	7
51	самом деле	2	6
52	там где	3	6
53	и наконец	3	6
54	в пределах	5	6
55	не к	1	6
56	не всегда	1	6
57	с точки	2	6
58	дело с	1	6
59	мы можем	1	6
60	все же	2	6
61	а в	2	6
62	только как	1	6
63	отличие от	1	5
64	в своем	3	5
65	все эти	15	5
66	при этом	4	5
67	то же	11	5
68	это не	2	5
69	в них	11	5
70	рядом с	3	5
71	далеко не	2	5
72	в отличие	1	5
73	так и	13	5
74	в основе	4	5
75	и о	3	5
76	никогда не	5	5
77	не нужно	1	5
78	с ним	2	5
79	и прежде	1	5
80	конечно не	4	5
81	большинстве случаев	6	5
82	в большинстве	7	5
83	не на	3	5
84	а не	2	5
85	могут быть	1	5
86	быть только	1	5
87	все они	6	5
88	имеет место	1	5
89	на самом	2	4
90	нашел бы	1	4
91	конечно и	3	4
92	в виду	1	4
93	в ней	4	4
94	но конечно	1	4
95	как в	1	4
96	но в	6	4
97	в нашем	2	4
98	в себе	4	4
99	в данном	2	4
100	но они	1	4
101	в то	12	4
102	чтобы стать	2	4
103	известной степени	1	4
104	формы есть	1	4
105	здесь не	1	4
106	в ее	6	4
107	данном случае	2	4
108	только со	1	4
109	можно было	1	4
110	о том	4	4
111	которых мы	1	4
112	от всех	2	4
113	в других	2	4
114	в форме	3	4
115	и только	1	4
116	к которому	3	4
117	в романе	21	4
118	более того	3	4
119	и потому	4	4
120	в более	1	4
121	может и	1	4
122	между ними	2	4
123	сказать что	3	4
124	другой стороны	2	4
125	также и	2	3
126	например в	4	3
127	действительности и	2	3
128	на них	3	3
129	бы то	2	3
130	сказать и	1	3
131	точка зрения	2	3
132	значение имеет	2	3
133	значение для	1	3
134	связи и	3	3
135	кроме того	3	3
136	и к	4	3
137	не будем	1	3
138	к миру	1	3
139	он не	5	3
140	то ни	2	3
141	в мире	2	3
142	а как	1	3
143	с другими	1	3
144	и тем	1	3
145	в слове	2	3
146	несмотря на	2	3
147	том что	8	3
148	почти совершенно	1	3
149	как его	1	3
150	же время	10	3
151	определенности и	1	3
152	языка в	2	3
153	слова но	1	3
154	и это	1	3
155	хотя и	2	3
156	и от	1	3
157	мы в	1	3
158	если бы	2	3
159	творчества в	1	3
160	на почве	1	3
161	этом смысле	1	3
162	но с	2	3
163	одной из	3	3
164	как нечто	1	3
165	с одной	4	3
166	со всеми	1	3
167	вопроса о	1	3
168	и даже	8	3
169	жизненной практики	1	3
170	одной стороны	2	3
171	его как	2	3
172	на фоне	1	3
173	связь с	3	3
174	и иной	1	3
175	и на	7	3
176	в тех	1	3
177	слова и	3	3
178	но это	2	3
179	все это	8	3
180	не больше	1	3
181	культуры и	2	3
182	от него	1	3
183	и все	6	3
184	ни было	2	3
185	не знает	1	3
186	они не	5	3
187	оценки то	1	2
188	смысле слова	1	2
