N	3gram	Losev_Vlad_3	Komedia
1	к тому же	5	10
2	на себя внимание	2	5
3	обращает на себя	2	5
4	в том что	10	5
5	вместе с тем	6	4
6	на этот раз	1	4
7	о том что	8	4
8	для того чтобы	1	4
9	в том числе	1	3
10	так или иначе	2	3
11	в связи с	2	3
12	в первую очередь	1	3
13	то же время	2	3
14	в то время	4	3
15	едва ли можно	2	3
16	в то же	3	3
17	не говоря уже	1	2
18	в этом смысле	3	2
19	до сих пор	1	2
20	в отличие от	3	2
21	бы то ни	3	2
22	в это время	2	2
23	кто из вас	1	2
24	то время как	2	2
25	то ни было	1	2
26	с одной стороны	3	2
27	то что он	1	2
28	во всяком случае	3	2
29	независимо от того	2	2
30	в этом же	1	2
31	к тому что	2	2
32	можно было бы	1	2
33	что и в	3	2
34	чем отличается от	1	1
35	сводится к тому	2	1
36	само собой разумеется	2	1
37	один ряд с	1	1
38	потому что в	1	1
39	в самом деле	1	1
40	в том же	1	1
41	одна из них	1	1
42	с точки зрения	6	1
43	на первый план	2	1
44	только в том	3	1
45	как это было	1	1
46	сих пор не	1	1
47	возможна только при	1	1
48	том случае если	2	1
49	и в то	2	1
50	с самого начала	1	1
51	в хронологическом отношении	1	1
52	он говорит о	1	1
53	то что в	3	1
54	что в нем	1	1
55	но и здесь	1	1
56	и в тех	1	1
57	точно так же	4	1
58	что весь этот	1	1
59	и вовсе не	1	1
60	так что на	1	1
61	в том случае	3	1
62	а вместе с	1	1
63	и в философии	1	1
64	к нему же	1	1
65	той или иной	1	1
66	в этой области	1	1
67	по этому вопросу	1	1
68	ни в одном	1	1
69	в один ряд	1	1
70	если не считать	1	1
71	как будто бы	1	1
72	благодаря тому что	1	1
73	всю свою жизнь	1	1
74	себя внимание отсутствие	1	1
75	само по себе	3	1
76	мало чем отличается	1	1
77	за всю свою	1	1
78	с другой стороны	2	1
79	и в том	2	1
80	не может быть	6	1
81	более или менее	5	1
82	тем обстоятельством что	1	1
83	у него в	4	1
84	но уже в	1	1
85	трудно представить себе	1	1
86	и от других	1	1
87	но об этом	1	1
88	это было у	1	1
89	речь шла о	1	1
90	но никак не	1	1
91	двадцати одного года	1	1
92	не только в	1	1
93	этого не происходит	1	1
94	как мы знаем	2	1
95	но все эти	1	1
96	в философии и	1	1
97	не имели никакого	1	1
98	философии и в	1	1
99	если они были	1	1
100	тем не менее	9	1
101	и не столь	1	1
102	ее содержания и	1	1
103	едва ли в	1	1
104	как мы видели	3	1
