N	2gram	Medvedev_F_2	KulturaY
1	и т	14	39
2	потому что	2	25
3	т п	9	24
4	и в	38	23
5	т е	26	22
6	не только	9	20
7	в том	11	19
8	в этом	27	18
9	и не	20	16
10	было бы	6	15
11	так как	4	15
12	может быть	23	15
13	т д	5	14
14	точки зрения	8	14
15	все эти	6	12
16	если бы	5	12
17	у нас	1	12
18	в самом	16	12
19	но в	4	11
20	том что	2	11
21	того чтобы	3	11
22	в области	3	11
23	по себе	7	10
24	в русском	1	10
25	в языке	6	10
26	а не	6	10
27	что в	7	10
28	самом деле	8	9
29	вопрос о	1	9
30	в сущности	4	9
31	хотя бы	6	9
32	то что	6	9
33	можно было	1	9
34	вовсе не	11	9
35	для того	3	9
36	не может	14	9
37	только потому	1	8
38	с точки	7	8
39	не в	15	8
40	языка и	12	8
41	в качестве	2	8
42	уже не	7	8
43	прежде всего	15	8
44	с другой	3	8
45	и пр	21	8
46	что это	3	7
47	все же	8	7
48	в нашем	1	7
49	и с	9	7
50	не менее	1	7
51	но и	13	7
52	с помощью	10	7
53	другой стороны	4	7
54	то же	6	6
55	и на	3	6
56	но не	2	6
57	в этой	6	6
58	да и	1	6
59	это не	2	6
60	тем не	1	6
61	по крайней	1	6
62	речи в	1	6
63	между тем	2	6
64	крайней мере	1	6
65	этот вопрос	2	6
66	вопроса о	2	6
67	слова в	3	6
68	что не	4	6
69	в речи	1	6
70	и то	2	5
71	мы имеем	1	5
72	зависимости от	3	5
73	целый ряд	1	5
74	не следует	4	5
75	должна быть	5	5
76	по существу	7	5
77	лишь в	7	5
78	и тем	2	5
79	несмотря на	1	5
80	и здесь	3	5
81	не могут	7	5
82	ясно что	1	5
83	приводит к	2	5
84	в его	10	5
85	один из	2	5
86	тот же	1	5
87	что он	5	5
88	только в	6	5
89	должен быть	1	5
90	речь в	1	5
91	всяком случае	5	5
92	там где	4	5
93	вместе с	6	5
94	как это	2	5
95	что же	5	5
96	этого слова	1	5
97	слова и	7	5
98	все это	3	5
99	этом смысле	2	5
100	таким образом	20	5
101	речи и	3	5
102	во всяком	5	5
103	вряд ли	2	4
104	в зависимости	3	4
105	говорить о	5	4
106	в данном	1	4
107	со стороны	2	4
108	отнюдь не	8	4
109	однако не	3	4
110	перед нами	2	4
111	хотя и	3	4
112	если мы	5	4
113	на то	1	4
114	широком смысле	2	4
115	в нем	13	4
116	в узком	1	4
117	так и	8	4
118	но все	3	4
119	должно быть	2	4
120	эта не	1	4
121	в то	5	4
122	не имеет	2	4
123	ничего не	4	4
124	что на	2	4
125	к тому	4	4
126	и о	2	4
127	в пределах	12	4
128	или в	3	4
129	могут быть	6	4
130	можно сказать	1	4
131	для нас	1	4
132	русского языка	1	4
133	мы знаем	3	4
134	ни в	2	4
135	в конце	2	4
136	в них	1	4
137	в особенности	4	4
138	в каком	1	4
139	не было	6	4
140	в связи	10	4
141	как бы	4	4
142	в результате	6	4
143	этой области	1	4
144	сказать что	2	4
145	была бы	3	4
146	к этому	4	4
147	так же	1	4
148	того же	1	3
149	это и	5	3
150	что слово	1	3
151	в первый	5	3
152	как не	1	3
153	меньшей степени	1	3
154	а только	2	3
155	не говорят	1	3
156	или иное	1	3
157	как в	4	3
158	с этим	5	3
159	то или	1	3
160	так в	3	3
161	выражение в	1	3
162	то и	3	3
163	главным образом	3	3
164	в статье	4	3
165	он не	6	3
166	всех этих	3	3
167	и по	2	3
168	на этом	2	3
169	чем в	1	3
170	языкового творчества	1	3
171	смысл и	2	3
172	если и	1	3
173	знаем что	1	3
174	в процессе	9	3
175	слова как	2	3
176	же время	5	3
177	п в	1	3
178	и его	21	3
179	связи с	13	3
180	следует что	3	3
181	языка в	9	3
182	уже о	1	3
183	отличается от	1	3
184	всего в	2	3
185	что оно	4	3
186	как мы	7	3
187	в виду	2	3
188	в ней	6	3
189	здесь не	4	3
190	а в	6	3
191	грамматических форм	2	3
192	те же	1	3
193	для этого	2	3
194	сводится к	5	3
195	вот почему	1	3
196	аналогии с	1	3
197	языке как	4	3
198	вопросу о	1	3
199	что и	8	3
200	в форме	1	3
201	конце концов	2	3
202	того что	3	3
