N	4gram	Vygotskiy__4	Vvedenie
1	в то же время	1	6
2	не что иное как	1	4
3	и в самом деле	2	3
4	дело в том что	1	2
5	и т д все	1	2
6	для того чтобы он	1	2
7	одной и той же	2	2
8	по самой своей природе	1	2
9	заключается в том что	2	2
10	т д все это	1	1
11	какой бы то ни	1	1
12	это то же самое	1	1
13	до тех пор пока	2	1
14	точно так же как	1	1
15	в том или ином	1	1
16	то же самое что	2	1
17	заключается в том чтобы	1	1
18	так как она есть	2	1
19	которая сама по себе	1	1
20	того чтобы сделать эти	1	1
21	бы то ни было	1	1
22	и как раз в	1	1
23	с этой точки зрения	1	1
24	было бы сказать что	1	1
25	что в нем есть	1	1
26	то же самое и	2	1
27	все то что могло	1	1
28	для того чтобы сделать	1	1
