N	3gram	Medvedev_F_3	Dialekti
1	и т д	6	23
2	с точки зрения	14	14
3	в таком случае	1	10
4	тем не менее	2	10
5	не только не	2	7
6	не может быть	14	6
7	вовсе не есть	1	5
8	в самом деле	4	5
9	сам по себе	1	5
10	о том что	1	5
11	подобно тому как	4	4
12	на первый план	1	4
13	т е в	1	4
14	сама по себе	1	4
15	т е не	1	4
16	сами по себе	2	3
17	ни в коем	1	3
18	в коем случае	1	3
19	с одной стороны	1	3
20	в том что	3	3
21	ни в каком	1	3
22	коем случае не	1	3
23	как и в	1	3
24	ровно ничего не	2	3
25	на то что	1	3
26	хотя и не	1	2
27	выйти за пределы	1	2
28	того или иного	1	2
29	как и все	2	2
30	тот или иной	1	2
31	самом деле что	1	2
32	из того что	1	2
33	ни в одной	2	2
34	с этой точки	1	2
35	и тем не	1	2
36	в зависимости от	5	2
37	так же как	1	2
38	с другой стороны	5	2
39	что это не	1	2
40	во всяком случае	6	2
41	что же такое	1	2
42	этой точки зрения	1	2
43	иметь в виду	1	2
44	мы не можем	2	2
45	той или иной	1	2
46	к тому что	2	2
47	так или иначе	1	2
48	и пр и	1	1
49	а потому что	1	1
50	не состоит из	1	1
51	а следовательно и	1	1
52	мы ни взяли	2	1
53	в чистом виде	1	1
54	в виду что	1	1
55	и во всяком	2	1
56	и той же	1	1
57	тело и не	1	1
58	имеем в виду	1	1
59	на самом деле	12	1
60	если бы идея	1	1
61	провести между ними	1	1
62	во-первых с точки	1	1
63	перестал бы быть	1	1
64	этот закон может	1	1
65	то же самое	3	1
66	следовательно и в	2	1
67	до сих пор	1	1
68	и не может	4	1
69	в лучшем случае	1	1
70	и в то	2	1
71	друг на друга	1	1
72	в основе их	1	1
73	он и не	1	1
74	в этом отношении	3	1
75	и даже в	1	1
76	а иногда и	1	1
77	в других областях	1	1
78	может быть только	2	1
79	в последнее время	1	1
80	т д таким	1	1
81	и что в	1	1
82	в данном случае	4	1
83	тот факт что	1	1
84	в котором действительно	1	1
85	в такой же	1	1
86	не в том	1	1
87	жизни того или	1	1
88	это не значит	1	1
89	так и от	2	1
90	имели в виду	1	1
91	но так как	1	1
92	и в том	1	1
93	мир т е	1	1
94	лишь тогда когда	2	1
95	не дают себе	1	1
96	зависимости от характера	1	1
97	с той или	1	1
98	то же время	7	1
99	в нем нет	1	1
100	и пр в	1	1
101	спрашивается что же	1	1
102	вовсе не в	2	1
103	но и помимо	1	1
104	от того что	1	1
105	одной из них	1	1
106	он был бы	1	1
107	должна быть и	1	1
108	данной эпохи и	1	1
109	которые сами по	1	1
110	и как это	1	1
111	точки зрения самого	2	1
112	и никогда не	1	1
113	бы то ни	4	1
114	в этом заключается	1	1
115	когда говорят о	1	1
116	то ни было	4	1
117	мы имеем в	1	1
118	д таким образом	1	1
119	не может и	1	1
120	никак не могут	1	1
121	в то же	7	1
122	в связи с	4	1
123	одной и той	1	1
124	это не просто	1	1
125	тех или иных	1	1
126	не обязательна но	1	1
127	пр и пр	1	1
128	случае не может	1	1
129	т е от	1	1
130	только при условии	1	1
131	не больше чем	1	1
