N	4gram	Tiupa_Anal_2	DiskursI
1	в то же время	2	3
2	мира вокруг я героя	1	1
3	мы имеем дело с	1	1
4	недискурсивных формах внутренней речи	1	1
5	том что случилось однажды	1	1
6	одно и то же	1	1
7	подобно тому как мы	1	1
8	в том или ином	2	1
9	следует сказать и о	1	1
10	субъекта объекта и адресата	2	1
11	состоит в том что	4	1
12	заключается в том что	1	1
13	с той или иной	2	1
14	следует упускать из виду	1	1
15	мы имеем дело не	1	1
16	упускать из виду что	1	1
17	имеем дело не с	1	1
18	свидетельствует о том что	1	1
19	одним и тем же	1	1
20	к тому или иному	1	1
21	не следует упускать из	1	1
22	внимание на то что	1	1
23	в целом ряде произведений	1	1
24	одни и те же	1	1
25	как уже было сказано	1	1
26	того что здесь именуется	1	1
27	лишь в тех случаях	1	1
28	в недискурсивных формах внутренней	1	1
29	самое следует сказать и	1	1
30	в тех случаях когда	1	1
