N	2gram	Tiupa_Narr_2	Problema
1	и в	13	30
2	в своей	4	22
3	то есть	9	21
4	не только	26	18
5	то что	8	18
6	в этом	13	17
7	том что	13	17
8	и даже	3	14
9	людей и	1	13
10	таким образом	5	13
11	но и	15	13
12	потому что	2	13
13	также и	1	12
14	о том	5	12
15	в его	6	12
16	а именно	1	12
17	в том	14	12
18	и не	14	12
19	так что	1	11
20	в своем	6	11
21	у него	6	11
22	в этой	4	10
23	в виде	2	10
24	для нас	2	10
25	точки зрения	5	10
26	все же	6	9
27	но в	6	9
28	как символ	1	9
29	только в	11	9
30	и все	4	9
31	сказать что	3	9
32	хотя и	5	8
33	с точки	2	8
34	никак не	3	8
35	в конце	4	8
36	вовсе не	2	8
37	но не	3	7
38	как и	4	7
39	не в	8	7
40	никогда не	6	7
41	связи с	1	7
42	у нас	2	7
43	здесь не	2	7
44	так и	9	7
45	что он	5	7
46	может быть	10	7
47	говорит о	2	7
48	в связи	1	7
49	в результате	2	7
50	вместе с	1	7
51	и как	1	6
52	в нем	5	6
53	несмотря на	2	6
54	и его	3	6
55	можно сказать	6	6
56	и что	2	6
57	что и	2	6
58	уже не	4	6
59	с другой	5	6
60	прежде всего	6	6
61	как бы	6	6
62	и для	3	6
63	а в	9	6
64	для себя	3	5
65	не просто	1	5
66	в которой	1	5
67	тем не	5	5
68	в силу	4	5
69	и с	1	5
70	еще в	1	5
71	миф о	1	5
72	но он	2	5
73	не менее	4	5
74	и притом	1	5
75	и о	1	5
76	что у	2	5
77	и у	4	5
78	и их	1	5
79	а не	17	5
80	не может	8	5
81	так же	2	5
82	как раз	3	5
83	будто бы	1	5
84	в самом	2	5
85	что в	4	5
86	того же	1	4
87	едва ли	3	4
88	и он	2	4
89	из земли	1	4
90	отнюдь не	4	4
91	и к	6	4
92	в себе	8	4
93	при этом	14	4
94	об этом	4	4
95	а его	1	4
96	было бы	2	4
97	ни в	1	4
98	не мог	1	4
99	в то	5	4
100	как о	2	4
101	и сам	3	4
102	ясно что	1	4
103	или в	1	4
104	в качестве	14	4
105	далеко не	5	4
106	а с	2	4
107	нового времени	2	4
108	если не	2	4
109	в частности	11	4
110	и вполне	1	4
111	xix в	2	4
112	как именно	1	4
113	жизни в	6	4
114	из этого	1	4
115	у людей	1	4
116	гораздо более	1	4
117	тем же	1	3
118	время как	1	3
119	в виду	1	3
120	в ней	2	3
121	и самого	1	3
122	еще не	2	3
123	он сам	2	3
124	иное как	1	3
125	в ее	4	3
126	что они	3	3
127	что касается	1	3
128	бы не	1	3
129	поскольку в	1	3
130	с одной	5	3
131	он не	5	3
132	в другом	4	3
133	этом смысле	1	3
134	всю свою	1	3
135	в новое	1	3
136	не всегда	1	3
137	однако в	2	3
138	нет никакого	1	3
139	в отношении	1	3
140	что иное	1	3
141	в самой	1	3
142	и после	1	3
143	как будто	1	3
144	есть только	1	3
145	только еще	1	3
146	то время	1	3
147	жизнь и	1	3
148	с ним	4	3
149	внимание на	3	3
150	а также	6	3
151	к нему	1	3
152	все время	1	3
153	же в	4	3
154	того что	6	3
155	и тем	5	3
156	в до	1	3
157	в начале	2	3
158	в одном	1	3
159	в других	2	3
160	для того	1	3
161	именно в	2	3
162	одной стороны	5	3
163	мира в	4	3
164	видит в	2	3
165	а потом	2	3
166	быть только	1	3
167	о котором	3	3
168	еще более	1	3
169	не что	1	3
170	точно так	2	3
171	таком случае	1	2
172	самом деле	3	2
173	мере в	2	2
174	то же	4	2
175	по его	2	2
176	мы имеем	3	2
177	мы не	2	2
178	на душе	1	2
179	но ясно	1	2
180	я не	5	2
181	это время	1	2
182	проявляется в	1	2
183	в таком	3	2
184	все эти	3	2
185	в чем	2	2
186	мы будем	1	2
187	не входит	1	2
188	не все	2	2
189	по отношению	5	2
190	отношение к	1	2
191	на то	2	2
192	в одной	1	2
193	как в	5	2
194	что именно	1	2
195	и нет	1	2
196	когда он	1	2
197	в нашей	1	2
198	однако на	2	2
199	бы с	2	2
200	раз в	2	2
201	не к	4	2
202	прежде чем	1	2
203	по словам	2	2
204	его не	1	2
205	которого не	1	2
206	это не	3	2
207	по мысли	5	2
208	но уже	1	2
209	о своем	2	2
210	с такой	1	2
211	раз и	1	2
212	бы на	2	2
213	и сейчас	1	2
214	и без	1	2
215	в котором	5	2
216	вторая часть	1	2
217	и более	2	2
218	человека но	1	2
219	на него	5	2
220	читаем что	1	2
221	того чтобы	3	2
222	ничего не	6	2
223	именно она	1	2
224	по своей	3	2
225	иной раз	1	2
226	тем что	1	2
227	в области	2	2
228	свое собственное	1	2
229	не могут	1	2
230	ли не	1	2
231	к тому	9	2
232	как мы	1	2
233	данном случае	6	2
234	всей своей	2	2
235	можно было	2	2
236	между тем	3	2
237	вслед за	6	2
238	что только	1	2
239	ли он	1	2
240	в какой	4	2
241	по мнению	1	2
242	именно на	1	2
243	со всеми	2	2
244	есть в	1	2
245	бог а	1	2
246	свидетельствует о	4	2
247	участие в	2	2
248	свой собственный	1	2
249	всяком случае	1	2
250	видя в	2	2
251	то у	3	2
252	до сих	1	2
253	все вокруг	1	2
254	ее в	1	2
255	что не	1	2
256	и люди	1	2
257	то и	3	2
258	мы и	1	2
259	человеческой жизни	1	2
260	о богах	1	2
261	от солнца	1	2
262	с помощью	1	2
263	мог быть	1	2
264	о себе	1	2
265	однако для	1	2
266	он говорит	1	2
267	в данном	10	2
268	наряду с	1	2
269	да и	3	2
270	такого рода	12	2
271	в мир	1	2
272	в первой	1	2
273	в это	1	2
274	с этой	3	2
275	сих пор	1	2
276	но для	2	2
277	один из	3	2
278	ли в	1	2
279	мира и	3	2
280	человек и	1	2
281	себя самого	1	2
282	хотя бы	2	2
283	не будет	2	2
284	в свою	2	2
285	отношению к	5	2
286	жизни и	4	2
287	по поводу	2	2
288	к этому	1	2
289	во всяком	1	2
290	все что	4	2
291	небо и	1	2
292	они не	2	2
293	отношения к	1	1
294	и т	2	1
295	его матери	1	1
296	самой себе	1	1
297	о любви	2	1
298	на самом	2	1
299	к своей	1	1
300	это и	1	1
301	так у	1	1
302	к другому	2	1
303	из его	1	1
304	все свое	1	1
305	мать и	1	1
306	а как	3	1
307	гор или	1	1
308	вопрос о	1	1
309	которым был	1	1
310	не вполне	2	1
311	на себя	1	1
312	в составе	2	1
313	кто может	1	1
314	жизни это	1	1
315	пребывания в	3	1
316	не от	1	1
317	в xix	1	1
318	как ему	1	1
319	а еще	1	1
320	время в	1	1
321	я на	1	1
322	с его	3	1
323	бы в	2	1
324	же она	2	1
325	свою жизнь	1	1
326	что было	1	1
327	него с	1	1
328	в едином	1	1
329	в главе	1	1
330	не принимает	1	1
331	первый взгляд	1	1
332	если она	1	1
333	этой стороны	1	1
334	это был	2	1
335	не думал	1	1
336	перед нами	4	1
337	могли бы	2	1
338	и наконец	1	1
339	по пути	1	1
340	его к	1	1
341	в небе	1	1
342	то в	1	1
343	для которого	1	1
344	веселовский писал	1	1
345	бы и	1	1
346	как то	1	1
347	что это	4	1
348	так или	1	1
349	в нашем	2	1
350	из этих	2	1
351	большей части	3	1
352	рассказ о	1	1
353	говорит не	1	1
354	это такая	1	1
355	всей его	1	1
356	добраться до	1	1
357	как освободиться	1	1
358	что она	2	1
359	бы от	1	1
360	после этого	1	1
361	от которого	3	1
362	поскольку он	1	1
363	когда все	2	1
364	состоит в	12	1
365	него есть	1	1
366	не могли	1	1
367	что ни	1	1
368	никому не	1	1
369	человеческий но	1	1
370	и по	3	1
371	лишь с	1	1
372	в нее	1	1
373	жизнь которая	1	1
374	то чтобы	2	1
375	времени и	4	1
376	времени в	1	1
377	входит в	1	1
378	по природе	1	1
379	который так	1	1
380	это свидетельствует	1	1
381	должен был	2	1
382	которая была	1	1
383	поведения и	1	1
384	и страхом	1	1
385	эту тему	1	1
386	убеждения и	1	1
387	символики это	1	1
388	при виде	1	1
389	на первый	1	1
390	именно он	1	1
391	в следующем	1	1
392	в такой	1	1
393	одним и	1	1
394	его мнению	1	1
395	теперь эта	1	1
396	к христианским	1	1
397	не столько	5	1
398	жизни с	2	1
399	своего рода	9	1
400	что я	3	1
401	это сделал	1	1
402	на рубеже	1	1
403	все это	1	1
404	видно что	2	1
405	их в	1	1
