N	2gram	Bakhtin_Fr_4	Formalny
1	и не	16	30
2	вовсе не	9	28
3	и в	29	27
4	может быть	2	25
5	не может	2	24
6	так и	11	21
7	и его	8	19
8	в этом	11	18
9	таким образом	20	18
10	самом деле	1	16
11	точки зрения	4	16
12	то же	10	15
13	в нем	5	15
14	между ними	2	15
15	на самом	4	14
16	как и	12	14
17	с точки	2	14
18	если бы	1	12
19	в самом	1	11
20	в жизни	2	11
21	и от	1	11
22	место в	2	10
23	но и	9	10
24	в действительности	1	9
25	не только	10	9
26	как его	1	9
27	так как	7	9
28	так же	7	9
29	с помощью	4	8
30	как бы	8	8
31	при этом	3	8
32	входит в	1	8
33	ни в	2	8
34	как мы	10	8
35	только в	2	8
36	как раз	2	8
37	то что	4	8
38	и все	13	8
39	что в	1	8
40	же время	8	7
41	потому что	1	7
42	его в	9	7
43	в его	8	7
44	в том	7	7
45	там где	3	7
46	все это	4	7
47	в то	10	7
48	здесь и	3	6
49	еще не	4	6
50	но в	12	6
51	все эти	9	6
52	в своей	5	6
53	и ее	1	6
54	все время	3	6
55	в литературе	4	6
56	что он	4	6
57	с другой	4	6
58	в данном	1	6
59	все же	3	6
60	и для	2	6
61	в своих	2	6
62	но не	2	5
63	в одной	2	5
64	независимо от	1	5
65	так сказать	2	5
66	того чтобы	3	5
67	если же	2	5
68	в ней	3	5
69	что они	2	5
70	в дальнейшем	3	5
71	никогда не	2	5
72	в литературу	1	5
73	связи с	2	5
74	большинстве случаев	5	5
75	и их	3	5
76	друг друга	2	5
77	тем что	4	5
78	и потому	1	5
79	тому как	3	5
80	в результате	4	5
81	другой стороны	3	5
82	мы не	1	4
83	он был	2	4
84	как в	2	4
85	и как	3	4
86	в целом	1	4
87	подобно тому	3	4
88	данном случае	1	4
89	в ее	3	4
90	в слове	2	4
91	мы знаем	1	4
92	том что	3	4
93	мы можем	3	4
94	к тому	2	4
95	роль в	3	4
96	следовательно и	1	4
97	о том	2	4
98	его смысла	1	4
99	слов и	3	4
100	же и	3	4
101	конечно не	4	4
102	уже в	2	4
103	в большинстве	6	4
104	только на	1	4
105	для того	3	4
106	со стороны	2	4
107	прежде всего	8	4
108	смысла и	1	4
109	до конца	5	4
110	в связи	1	4
111	мы видели	7	4
112	да и	2	4
113	слова и	1	4
114	в романе	10	4
115	от всех	2	4
116	из этого	2	4
117	жизни и	4	4
118	они не	2	4
119	формы и	2	3
120	же как	1	3
121	того же	5	3
122	должна быть	1	3
123	мы уже	10	3
124	той же	3	3
125	в виду	2	3
126	литературы и	1	3
127	и на	11	3
128	то он	2	3
129	нет и	1	3
130	нового и	1	3
131	бы и	1	3
132	что это	5	3
133	в себе	3	3
134	этот процесс	6	3
135	и с	9	3
136	те же	1	3
137	это не	5	3
138	он и	5	3
139	раз и	1	3
140	в этих	2	3
141	как от	1	3
142	между людьми	1	3
143	случае в	1	3
144	между жизнью	1	3
145	в основе	2	3
146	для нас	1	3
147	исторического процесса	2	3
148	этом отношении	1	3
149	же самое	1	3
150	они и	1	3
151	это единство	1	3
152	еще в	1	3
153	жизнь и	4	3
154	в эпоху	15	3
155	и что	1	3
156	можно сказать	1	3
157	их в	2	3
158	в них	7	3
159	романа в	1	3
160	в него	1	3
161	дело с	1	3
162	не перестает	1	3
163	уже не	2	3
164	его и	2	3
165	и навсегда	1	3
166	в конце	9	3
167	у нас	1	3
168	не на	2	3
169	на фоне	1	3
170	к его	1	3
171	она есть	1	3
172	в той	2	3
173	того что	3	3
174	в условиях	1	3
175	жизни в	2	3
176	сказать что	5	3
177	равно как	1	3
178	всех других	1	3
179	и эта	2	3
180	смысле слова	1	2
181	ту же	1	2
182	отношения к	1	2
183	он считает	1	2
184	человека и	1	2
185	это и	5	2
186	в котором	2	2
187	с таким	2	2
188	это делают	1	2
189	в сущности	6	2
190	говорить о	1	2
191	эпохи в	1	2
192	в полной	1	2
193	и со	2	2
194	так называемые	2	2
195	всех сторон	1	2
196	и сами	1	2
197	с его	4	2
198	средств и	1	2
199	видели что	1	2
200	в общем	1	2
201	отличие от	1	2
202	за пределы	1	2
203	связи и	2	2
204	вот как	2	2
205	в своем	3	2
206	стороны и	1	2
207	то в	3	2
208	бы не	2	2
209	в этой	13	2
210	только один	1	2
211	говорят о	1	2
212	как он	2	2
