N	2gram	Vygotskiy__4	EvropaiC
1	таким образом	13	32
2	в том	21	31
3	и в	33	24
4	том что	22	20
5	все эти	6	19
6	не может	10	18
7	то что	44	17
8	может быть	22	15
9	все же	5	15
10	точки зрения	6	13
11	самом деле	12	12
12	в своем	7	12
13	до сих	3	12
14	в этом	28	12
15	сих пор	3	12
16	с этим	5	11
17	между тем	1	11
18	все это	13	11
19	во всех	2	10
20	по отношению	1	10
21	так и	3	10
22	из себя	1	10
23	мы знаем	2	10
24	как бы	25	10
25	отношению к	1	10
26	того же	1	9
27	на то	10	9
28	при этом	2	9
29	как и	5	9
30	с другом	4	9
31	друг с	4	9
32	в результате	2	9
33	что в	21	9
34	в самом	12	8
35	с точки	4	8
36	знаем что	4	8
37	не в	2	8
38	ясно что	5	8
39	если бы	10	8
40	так же	13	8
41	и все	12	8
42	на самом	6	7
43	из этих	2	7
44	о которых	2	7
45	по существу	2	7
46	того чтобы	22	7
47	к тому	12	7
48	для этого	8	7
49	о том	20	7
50	и что	25	7
51	что он	20	7
52	для того	23	7
53	но и	3	7
54	и не	13	7
55	из этого	5	7
56	еще не	1	6
57	и на	5	6
58	в общем	1	6
59	что касается	2	6
60	в этой	9	6
61	в мире	3	6
62	в сознании	1	6
63	несмотря на	1	6
64	с ним	5	6
65	что и	3	6
66	того что	4	6
67	только в	4	6
68	все они	2	6
69	так что	7	6
70	так как	12	6
71	мы можем	5	6
72	с другой	2	6
73	вместе с	8	6
74	отличается от	1	6
75	как на	6	6
76	между двумя	2	5
77	столь же	2	5
78	как к	1	5
79	и к	2	5
80	но в	2	5
81	в которой	4	5
82	что это	13	5
83	в целом	5	5
84	в себе	6	5
85	тому же	3	5
86	не только	7	5
87	и если	9	5
88	но все	2	5
89	не будет	4	5
90	что все	11	5
91	и с	2	5
92	на все	2	5
93	его в	3	5
94	и без	1	5
95	что с	1	5
96	в то	3	5
97	как будто	8	5
98	что при	2	5
99	в его	10	5
100	потому что	24	5
101	и их	1	5
102	у него	6	5
103	именно в	2	5
104	далеко не	3	5
105	ничем не	2	5
106	другой стороны	2	5
107	представляет из	1	5
108	и для	3	5
109	и от	2	5
110	к этому	4	5
111	в такой	2	4
112	и то	2	4
113	то же	9	4
114	мы уже	5	4
115	та же	3	4
116	из того	1	4
117	что его	3	4
118	своем развитии	1	4
119	он не	11	4
120	всех этих	3	4
121	в одну	1	4
122	факт что	1	4
123	из них	4	4
124	должно быть	3	4
125	иначе говоря	2	4
126	в их	2	4
127	оказывается что	2	4
128	признать что	1	4
129	из которых	3	4
130	что эта	6	4
131	связи с	2	4
132	тех кто	1	4
133	и сейчас	3	4
134	в дальнейшем	1	4
135	никогда не	5	4
136	и у	1	4
137	если мы	12	4
138	в виде	3	4
139	не так	1	4
140	в конце	8	4
141	а с	2	4
142	которых мы	1	4
143	конце концов	3	4
144	его собственной	1	4
145	тот факт	1	4
146	в течение	1	4
147	в европейской	1	4
148	это есть	1	4
149	самого себя	1	4
150	мы должны	6	4
151	хотя бы	2	4
152	прямой линии	4	4
153	совершенно не	4	4
154	в таком	4	4
155	же как	3	3
156	вопрос о	2	3
157	но по	1	3
158	но даже	1	3
159	мы будем	5	3
160	очевидно что	1	3
161	которые не	1	3
162	в истории	1	3
163	целый ряд	5	3
164	и наконец	2	3
165	на нас	4	3
166	так или	1	3
167	в нашем	1	3
168	в тех	2	3
169	к которой	3	3
170	в нем	7	3
171	и может	5	3
172	они должны	1	3
173	в совершенно	1	3
174	заключается в	5	3
175	это не	6	3
176	в жизни	4	3
177	с тем	4	3
178	в этих	1	3
179	что если	3	3
180	даже в	2	3
181	образом в	2	3
182	для нас	7	3
183	во всем	2	3
184	у нас	4	3
185	этой истории	1	3
186	что оно	3	3
187	ничего общего	1	3
188	и это	5	3
189	то ни	1	3
190	жизнь и	4	3
191	и вообще	1	3
192	с одной	3	3
193	то они	1	3
194	может не	1	3
195	тот же	3	3
196	очень много	1	3
197	конечно не	3	3
198	при помощи	4	3
199	и других	4	3
200	от тех	1	3
201	является ли	1	3
202	или иначе	1	3
203	прежде всего	2	3
204	в связи	1	3
205	и потому	2	3
206	по одному	1	3
207	целом ряде	1	3
208	сейчас же	16	3
209	что только	1	3
210	ее и	2	3
211	не то	4	3
212	от него	1	3
213	бы в	1	3
214	только что	15	3
215	а в	4	3
216	гораздо больше	1	3
217	что мы	6	3
218	эти элементы	1	3
219	указывают на	1	3
220	он считает	1	2
221	в котором	2	2
222	и до	3	2
223	что эти	2	2
224	со своей	1	2
225	также и	2	2
226	и состоит	1	2
227	почти все	2	2
228	в сущности	6	2
229	так чтобы	2	2
230	с ее	3	2
231	и ее	2	2
232	в англию	2	2
233	мы и	1	2
234	в ней	6	2
235	свою очередь	1	2
236	бы то	2	2
237	тем как	1	2
238	во всяком	3	2
239	друг к	1	2
240	к такому	2	2
241	но как	1	2
242	заметим что	1	2
243	в сторону	3	2
244	совершенно ясно	8	2
245	и будет	1	2
246	что они	6	2
247	же мало	1	2
248	общего с	1	2
249	есть в	1	2
250	и те	1	2
251	если он	2	2
252	что она	10	2
253	не следует	1	2
254	он все	3	2
255	он должен	1	2
256	том чтобы	4	2
257	одной и	2	2
258	из него	1	2
259	что такой	2	2
260	к другу	1	2
261	то есть	13	2
262	и общей	1	2
263	нечего и	1	2
264	смотреть на	1	2
265	только одно	2	2
266	в них	2	2
267	со своими	1	2
268	и уже	4	2
269	такой же	2	2
270	в один	1	2
271	на первый	1	2
272	в эту	1	2
273	которую он	2	2
274	но если	3	2
275	никто не	4	2
276	что до	1	2
277	в которых	3	2
278	ответить на	1	2
279	точку зрения	1	2
280	образом и	1	2
281	совершенно иной	1	2
282	и более	1	2
283	том и	1	2
284	тому что	6	2
285	она не	3	2
286	то с	1	2
287	тем самым	3	2
288	тогда когда	1	2
289	одна из	4	2
290	на него	4	2
291	в основе	3	2
292	говорить о	3	2
293	мы все	3	2
294	только не	2	2
295	в самой	6	2
296	в противоречие	1	2
297	на этом	3	2
298	что на	1	2
299	ясно как	1	2
300	к таким	2	2
301	это конечно	1	2
302	от нее	1	2
303	если же	1	2
304	о них	2	2
305	должен быть	1	2
306	как мы	4	2
307	как не	1	2
308	рассматривать как	1	2
309	и сам	1	2
310	что у	4	2
311	на нее	2	2
312	те же	2	2
313	в виду	2	2
314	все дело	2	2
315	сводится к	2	2
316	в другом	1	2
317	другими словами	1	2
318	же время	2	2
319	все в	1	2
320	к нему	1	2
321	которой мы	3	2
322	в ту	1	2
323	если это	1	2
324	было бы	12	2
325	показывают что	1	2
326	но так	1	2
327	но с	1	2
328	этот вопрос	4	2
329	надо понимать	1	2
330	и так	4	2
331	жизни и	4	2
332	промежуток времени	1	2
333	ни было	1	2
334	понятным что	1	2
335	одно из	2	2
336	для него	1	2
337	всяком случае	3	2
338	вовсе не	5	2
339	из нее	3	2
340	элементы из	1	2
341	до тех	2	2
342	и только	7	2
343	не было	3	2
344	и из	3	2
345	которые по	1	2
346	однако это	1	2
347	только один	1	2
348	себя и	1	2
349	что для	5	2
350	одной стороны	3	2
351	ближе к	1	2
352	в частности	4	2
353	все то	12	2
354	него в	1	2
355	независимо от	1	2
356	но не	3	2
357	из этой	3	2
358	этого слова	3	2
359	только то	1	2
360	с этой	4	2
361	в гораздо	1	2
362	и некоторые	1	2
363	к двум	1	2
364	но для	1	2
365	при таком	3	2
366	которые будут	1	2
367	не от	1	2
368	в свою	1	2
369	что под	1	2
370	однако мы	2	2
371	гораздо более	1	2
372	себя как	1	1
373	от этой	1	1
374	говоря о	1	1
375	например в	3	1
376	стороны что	1	1
377	все остальное	2	1
378	он может	2	1
379	силы и	2	1
380	должен в	1	1
381	это и	5	1
382	и должны	1	1
383	на деле	1	1
384	ему что	1	1
385	в первом	1	1
386	из самых	1	1
387	по которым	2	1
388	из его	2	1
389	сам автор	2	1
390	все те	2	1
391	отдельных элементов	1	1
392	долгое время	1	1
393	той же	4	1
394	совершенно в	2	1
395	а как	2	1
396	есть не	1	1
397	из всего	1	1
398	мы не	5	1
399	которую мы	1	1
400	и тут	1	1
401	имеет свою	1	1
402	этот запас	1	1
403	благодаря тому	1	1
404	время как	2	1
405	отдельных частей	1	1
406	с детства	1	1
407	на практике	1	1
408	я не	4	1
409	вместо того	2	1
410	пор на	1	1
411	что вопрос	1	1
412	большей частью	2	1
413	эти мысли	2	1
414	он сам	1	1
415	делу и	1	1
416	иное как	1	1
417	на их	1	1
418	так если	2	1
419	с его	2	1
420	играет роль	1	1
421	же самые	2	1
422	только после	5	1
423	такого что	1	1
424	бы не	2	1
425	в создании	1	1
426	предположим что	1	1
427	истинный смысл	2	1
428	и другие	1	1
429	перед глазами	1	1
430	если в	1	1
431	него все	2	1
432	а вместо	1	1
433	с психологической	2	1
434	себе и	2	1
435	со стороны	2	1
436	ее он	1	1
437	которые они	1	1
438	обозначим их	1	1
439	первый взгляд	1	1
440	что во	1	1
441	как в	3	1
442	что именно	3	1
443	что ее	2	1
444	однако не	2	1
445	перед нами	6	1
446	и как	5	1
447	и логически	1	1
448	тем же	1	1
449	для ее	1	1
450	и хотя	1	1
451	в этот	1	1
452	от самого	1	1
453	психологии и	1	1
454	с на	1	1
455	мы получаем	1	1
456	применительно к	3	1
457	ни одна	1	1
458	то обстоятельство	1	1
459	рассказ о	1	1
460	хотя мы	1	1
461	необходимо сделать	1	1
462	нами в	2	1
463	о ее	5	1
464	двух других	1	1
465	не могла	1	1
466	жизни ее	2	1
467	элемент а	1	1
468	на его	1	1
469	весь свой	1	1
470	главным образом	1	1
471	они совершенно	1	1
472	после этого	6	1
473	образом для	1	1
474	вполне понятна	1	1
475	и еще	1	1
476	однако он	1	1
477	и вот	6	1
478	заключается во	1	1
479	кажется нам	3	1
480	наших глазах	1	1
481	но психология	1	1
482	здесь мы	3	1
483	представьте себе	1	1
484	тем в	1	1
485	указывали на	1	1
486	и наивно	1	1
487	правильнее было	1	1
488	другом случае	1	1
489	является конечно	1	1
490	для своей	1	1
491	зрения на	1	1
492	все их	1	1
493	и другом	2	1
494	знает что	2	1
495	это было	4	1
496	или просто	1	1
497	следить за	1	1
498	с величайшими	1	1
499	уже знаем	3	1
500	каждого из	1	1
501	объективными и	1	1
502	кажется что	2	1
503	слово надо	1	1
504	явствует что	1	1
505	рядом с	1	1
506	она и	1	1
507	можно считать	1	1
508	народа и	1	1
509	что такая	1	1
510	в своей	4	1
511	что такое	1	1
512	можно найти	2	1
513	как все	4	1
514	это делает	2	1
515	непосредственное впечатление	1	1
516	во времена	1	1
517	объявляют что	1	1
518	иначе как	1	1
519	свой смысл	1	1
520	для всякого	1	1
521	является только	1	1
522	нас с	2	1
523	из области	1	1
524	и той	2	1
525	наконец как	1	1
526	но он	6	1
527	и эти	2	1
528	надо сказать	3	1
529	борьбу с	3	1
530	их в	3	1
531	в корне	1	1
532	из самих	1	1
533	с такими	1	1
534	что этот	3	1
535	необходимо чтобы	1	1
536	покоится на	1	1
537	народом в	1	1
538	дело только	1	1
539	этого всего	1	1
540	если их	1	1
541	над этими	1	1
542	в отношении	1	1
543	ничего такого	1	1
544	все три	1	1
545	и другое	2	1
546	самого начала	5	1
547	этого нужно	1	1
548	не имеет	2	1
549	ее с	4	1
550	к этим	1	1
551	не по	2	1
552	тогда и	1	1
553	больше из	1	1
554	мы воспринимаем	1	1
555	вытекает из	1	1
556	дело в	1	1
557	больше чем	2	1
558	определяет собой	2	1
559	же после	6	1
560	к концу	1	1
561	к ней	1	1
562	видим что	2	1
563	за исключением	1	1
564	уже говорили	1	1
565	одного факта	1	1
566	и его	5	1
567	техники и	1	1
568	только с	2	1
569	мысли которые	1	1
570	ли это	3	1
571	если только	1	1
572	видеть что	1	1
573	не потому	2	1
574	может показаться	1	1
575	или ином	1	1
576	и пытаются	1	1
577	конечно только	1	1
578	обстоятельство что	1	1
579	была всегда	1	1
580	уже о	1	1
581	начиная с	1	1
582	и заключается	1	1
583	есть только	2	1
584	да и	3	1
585	нам пришлось	1	1
586	всего что	1	1
587	бы он	1	1
588	некоторой степени	1	1
589	оно может	1	1
590	то непосредственное	1	1
591	заставить их	1	1
592	не забудем	1	1
593	всех сторон	1	1
594	что составляет	3	1
595	техника и	1	1
596	не могу	1	1
597	без всякого	2	1
598	что психология	2	1
599	которые все	1	1
600	а другая	1	1
601	мысль о	1	1
602	на той	1	1
603	с самого	5	1
604	стремлении к	1	1
605	то время	2	1
606	так в	1	1
607	и прочее	1	1
608	как с	1	1
609	не выдерживают	1	1
610	за то	3	1
611	не трудно	1	1
612	даже что	1	1
613	именно этот	1	1
614	открытий которые	1	1
