N	3gram	Bakhtin_Pr_5	TeoriaLi
1	по отношению к	6	8
2	в отличие от	2	7
3	в том что	2	6
4	то же время	10	6
5	в то же	10	6
6	так и не	1	5
7	в данном случае	1	5
8	с другой стороны	3	3
9	тем не менее	1	3
10	можно сказать что	1	3
11	в свою очередь	1	3
12	той или иной	4	3
13	в этом смысле	3	3
14	и того же	1	2
15	всех без исключения	1	2
16	в слове о	2	2
17	с точки зрения	2	2
18	отношению к герою	1	2
19	и то же	3	2
20	одно и то	3	2
21	то что они	1	2
22	не только не	1	2
23	одного и того	1	2
24	сама по себе	1	2
25	не может быть	3	2
26	как и в	1	2
27	чего бы то	2	1
28	а между тем	3	1
29	самим собою в	1	1
30	в той или	4	1
31	он мог бы	1	1
32	дело в том	1	1
33	по ту сторону	1	1
34	вмещает в себя	1	1
35	однако в отличие	1	1
36	подобно тому как	2	1
37	никак не может	1	1
38	в этом случае	1	1
39	со всех сторон	1	1
40	и для других	1	1
41	и в то	2	1
42	по своей структуре	1	1
43	что он не	1	1
44	не входит в	1	1
45	бы то ни	3	1
46	с которыми он	1	1
47	с самим собою	7	1
48	говорит что он	1	1
49	человека с человеком	2	1
50	он ни был	1	1
51	во всей своей	1	1
52	по крайней мере	1	1
53	никогда не бывает	1	1
54	может быть и	1	1
55	этом смысле можно	1	1
56	в значительной степени	1	1
57	ибо и в	1	1
58	и со всеми	1	1
59	то ни было	3	1
60	в отношении к	7	1
61	оно стремится к	2	1
62	кто бы они	1	1
63	и по отношению	1	1
64	и как бы	1	1
65	и пусть пусть	1	1
66	продолжением и развитием	1	1
67	как бы в	1	1
68	здесь как бы	1	1
69	в то время	1	1
70	всей своей полноте	1	1
71	не случайно они	1	1
72	человека с его	1	1
73	отношению к самому	1	1
74	о том что	1	1
75	и прежде всего	4	1
76	но в то	4	1
77	в реальной действительности	1	1
78	и в слове	2	1
79	именно потому что	2	1
80	бы они ни	1	1
81	они ни были	1	1
82	жизнь в которой	1	1
83	к одному из	1	1
84	в большинстве случаев	2	1
85	больше и больше	1	1
86	но вы как	1	1
87	в том и	1	1
88	а в то	1	1
89	для того чтобы	1	1
90	том что он	1	1
91	о мире и	2	1
92	к тому же	3	1
93	отношении к нему	1	1
94	помимо его воли	1	1
95	входит в его	1	1
