N	2gram	Tiupa_Narr_1	Stilisti
1	и в	19	42
2	не только	32	27
3	как бы	4	27
4	и т.п	8	24
5	прежде всего	4	22
6	и т.д	7	20
7	внутренней речи	1	18
8	хотя бы	4	17
9	то же	4	15
10	но и	23	15
11	и не	20	14
12	не может	10	12
13	может быть	25	12
14	мы уже	1	11
15	как и	7	11
16	точки зрения	10	11
17	отнюдь не	5	10
18	в этом	17	10
19	и как	5	10
20	как мы	3	10
21	что мы	2	10
22	мы не	1	9
23	при этом	9	9
24	в то	3	9
25	то что	11	9
26	в ней	3	8
27	все же	7	8
28	в себе	8	8
29	таким образом	1	8
30	тем самым	6	8
31	речевого общения	1	8
32	и на	3	7
33	было бы	4	7
34	и тем	4	7
35	никогда не	3	7
36	же время	4	7
37	потому что	1	7
38	ничего не	2	7
39	с его	6	7
40	слов и	1	7
41	только в	4	7
42	и его	5	7
43	мы можем	1	7
44	а не	12	7
45	и от	1	7
46	во всех	1	6
47	мы будем	1	6
48	точкой зрения	2	6
49	точку зрения	4	6
50	в этой	5	6
51	на его	1	6
52	в нем	4	6
53	не в	14	6
54	в процессе	1	6
55	в области	2	6
56	когда мы	2	6
57	так и	9	6
58	в форме	5	6
59	в конце	1	6
60	или иной	5	6
61	речи и	1	6
62	в свою	3	6
63	обратное влияние	1	5
64	уже в	3	5
65	в той	6	5
66	независимо от	2	5
67	и наконец	1	5
68	и с	4	5
69	того или	2	5
70	мы видели	1	5
71	с точки	2	5
72	а в	11	5
73	не является	8	5
74	же самое	1	5
75	те же	4	5
76	в его	9	5
77	и является	1	5
78	слова в	1	5
79	точек зрения	2	5
80	как это	6	5
81	своей жизни	1	5
82	или иного	2	5
83	и то	1	4
84	самом деле	2	4
85	или иную	2	4
86	себя в	5	4
87	что именно	2	4
88	и к	1	4
89	но в	6	4
90	в самом	1	4
91	что это	3	4
92	так сказать	1	4
93	уже не	5	4
94	можно было	2	4
95	его в	2	4
96	ту или	2	4
97	на него	3	4
98	у нас	1	4
99	но все	4	4
100	всего в	1	4
101	к тому	7	4
102	той или	4	4
103	свою очередь	3	4
104	языка и	2	4
105	было в	2	4
106	если бы	1	4
107	о том	6	4
108	можно сказать	5	4
109	все время	1	4
110	того что	1	4
111	один из	3	4
112	с появлением	1	4
113	мы увидим	1	4
114	в качестве	21	4
115	точка зрения	6	4
116	о своей	2	4
117	связаны с	1	4
118	повествования о	1	4
119	а с	3	4
120	и пр	1	4
121	в слове	1	4
122	то есть	19	4
123	к своему	1	4
124	не что	2	4
