N	2gram	Vygotskiy__2	Poddanst
1	не только	15	17
2	и в	15	14
3	и не	7	12
4	в области	1	11
5	в этом	19	10
6	в отношении	6	10
7	в качестве	4	9
8	но в	6	9
9	то же	5	9
10	в том	33	9
11	в пределах	1	8
12	хотя бы	4	8
13	только в	4	7
14	в ней	1	6
15	было бы	10	6
16	но и	10	6
17	быть может	2	6
18	в смысле	1	6
19	в которых	3	5
20	с другой	6	5
21	может быть	9	5
22	не в	8	5
23	и о	1	5
24	если бы	8	4
25	а также	2	4
26	в своем	9	4
27	и к	6	4
28	как бы	7	4
29	и если	1	4
30	том что	27	4
31	не может	9	4
32	и потому	1	4
33	в котором	2	4
34	по себе	7	4
35	что в	14	4
36	мы должны	6	4
37	а в	4	4
38	то что	20	4
39	мы не	10	3
40	сводится к	1	3
41	столь же	2	3
42	между тем	1	3
43	это не	5	3
44	вслед за	1	3
45	и как	2	3
46	тот же	7	3
47	с одной	7	3
48	в себе	2	3
49	в нем	1	3
50	сами по	1	3
51	для того	10	3
52	заключается в	8	3
53	прежде всего	4	3
54	одной стороны	7	3
55	с тем	1	3
56	что мы	9	3
57	с точки	18	3
58	но не	3	3
59	наряду с	2	3
60	могут быть	2	3
61	тем самым	3	3
62	потому что	7	3
63	точки зрения	26	3
64	я и	1	3
65	в настоящий	1	3
66	и это	3	2
67	в сфере	1	2
68	в ее	1	2
69	переход от	4	2
70	и есть	2	2
71	есть не	1	2
72	с с	2	2
73	которую мы	2	2
74	по сравнению	5	2
75	является в	1	2
76	есть нечто	2	2
77	только это	1	2
78	которое в	1	2
79	время в	1	2
80	во всех	2	2
81	говорить о	2	2
82	в общем	3	2
83	во всей	5	2
84	со стороны	3	2
85	отнюдь не	2	2
86	с этим	3	2
87	того что	17	2
88	стороны и	2	2
89	ii в	1	2
90	к чему	2	2
91	х и	1	2
92	бы ни	2	2
93	теперь в	2	2
94	думать что	1	2
95	в начале	4	2
96	и других	2	2
97	в его	2	2
98	из них	3	2
99	где бы	1	2
100	в виде	1	2
101	не к	1	2
102	в силу	2	2
103	и вот	1	2
104	сторона вопроса	1	2
105	как раз	4	2
106	и с	4	2
107	точек зрения	1	2
108	именно в	2	2
109	и мы	2	2
110	и тем	2	2
111	в жизни	1	2
112	для них	1	2
113	в них	4	2
114	а не	3	2
115	должно быть	2	2
116	в эту	4	2
117	более чем	1	2
118	эта идея	1	2
119	не будем	1	2
120	друг другу	1	2
121	в тот	1	2
122	все это	4	2
123	одна из	1	2
124	да и	1	2
125	еще более	1	2
126	тем более	3	2
127	для нас	4	2
128	исключительно в	1	2
129	в частности	6	2
130	так называемые	1	2
131	как на	1	2
132	том числе	3	2
133	в применении	2	1
134	от этой	1	1
135	равным образом	1	1
136	также и	2	1
137	же как	2	1
138	с другом	2	1
139	связана с	4	1
140	но чтобы	1	1
141	и то	1	1
142	должны здесь	1	1
143	как известно	6	1
144	на основе	7	1
145	как по	2	1
146	в себя	2	1
147	по преимуществу	1	1
148	применении к	1	1
149	собственном смысле	3	1
150	чтобы дать	1	1
151	это такое	1	1
152	за то	2	1
153	те же	3	1
154	особенно в	1	1
155	по природе	1	1
156	в борьбе	1	1
157	и само	2	1
158	бы что	2	1
159	что уже	1	1
160	для этого	3	1
161	чем другие	1	1
162	в собственном	3	1
163	находится в	2	1
164	почти исключительно	1	1
165	с ее	2	1
166	и ее	3	1
167	именно потому	1	1
168	есть сейчас	1	1
169	и здесь	1	1
170	может не	1	1
171	и что	8	1
172	были бы	2	1
173	и на	1	1
174	он был	1	1
175	и который	1	1
176	ответа на	1	1
177	с его	4	1
178	вопросу о	1	1
179	связь между	5	1
180	стремления и	1	1
181	момента и	1	1
182	борьбе с	1	1
183	что и	2	1
184	отличие от	3	1
185	есть с	1	1
186	интересов и	1	1
187	также в	1	1
188	в истории	6	1
189	по количеству	1	1
190	и мир	1	1
191	вот как	1	1
192	эта проблема	5	1
193	в современной	1	1
194	известном смысле	1	1
195	мысль и	2	1
196	все же	4	1
197	этой последней	1	1
198	и где	1	1
199	в отрыве	1	1
200	обе эти	1	1
201	вопросом о	2	1
202	культурного развития	1	1
203	мы видим	4	1
204	действие в	1	1
205	два основных	1	1
206	более или	2	1
207	должен быть	2	1
208	в самом	11	1
209	только то	1	1
210	но как	1	1
211	в которой	4	1
212	во времени	1	1
213	бы и	3	1
214	что составляет	1	1
215	что это	6	1
216	формы в	1	1
217	могли бы	4	1
218	вопрос об	2	1
219	представляет собой	2	1
220	из этих	4	1
221	тот или	1	1
222	если мы	6	1
223	именно на	1	1
224	человека с	1	1
225	в известном	2	1
226	оказывается в	1	1
227	переходит в	1	1
228	что его	4	1
229	только один	1	1
230	сливаются в	1	1
231	себе те	1	1
232	уже в	5	1
233	только на	1	1
234	этот вывод	2	1
235	на то	6	1
236	но на	3	1
237	в наших	1	1
238	положение что	2	1
239	сделать то	1	1
240	этого процесса	1	1
241	только к	1	1
242	насколько мы	1	1
243	мы знаем	7	1
244	мир в	1	1
245	одно из	1	1
246	и центрального	1	1
247	эта вторая	1	1
248	что каждая	2	1
249	к ним	1	1
250	исторические и	1	1
251	друг друга	5	1
252	мы можем	10	1
253	и только	3	1
254	само по	2	1
255	при отсутствии	1	1
256	и по	3	1
257	дело идет	1	1
258	с собой	3	1
259	одно и	1	1
260	не хотим	2	1
261	многих других	1	1
262	бы это	1	1
263	а затем	1	1
264	как автор	1	1
265	связанные с	1	1
266	из двух	3	1
267	не были	1	1
268	или иной	2	1
269	из всех	2	1
270	развития в	6	1
271	на этой	2	1
272	его в	1	1
273	связаны с	1	1
274	и тех	1	1
275	живет в	2	1
276	полноте и	1	1
277	а с	4	1
278	в природе	1	1
279	бы нас	1	1
280	народов как	1	1
281	что не	1	1
282	или хотя	1	1
283	в ином	2	1
284	обратиться к	1	1
285	которая и	1	1
286	где он	1	1
287	в этой	6	1
288	идеи в	1	1
289	в реальной	1	1
290	отношения в	1	1
291	личности не	3	1
292	на основании	1	1
293	и преимущественно	1	1
294	как и	6	1
295	с которым	1	1
296	в свете	1	1
297	явления которые	1	1
298	бы ее	1	1
299	душа и	1	1
300	в развитии	26	1
301	нисколько не	2	1
302	когда в	2	1
303	должна была	1	1
304	являются наиболее	1	1
305	и еще	1	1
306	или менее	2	1
307	но до	1	1
308	отрыве от	2	1
309	речь но	1	1
310	что если	2	1
311	в ходе	1	1
312	что истина	1	1
313	и при	1	1
314	так же	4	1
315	и особенно	3	1
316	усомниться в	1	1
317	всяком случае	6	1
318	все основные	1	1
319	прийти к	2	1
320	что именно	3	1
321	место в	1	1
322	на каждом	1	1
323	в отличие	3	1
324	мысли и	1	1
325	бы мы	2	1
326	в данном	3	1
327	вопрос о	5	1
328	сравнению с	5	1
329	как одна	1	1
330	к конечному	1	1
