N	2gram	Tiupa_Vved_1	Psycholo
1	то что	6	37
2	и в	13	30
3	в том	10	27
4	что в	3	24
5	и что	1	23
6	потому что	5	23
7	том что	7	21
8	того чтобы	1	20
9	таким образом	4	20
10	как бы	4	19
11	на то	1	17
12	что он	1	17
13	не только	20	16
14	и мы	1	16
15	если мы	1	16
16	в этом	21	14
17	в самом	2	14
18	то есть	8	13
19	как раз	2	13
20	так же	1	13
21	в сущности	1	12
22	с одной	5	12
23	одной стороны	5	12
24	вместе с	1	12
25	может быть	18	11
26	если бы	7	11
27	что мы	2	11
28	о том	5	10
29	никогда не	4	9
30	с другой	5	9
31	не может	7	9
32	сказать что	1	9
33	мы увидим	1	9
34	самом деле	3	8
35	мы имеем	5	8
36	что это	1	8
37	при этом	26	8
38	с тем	1	8
39	не в	6	8
40	сущности говоря	1	8
41	к тому	6	8
42	тому что	1	8
43	того что	6	8
44	мы видим	1	8
45	а не	15	8
46	могут быть	4	8
47	то же	5	7
48	зависимости от	1	7
49	но не	5	7
50	все же	6	7
51	в нем	5	7
52	точки зрения	1	7
53	по себе	2	7
54	в основе	3	7
55	мы можем	2	7
56	действующих лиц	2	7
57	героя и	3	7
58	как это	1	7
59	в зависимости	1	6
60	в своем	5	6
61	и если	1	6
62	что она	1	6
63	на этом	1	6
64	что все	1	6
65	как и	11	6
66	никак не	2	6
67	и его	5	6
68	как будто	4	6
69	в совершенно	1	6
70	или в	1	6
71	о котором	2	6
72	и тем	2	6
73	уже в	1	6
74	тем что	2	6
75	мы воспринимаем	1	6
76	но и	19	6
77	и не	12	6
78	и для	3	6
79	жизни и	7	6
80	в искусстве	1	6
81	еще не	7	5
82	ответ на	1	5
83	что они	1	5
84	в себе	5	5
85	в целом	3	5
86	в этой	1	5
87	было бы	4	5
88	несмотря на	1	5
89	же самое	1	5
90	как мы	3	5
91	но в	6	5
92	сводится к	4	5
93	один из	3	5
94	в двух	1	5
95	дело с	2	5
96	только в	6	5
97	а с	2	5
98	и потому	1	5
99	мы переживаем	1	5
100	бы в	3	5
101	обратиться к	2	5
