N	4gram	Vygotskiy__3	Psycholo
1	заключается в том что	6	4
2	указывает на то что	1	3
3	в малой степени не	1	2
4	в то время как	4	2
5	ни в малой степени	1	2
6	все более и более	1	2
7	и вместе с тем	2	2
8	это имеет место в	1	2
9	мы могли бы сказать	3	1
10	только в том что	2	1
11	мы уже говорили что	2	1
12	что с одной стороны	1	1
13	как мы увидим ниже	1	1
14	с этой точки зрения	2	1
15	одной и той же	2	1
16	состоит в том что	3	1
17	это или не так	1	1
18	в том что она	1	1
19	нового по сравнению с	1	1
20	мы никогда не можем	1	1
21	мы могли бы формулировать	1	1
22	заключается в том чтобы	1	1
23	как это имеет место	1	1
24	ясно до какой степени	1	1
25	а отнюдь не как	1	1
