N	3gram	Tiupa_Disk_1	formyVre
1	то же время	4	9
2	в то же	3	6
3	и того же	2	5
4	одного и того	2	5
5	и в то	1	5
6	в связи с	1	5
7	в том числе	2	4
8	времени и пространства	1	4
9	по отношению к	9	3
10	до сих пор	1	3
11	в этом отношении	1	3
12	одно и то	1	3
13	не могло быть	1	3
14	в одно и	1	3
15	до нас в	1	3
16	не может быть	3	3
17	и то же	1	3
18	но все же	1	2
19	дело в том	1	2
20	и в особенности	2	2
21	также и в	1	2
22	в соответствии с	2	2
23	одной стороны и	2	2
24	как раз и	1	2
25	с точки зрения	1	2
26	и не только	2	2
27	не было и	1	2
28	в отличие от	4	2
29	в строгом смысле	1	2
30	том числе и	2	2
31	вместе с тем	1	2
32	в xvii веке	1	2
33	не только в	2	2
34	с одной стороны	9	2
35	по природе своей	5	2
36	под углом зрения	1	2
37	в нем нет	1	2
38	с самого начала	1	2
39	существенную роль в	3	2
40	и прежде всего	1	2
41	той или иной	3	2
42	в том что	13	2
43	как и в	1	2
44	к тому же	4	2
45	по своей природе	2	1
46	строится на мотивах	1	1
47	и может быть	1	1
48	и в различных	1	1
49	на том что	1	1
50	до наших дней	1	1
51	в одном ряду	1	1
52	по исторической поэтике	1	1
53	его таким образом	1	1
54	том что в	2	1
55	прежде всего в	1	1
56	громадное значение в	1	1
57	то есть к	1	1
58	мотивах превращения и	1	1
59	тех случаях когда	1	1
60	по себе они	1	1
61	сами по себе	2	1
62	точка зрения на	1	1
63	отнюдь не предполагает	1	1
64	автора и читателей	1	1
65	сказать что жанр	1	1
66	говорит о том	1	1
67	в истории этого	1	1
68	на мотивах превращения	1	1
69	в тех случаях	1	1
70	что во всех	1	1
71	до известной степени	1	1
72	в значительной степени	2	1
73	превращения и тождества	1	1
74	в данном случае	2	1
75	и т.д эта	1	1
76	не было в	2	1
77	в основе этих	1	1
78	еще не было	1	1
79	так и в	1	1
80	и как бы	3	1
81	отца к сыну	1	1
82	в последующие века	1	1
83	для подглядывания и	1	1
84	во всяком случае	1	1
85	в новое время	1	1
86	и в том	1	1
87	поздней стадии развития	1	1
88	было и не	1	1
89	во всех этих	1	1
90	весьма существенную роль	1	1
91	уже одно это	1	1
92	всегда строится на	1	1
93	от отца к	1	1
94	то есть все	1	1
95	в свою очередь	3	1
96	в этом случае	1	1
97	о том что	5	1
98	образ сказочного человека	1	1
99	то есть в	2	1
100	но отнюдь не	2	1
101	или во всяком	1	1
102	и все прочие	1	1
103	иное значение чем	1	1
104	еще и в	1	1
105	значительную роль в	1	1
106	во всех его	1	1
107	истории этого жанра	1	1
108	дошли до нас	1	1
109	то что происходило	1	1
110	но в качестве	2	1
111	только в организации	1	1
112	здесь как и	1	1
113	в себе не	1	1
114	и не могло	1	1
