N	2gram	Voloshinov_1	KFilosof
1	может быть	14	43
2	в его	2	39
3	в нем	6	31
4	не может	16	27
5	и не	10	26
6	по отношению	11	25
7	и в	12	22
8	в себе	3	21
9	отношению к	11	21
10	в котором	3	21
11	не есть	2	19
12	в ее	1	17
13	и его	13	17
14	а не	5	17
15	только в	6	16
16	точки зрения	14	13
17	в этом	4	13
18	для него	3	12
19	ни в	3	12
20	и это	1	12
21	но не	2	12
22	все эти	3	11
23	к нему	4	11
24	не в	4	11
25	в своей	3	11
26	во всех	1	10
27	это не	2	10
28	с точки	2	10
29	в своем	2	10
30	все это	3	10
31	и все	2	9
32	и для	3	9
33	но и	3	9
34	в целом	1	9
35	для нее	1	9
36	бытия и	1	9
37	как бы	13	9
38	жизни и	4	8
39	не было	1	8
40	если бы	9	8
41	было бы	1	8
42	вовсе не	1	7
43	быть только	2	7
44	и здесь	2	7
45	в себя	2	7
46	то что	5	7
47	на основе	1	7
48	что и	2	7
49	себя в	1	7
50	конечно не	3	7
51	момент в	1	6
52	смысл и	2	6
53	и их	1	6
54	в смысле	1	6
55	менее всего	1	6
56	отношение к	4	6
57	в том	6	6
58	и только	1	6
59	за вычетом	1	6
60	отнюдь не	5	6
61	уже не	4	6
62	он не	2	6
63	но это	2	6
64	не знает	1	5
65	все же	4	5
66	жизни в	1	5
67	как и	5	5
68	его как	2	5
69	хотя бы	5	5
70	там где	2	5
71	с ним	3	5
72	что я	1	5
73	но все	2	5
74	никогда не	5	5
75	должно быть	1	5
76	мы имеем	2	5
77	в основе	1	5
78	именно в	1	5
79	то же	5	5
80	ее и	3	5
81	но в	5	5
82	его в	4	5
83	но эта	1	5
84	в событии	2	5
85	не только	4	5
86	от его	1	5
87	места в	1	4
88	входит в	1	4
89	место в	2	4
90	только как	1	4
91	при этом	6	4
92	поскольку мы	1	4
93	ценности и	1	4
94	в каком	3	4
95	как его	1	4
96	в одном	1	4
97	проникает в	1	4
98	для нас	7	4
99	что в	2	4
100	здесь мы	1	4
101	между тем	3	4
102	в чем	2	4
103	не как	1	4
104	ни было	4	4
105	к ним	2	4
106	вне ее	1	4
107	чем не	1	4
108	том что	5	4
109	и совершенно	2	3
110	нем и	1	3
111	еще не	3	3
112	в другом	1	3
113	эти моменты	2	3
114	может дать	1	3
115	этом смысле	1	3
116	и тем	1	3
117	тогда когда	2	3
118	не должно	1	3
119	но конечно	2	3
120	здесь не	3	3
121	должна быть	5	3
122	не менее	3	3
123	из его	1	3
124	рядом с	1	3
125	и должна	1	3
126	что это	1	3
127	независимо от	2	3
128	вступает в	1	3
129	мы не	3	3
130	бы не	2	3
131	слово не	1	3
132	от него	1	3
133	моменты и	1	3
134	тем как	2	3
135	и пр	3	3
136	а эта	1	3
137	нигде не	1	3
138	того что	3	3
139	из него	2	3
140	а лишь	1	3
141	в корне	2	3
142	на самом	4	3
143	в момент	2	3
144	в современной	1	3
145	что не	4	3
146	но можно	1	3
147	в то	2	3
148	нему в	1	3
149	ясно что	3	3
150	ничего не	2	3
151	в виду	5	3
152	не должен	1	3
153	от того	4	3
154	могут быть	2	3
155	о том	3	3
156	и на	4	3
157	до конца	2	3
158	положения в	1	3
159	быть и	3	3
160	положения и	1	3
161	или иного	1	3
162	самом деле	3	3
163	в ней	6	3
164	себе и	1	3
165	и делает	1	3
166	в свою	1	3
167	и тот	1	2
168	отношении к	3	2
169	и того	1	2
170	но есть	1	2
171	было дано	1	2
172	же время	1	2
173	видения и	1	2
174	сюда и	1	2
175	бы оно	2	2
176	включая сюда	1	2
177	бы то	3	2
178	прежде всего	8	2
179	не нужен	1	2
180	так и	4	2
181	думать что	1	2
182	в виде	1	2
183	в жизни	5	2
184	которого и	1	2
185	его и	1	2
186	вошли в	1	2
187	оценки и	2	2
188	та же	1	2
189	того чтобы	1	2
190	по себе	3	2
191	и мы	1	2
192	продуктом и	1	2
193	подхода к	1	2
194	контекста в	2	2
195	ничего общего	1	2
196	то ни	3	2
197	которой он	1	2
198	или иным	1	2
199	его к	2	2
200	сводится к	1	2
201	оно не	2	2
202	себе как	1	2
203	это уже	1	2
204	ибо нет	1	2
205	этих моментов	1	2
206	содержания и	2	2
207	конечно в	2	2
208	дело с	2	2
209	чтобы не	1	2
210	кажется что	1	2
211	это только	1	2
212	единство мира	1	2
213	жизнь и	1	2
214	я и	1	2
215	сознания не	1	2
216	события и	1	2
217	случае мы	1	2
218	он имеет	1	2
219	один и	1	2
220	как в	5	2
221	но этот	2	2
222	и единство	1	2
223	человек и	1	2
224	тот же	1	2
225	стал бы	1	2
226	дело в	4	2
227	еще более	1	2
228	это и	1	2
229	и потому	2	2
230	к содержанию	6	2
231	к которой	1	2
232	тем не	3	2
233	едва ли	2	2
234	суждения и	1	2
235	для этого	1	2
236	и она	1	2
237	из нее	1	2
238	и та	2	2
239	в процессе	6	2
240	как к	3	2
241	не нужно	1	2
242	в качестве	1	2
243	и ценности	1	2
244	и эта	1	2
245	себя и	2	2
246	с его	2	2
247	каждый момент	2	2
248	герой и	1	2
249	не остается	2	2
250	мы здесь	1	2
251	в области	1	2
252	не из	1	2
253	к этому	2	2
254	и то	2	2
255	для этой	1	2
256	имеем в	2	2
257	а с	1	2
258	все остальные	1	2
259	она могла	1	2
260	ее до	1	2
261	всей его	1	2
262	основе своей	1	2
263	но для	3	2
264	в данном	2	2
265	и историческая	1	1
266	за его	2	1
267	и содержания	2	1
268	и из	1	1
269	на один	2	1
270	экономических и	1	1
271	точек зрения	3	1
272	который и	1	1
273	это событие	1	1
274	форму и	2	1
275	и иных	1	1
276	полагать что	1	1
277	нуждается в	3	1
278	когда мы	1	1
279	всех сторон	1	1
280	в значительной	1	1
281	и с	3	1
282	же не	1	1
283	оно неизбежно	1	1
284	и наконец	3	1
285	во всяком	1	1
286	и созерцателя	3	1
287	подчиняется в	1	1
288	должны быть	1	1
289	она будет	1	1
290	позицию по	1	1
291	можно сказать	5	1
292	вместе с	2	1
293	исходит из	1	1
294	т.е к	1	1
295	в литературе	4	1
296	или не	3	1
297	если оно	1	1
298	однако он	1	1
299	этой задачи	1	1
300	себе в	1	1
301	является только	1	1
302	не к	3	1
303	для всего	1	1
304	существенный момент	1	1
305	и ее	3	1
306	ровно ничего	1	1
307	путем чисто	1	1
308	но при	1	1
309	является еще	1	1
310	одна и	1	1
311	к другим	1	1
312	зависит от	2	1
313	возможна только	2	1
314	или просто	1	1
315	связь с	2	1
316	моментами его	1	1
317	была бы	2	1
318	с ней	1	1
319	оторвано от	1	1
320	можно в	1	1
321	она становится	1	1
322	настоящее время	2	1
323	в большинстве	1	1
324	ним в	1	1
325	в какой	2	1
326	и так	2	1
327	и во	1	1
328	но мы	2	1
329	приходится признать	1	1
330	включает в	1	1
331	то есть	1	1
332	том кто	1	1
333	так называемые	1	1
334	не найдем	1	1
335	художественного творчества	3	1
336	умирает в	1	1
337	относятся к	1	1
338	быть понято	1	1
339	быть понята	1	1
340	не существует	1	1
341	один миг	1	1
342	как если	4	1
343	кто-нибудь стал	1	1
344	нем но	1	1
345	и было	1	1
346	и он	1	1
347	в нашем	11	1
348	является попытка	2	1
349	ли кто-нибудь	1	1
350	что уже	1	1
351	одно из	1	1
352	всякого действительного	1	1
353	ведь это	1	1
354	каких бы	1	1
355	эта же	1	1
356	мысли чувства	1	1
357	не можем	1	1
358	когда он	3	1
359	в отношении	2	1
360	по своей	1	1
361	в искусстве	1	1
362	форма не	1	1
363	своим содержанием	1	1
364	как не	2	1
365	здесь вовсе	1	1
366	в содержание	3	1
367	между ними	2	1
368	имеет дело	1	1
369	культуры в	1	1
370	к действительной	1	1
371	связанных с	1	1
372	может претендовать	1	1
373	для живого	1	1
374	содержательной стороне	1	1
375	являются лишь	1	1
376	само слово	1	1
377	к тому	1	1
378	не имеют	1	1
379	чувства в	1	1
380	слова и	6	1
381	виду и	1	1
382	значительной степени	1	1
383	хотя и	1	1
384	извне как	2	1
385	в этих	2	1
386	оно становится	1	1
387	на все	2	1
388	и продукт	1	1
389	и к	4	1
390	значение смысл	1	1
391	каково бы	1	1
392	можно только	1	1
393	процессе ее	1	1
394	они не	1	1
395	по самому	1	1
396	противном случае	1	1
397	а форма	1	1
398	контекст и	2	1
399	с ее	1	1
400	и всякого	1	1
401	со всех	2	1
402	дано в	1	1
403	бы действительно	1	1
404	действительно произнесенное	1	1
405	т.е как	1	1
406	выйти из	1	1
407	в душе	2	1
408	ни была	1	1
409	но эти	1	1
410	на границе	3	1
411	к его	2	1
412	он находится	1	1
413	она в	1	1
414	как единство	1	1
415	конечном счете	1	1
416	ориентируется в	1	1
417	входящего в	1	1
418	и т.п	1	1
419	свою очередь	1	1
420	в противном	1	1
421	остается в	1	1
422	моменты его	1	1
423	мы должны	1	1
424	и о	1	1
425	зависимости от	4	1
426	каким бы	1	1
427	тем же	1	1
428	имеет место	2	1
429	стороны его	1	1
430	бы только	1	1
431	события а	1	1
432	в истории	1	1
433	нечего делать	1	1
434	при таком	1	1
435	единство и	1	1
436	всяком случае	1	1
437	и таким	1	1
438	перестает быть	2	1
439	нуждаются в	1	1
440	характер и	1	1
441	и можно	1	1
442	содержание можно	1	1
443	оно ни	1	1
444	единство а	1	1
445	ясность и	2	1
446	содержание но	1	1
447	конечно только	1	1
448	что все	1	1
449	ту же	1	1
450	в содержании	1	1
451	не совпадает	1	1
452	близости к	1	1
453	его эстетической	1	1
454	как одно	1	1
455	и др	5	1
456	к пониманию	1	1
457	равно как	1	1
458	здесь на	1	1
459	мы уже	1	1
460	но прежде	1	1
461	метод может	1	1
462	на этом	1	1
463	а к	2	1
464	свой смысл	1	1
465	права и	1	1
466	но из	1	1
467	оказывается моментом	1	1
468	в настоящее	2	1
469	том же	1	1
470	форма суждения	1	1
471	что именно	1	1
472	мы ни	5	1
473	показать что	1	1
474	в самом	4	1
475	только для	1	1
476	бы иными	1	1
477	только к	1	1
478	такой же	2	1
479	совпадает с	2	1
480	оставаясь в	1	1
481	и признания	1	1
482	мы никогда	2	1
483	мы можем	2	1
484	и менее	1	1
485	пространстве и	1	1
486	бы эта	1	1
487	лучшем случае	1	1
488	она не	2	1
489	и оба	1	1
490	что мы	5	1
491	несмотря на	1	1
492	этого бытия	1	1
493	нет ничего	2	1
494	его содержание	1	1
495	и автора	1	1
496	момента и	1	1
497	ведь и	3	1
498	друг друга	1	1
499	живет и	1	1
500	здесь же	1	1
501	признать что	1	1
502	столь же	1	1
503	но отнюдь	2	1
504	все они	2	1
505	это ценностное	1	1
506	же самое	2	1
507	в конечном	1	1
508	конечно дело	1	1
509	с которой	1	1
510	миг не	1	1
511	все равно	1	1
512	нашей работы	1	1
513	она должна	1	1
514	его для	1	1
515	формальных моментов	1	1
516	уже во	1	1
517	содержанию как	1	1
518	он должен	3	1
519	жизнью и	2	1
520	делает его	2	1
521	что она	1	1
522	ним извне	1	1
523	в интонации	6	1
524	и уже	3	1
525	нужно думать	1	1
526	если мы	1	1
527	может стать	2	1
528	но уже	1	1
529	есть только	1	1
530	эта последняя	2	1
531	так как	9	1
532	не является	1	1
533	только на	3	1
534	миру и	1	1
535	остается только	1	1
536	уже и	1	1
537	он как	1	1
538	все моменты	1	1
539	и психологический	1	1
540	ни на	2	1
541	любит и	2	1
542	в лучшем	1	1
543	все в	1	1
544	как о	1	1
545	характерной чертой	1	1
546	что форма	2	1
547	где ее	1	1
548	и по	3	1
549	и теоретическая	1	1
550	является и	1	1
551	приближения к	1	1
552	в зависимости	2	1
553	он будет	1	1
554	к предмету	5	1
