N	2gram	Trubetskoy_1	Istorich
1	что он	6	24
2	и т	3	19
3	не только	9	18
4	может быть	9	17
5	и в	14	15
6	никогда не	5	15
7	так как	4	14
8	но и	10	14
9	так же	2	13
10	знаем что	3	12
11	что в	4	12
12	то что	13	12
13	а в	5	12
14	в этом	17	11
15	об этом	1	11
16	в этих	2	11
17	мы знаем	1	11
18	и не	19	11
19	то же	11	10
20	что они	3	10
21	его в	4	10
22	этих случаях	1	10
23	еще не	3	9
24	все же	4	9
25	в другом	3	9
26	с тем	6	9
27	потому что	5	9
28	должны были	1	8
29	он не	5	8
30	связи с	3	8
31	один из	1	8
32	мы можем	2	8
33	в нем	5	7
34	таким образом	11	7
35	том что	9	7
36	не в	4	7
37	вместе с	4	7
38	сих пор	5	7
39	то это	3	6
40	но в	2	6
41	что это	3	6
42	и что	2	6
43	в его	4	6
44	что и	3	6
45	мы уже	2	6
46	так что	2	6
47	до сих	5	6
48	как бы	4	6
49	в том	17	6
50	только в	5	6
51	точно так	2	6
52	же как	1	5
53	и есть	2	5
54	с этим	2	5
55	и наконец	2	5
56	но все	1	5
57	было бы	5	5
58	этого не	2	5
59	в котором	2	5
60	на него	1	5
61	что при	1	5
62	можно было	4	5
63	так и	1	5
64	связан с	1	5
65	она не	2	5
66	к нему	2	5
67	прежде всего	8	5
68	к которому	1	5
69	представления о	1	5
70	а не	2	5
71	в связи	1	5
72	не может	22	5
73	этом случае	3	5
74	к тому	7	5
75	что эти	1	4
76	в ней	2	4
77	и на	5	4
78	в одной	1	4
79	в себе	9	4
80	не видят	1	4
81	все эти	2	4
82	в этой	4	4
83	при этом	5	4
84	и с	7	4
85	вопрос о	5	4
86	для нас	2	4
87	его и	2	4
88	у него	2	4
89	тем что	3	4
90	связь с	1	4
91	но это	2	4
92	в область	1	4
93	не должен	2	4
94	мы должны	7	4
95	одной из	3	4
96	к этой	4	4
97	они не	1	4
98	особенно часто	1	3
99	мы не	1	3
100	дать ему	1	3
101	он был	1	3
102	что ее	1	3
103	когда он	1	3
104	привести к	1	3
105	из этих	3	3
106	в очень	1	3
107	на то	5	3
108	всех этих	3	3
109	здесь мы	1	3
110	уже знаем	1	3
111	хотя в	1	3
112	в их	4	3
113	с одним	1	3
114	как будто	2	3
115	общественное мнение	1	3
116	и это	1	3
117	но по	1	3
118	в себя	1	3
119	роль в	1	3
120	мог бы	1	3
121	о том	7	3
122	должно было	1	3
123	того что	3	3
124	в качестве	3	3
125	же и	1	3
126	по отношению	2	3
127	в состоянии	1	3
128	в других	2	3
129	как это	1	3
130	все это	6	3
131	между прочим	1	3
132	силу и	1	3
133	но если	3	3
134	отношению к	1	3
135	в силе	1	2
136	самом деле	7	2
137	на самом	6	2
138	показать что	1	2
139	и ничего	1	2
140	и для	6	2
141	в сущности	1	2
142	ни один	1	2
143	хотя бы	5	2
144	они были	1	2
145	и то	4	2
146	в которых	1	2
147	иное как	1	2
148	во всех	5	2
149	важно отметить	1	2
150	но не	4	2
151	не просто	2	2
152	перед нами	1	2
153	не сам	1	2
154	к чему	2	2
155	в которой	1	2
156	тому же	1	2
157	не могла	1	2
158	на его	1	2
159	главным образом	3	2
160	он должен	5	2
161	состоит в	2	2
162	пор мы	1	2
163	в силу	2	2
164	и если	7	2
165	и по	3	2
166	человека в	1	2
167	могла бы	1	2
168	из них	3	2
169	на этой	2	2
170	с другими	1	2
171	это не	1	2
172	есть и	2	2
173	в жизни	1	2
174	ни в	2	2
175	она и	1	2
176	как и	4	2
177	такой же	1	2
178	нисколько не	2	2
179	во время	2	2
180	бы привести	1	2
181	не столько	1	2
182	представление о	1	2
183	и эти	1	2
184	и более	2	2
185	их в	2	2
186	в таких	2	2
187	тем самым	2	2
188	самого начала	1	2
189	одна из	3	2
190	иметь в	1	2
191	в русском	1	2
192	только с	2	2
193	же мы	1	2
194	к себе	2	2
195	мы в	1	2
196	могут быть	1	2
197	того чтобы	8	2
198	с ее	1	2
199	производится в	1	2
200	совершенно ясно	1	2
201	с самого	1	2
202	приводит к	4	2
203	и когда	1	2
204	что у	1	2
205	это только	2	2
206	в разных	1	2
207	другом месте	1	2
208	с другой	1	2
209	что эта	1	2
210	перед этими	1	2
211	в свете	1	2
212	к ней	1	2
213	оказывается что	1	2
214	на которой	2	2
215	оно и	1	2
216	с ними	1	2
217	вступление в	1	2
218	является не	2	2
219	а то	1	2
220	дает ему	1	2
221	он имеет	1	2
222	и их	1	2
223	и вместе	2	2
224	и только	5	2
225	не было	3	2
226	о своей	1	2
227	именно в	3	2
228	а с	2	2
229	себя и	5	2
230	в некоторых	2	2
231	превращается в	1	2
232	зависит от	2	2
233	смысле этого	1	2
234	также как	1	2
235	происходит в	1	2
236	в тот	1	2
237	да и	3	2
238	по существу	5	2
239	или в	3	2
240	чтобы понять	2	2
241	тот кто	1	2
242	ее в	2	2
243	себя как	2	1
244	он может	1	1
245	народов у	1	1
246	к своей	1	1
247	это и	1	1
248	ко всем	3	1
249	или перед	1	1
250	права и	1	1
251	выражается в	1	1
252	в зависимости	1	1
253	то самое	1	1
254	и этот	3	1
255	и за	1	1
256	их и	1	1
257	есть не	1	1
258	и о	2	1
259	в семье	1	1
260	имеет свою	1	1
261	и дать	1	1
262	так чтобы	3	1
263	говорить о	3	1
264	но она	2	1
265	свою особую	1	1
266	на себя	2	1
267	их не	2	1
268	себе что	1	1
269	земле что	1	1
270	он сам	3	1
271	или от	2	1
272	но этого	1	1
273	что его	1	1
274	но как	1	1
275	а только	1	1
276	у других	2	1
277	к которой	6	1
278	нельзя понимать	1	1
279	только при	1	1
280	в сторону	1	1
281	в свои	1	1
282	из таких	1	1
283	отнюдь не	7	1
284	в истории	1	1
285	что дает	1	1
286	а самый	1	1
287	в течение	2	1
288	и как	3	1
289	что по	1	1
290	было только	1	1
291	и тот	2	1
292	и к	6	1
293	он на	1	1
294	от этого	1	1
295	со своей	1	1
296	еще на	1	1
297	себя к	1	1
298	интересовать только	1	1
299	другим способом	1	1
300	что к	1	1
301	остановиться на	1	1
302	им в	1	1
303	другом случае	2	1
304	друг от	2	1
305	но на	1	1
306	ему подобных	1	1
307	как оно	1	1
308	происходит при	1	1
309	чтобы они	1	1
310	никакому сомнению	1	1
311	этого вопроса	1	1
312	такие люди	1	1
313	естественно поэтому	1	1
314	роли не	1	1
315	войти в	1	1
316	на земле	4	1
317	что ни	1	1
318	же остается	1	1
319	но дело	1	1
320	так например	1	1
321	не будет	7	1
322	за то	2	1
323	в совершенно	4	1
324	что такой	4	1
325	момент и	1	1
326	входит в	1	1
327	чтобы все	1	1
328	а это	1	1
329	видя что	1	1
330	для них	3	1
331	из нее	1	1
332	это положение	1	1
333	них то	1	1
334	как видно	1	1
335	не всегда	1	1
336	несмотря на	3	1
337	без этой	1	1
338	и некоторые	1	1
339	что значит	1	1
340	переносится в	1	1
341	бы на	1	1
342	в своей	5	1
343	что такое	2	1
344	не подлежит	2	1
345	из которой	1	1
346	к одному	1	1
347	прийти к	1	1
348	мы теперь	1	1
349	весь ход	1	1
350	нельзя было	1	1
351	эта не	1	1
352	тем не	1	1
353	по себе	2	1
354	даже в	1	1
355	освободиться от	1	1
356	как акт	2	1
357	не менее	1	1
358	или что	1	1
359	от нас	2	1
360	быть признан	3	1
361	так часто	2	1
362	в то	10	1
363	он еще	1	1
364	чтобы стать	1	1
365	только не	1	1
366	однако если	1	1
367	этот тип	1	1
368	наука и	1	1
369	казалось бы	1	1
370	суть дела	1	1
371	все члены	2	1
372	во всем	4	1
373	особое значение	1	1
374	что на	1	1
375	с другом	14	1
376	если его	1	1
377	со стороны	4	1
378	если он	1	1
379	в роде	2	1
380	не могут	4	1
381	как только	1	1
382	указывает на	2	1
383	осуществление этих	1	1
384	наконец что	1	1
385	которой она	2	1
386	на это	2	1
387	если же	2	1
388	этим самым	1	1
389	приходит к	3	1
390	из всего	1	1
391	как мы	1	1
392	от друга	2	1
393	всего этого	1	1
394	без всякого	1	1
