N	3gram	Vinokur_Ku_3	Literetu
1	в том что	8	11
2	в отличие от	2	5
3	то же время	1	5
4	в то же	1	5
5	в данном случае	4	4
6	не только в	3	4
7	в связи с	4	4
8	в конечном счете	1	4
9	русской классической литературы	2	3
10	прежде всего в	1	3
11	с этой точки	1	3
12	этой точки зрения	1	3
13	и прежде всего	1	3
14	по отношению к	2	2
15	не говоря уже	2	2
16	с точки зрения	16	2
17	только в том	2	2
18	из того что	1	2
19	ту или иную	1	2
20	в виду не	1	2
21	с одной стороны	4	2
22	чуть ли не	1	2
23	во всяком случае	1	2
24	о том что	3	2
25	тем не менее	9	2
26	том что не	2	1
27	в другом месте	1	1
28	одним и тем	2	1
29	на самом деле	3	1
30	как раз и	2	1
31	имеется в виду	1	1
32	в одной из	1	1
33	предмет его занятий	1	1
34	на мой взгляд	3	1
35	в зависимости от	7	1
36	для этой цели	1	1
37	бы то ни	1	1
38	можно было бы	10	1
39	в той мере	1	1
40	а то и	1	1
41	тот или иной	2	1
42	по крайней мере	1	1
43	по этому поводу	1	1
44	надо полагать в	2	1
45	не столько в	1	1
46	пор пока он	3	1
47	я в данном	1	1
48	и тем же	2	1
49	в самом деле	11	1
50	и вы увидите	1	1
51	говоря уже о	2	1
52	и в этом	4	1
53	а с другой	3	1
54	а не как	1	1
55	тех пор пока	4	1
56	только в силу	1	1
57	в целом ряде	1	1
58	с другой стороны	3	1
59	тем что в	1	1
60	не может быть	3	1
61	именно в том	1	1
62	полный отказ от	1	1
63	только то что	2	1
64	до тех пор	4	1
65	в войне и	1	1
66	следует перейти к	2	1
67	отсутствие у них	1	1
68	в свою очередь	1	1
69	и того же	2	1
70	до сих пор	8	1
71	войне и мире	1	1
72	но все же	1	1
73	не выходит за	1	1
74	одного и того	2	1
75	тем более что	2	1
76	конечном счете к	1	1
77	в том числе	2	1
78	это еще не	1	1
79	тех или иных	1	1
80	во главу угла	1	1
81	все ту же	1	1
82	быть не может	1	1
83	бы не было	1	1
84	к тому же	2	1
85	что он в	1	1
86	в равной мере	1	1
