N	3gram	Propp_Isto_2	formyVre
1	в связи с	4	7
2	не только в	4	5
3	друг с другом	1	4
4	о том как	1	3
5	но и в	2	3
6	во всех этих	2	3
7	и прежде всего	1	3
8	в том что	5	3
9	и т д	18	3
10	в другом месте	2	2
11	в этом случае	5	2
12	до сих пор	6	2
13	то что было	1	2
14	потому что они	1	2
15	прежде всего нужно	1	2
16	связи с этим	1	2
17	это значит что	1	2
18	мы имеем в	5	2
19	друг от друга	1	2
20	к тому времени	1	1
21	с этим в	1	1
22	более поздние представления	1	1
23	и связанные с	1	1
24	другой стороны в	1	1
25	и др все	1	1
26	в виду что	1	1
27	на самом деле	2	1
28	и так сказать	1	1
29	том что он	1	1
30	и не только	1	1
31	и непосредственно в	1	1
32	как то что	1	1
33	что он не	4	1
34	в отличие от	1	1
35	наряду с этим	2	1
36	как мы увидим	1	1
37	в основном же	1	1
38	зевса и т	1	1
39	со всех сторон	4	1
40	вместе с тем	5	1
41	здесь мы видим	2	1
42	только в этом	1	1
43	каждый из этих	1	1
44	и в материале	1	1
45	мифов и легенд	1	1
46	с одной стороны	3	1
47	мы здесь не	1	1
48	сказал что он	2	1
49	в иной мир	4	1
50	в себя и	1	1
51	и то же	1	1
52	руки и ноги	2	1
53	о чем подробнее	1	1
54	но и другие	1	1
55	в связи со	1	1
56	с другой стороны	2	1
57	вместо того чтобы	2	1
58	не может быть	2	1
59	ее так что	1	1
60	том что они	1	1
61	и вместе с	2	1
62	о том что	2	1
63	с тем что	3	1
64	с самого начала	2	1
65	то же представление	1	1
66	но все же	4	1
67	в другом случае	1	1
68	это как бы	1	1
69	сих пор она	1	1
70	и в нем	1	1
71	в себе в	1	1
72	всех этих случаях	2	1
73	это свидетельствует о	1	1
74	вне связи с	1	1
75	и в другом	1	1
