N	3gram	Propp_Russ_1	Istorich
1	и т д	9	24
2	так же как	1	12
3	в этих случаях	1	7
4	точно так же	1	5
5	д к зеленин	5	5
6	же как и	1	4
7	что в сказке	1	4
8	но все же	2	4
9	приводит нас к	1	4
10	что иное как	2	3
11	в этом случае	5	3
12	т е в	1	3
13	в данном случае	1	3
14	на то что	1	3
15	не что иное	2	3
16	как мы видели	1	3
17	о том что	4	2
18	еще прибавить что	1	2
19	так как он	1	2
20	не только в	1	2
21	приведем несколько примеров	1	2
22	иметь власть над	1	2
23	в тех случаях	1	2
24	он должен был	1	2
25	тех случаях когда	1	2
26	после того как	2	2
27	в связи с	4	2
28	тем не менее	3	2
29	мы увидим что	1	2
30	на этот вопрос	1	2
31	по содержанию и	1	1
32	в эти дни	4	1
33	потому что он	1	1
34	то что и	1	1
35	в русском фольклоре	1	1
36	и связанные с	2	1
37	еще упомянуть что	2	1
38	не только по	2	1
39	подобно тому как	1	1
40	но и по	1	1
41	значение так как	1	1
42	дело не только	1	1
43	довольно много но	1	1
44	и не только	1	1
45	тому что в	1	1
46	но и другие	1	1
47	д к зеленина	1	1
48	что в этом	2	1
49	на тех же	1	1
50	очень много и	1	1
51	мы должны признать	1	1
52	как мы увидим	5	1
53	установить что в	1	1
54	независимо от того	1	1
55	а в связи	1	1
56	то что им	1	1
57	с этого момента	2	1
58	от него он	1	1
59	что здесь на	1	1
60	и в других	4	1
61	может быть и	2	1
62	и могут быть	1	1
63	тогда как в	1	1
64	даже если бы	1	1
65	об этом так	1	1
66	здесь мы имеем	1	1
67	не потому что	1	1
68	чтобы лучше понять	2	1
69	мы можем предположить	1	1
70	во всех этих	1	1
71	не только как	1	1
72	одни и те	1	1
73	но вместе с	1	1
74	мы уже знаем	1	1
75	мы имеем здесь	1	1
76	некогда представлял собой	1	1
77	мы рассмотрим некоторые	1	1
78	объясняется тем что	1	1
79	вместе с тем	6	1
80	это не совсем	1	1
81	поле и т	2	1
82	приносили в жертву	1	1
83	ее с собой	1	1
84	все же она	1	1
85	можем предположить что	1	1
86	как будто бы	1	1
87	мы увидим ниже	2	1
88	тогда когда будет	1	1
89	мы не можем	3	1
90	в то время	1	1
91	эти случаи показывают	1	1
92	об этом мы	1	1
93	ничего общего с	1	1
94	в других случаях	2	1
95	можно показать что	1	1
96	легко заметить что	1	1
97	их и их	1	1
98	и те же	1	1
99	можно сказать что	1	1
100	как мы видим	1	1
101	она не имеет	1	1
102	содержанию и по	1	1
103	в большинстве случаев	2	1
104	до того как	2	1
105	к тому что	4	1
106	мы видим что	1	1
107	такими какими их	1	1
108	и не случайно	1	1
109	же она не	1	1
110	это показывает что	2	1
111	а в тех	1	1
112	о том чтобы	1	1
113	и целый год	1	1
114	как и в	1	1
115	что и в	1	1
116	только тогда когда	1	1
