N	3gram	Bakhtin_sl_1	Russkaja
1	друг с другом	2	14
2	то же время	12	10
3	в то же	12	10
4	с точки зрения	8	9
5	в том что	1	7
6	во всяком случае	5	6
7	для того чтобы	1	6
8	а между тем	2	5
9	до сих пор	2	5
10	более или менее	3	4
11	бы то ни	1	4
12	не может быть	1	4
13	не может не	5	3
14	в этом случае	2	3
15	в лучшем случае	2	3
16	можно было бы	2	3
17	и не может	2	3
18	в данном случае	3	3
19	той или иной	9	3
20	а следовательно и	1	2
21	в том и	2	2
22	или в лучшем	1	2
23	том и в	2	2
24	и в том	2	2
25	и во всяком	1	2
26	того или иного	2	2
27	о том что	1	2
28	в другом случае	2	2
29	в большинстве случаев	6	2
30	о котором идет	1	2
31	к тому что	2	2
32	будучи по существу	1	2
33	и в другом	2	2
34	то есть не	1	1
35	прежде всего в	1	1
36	дело в том	1	1
37	в свою очередь	2	1
38	на том же	2	1
39	как бы не	1	1
40	уже не на	1	1
41	которых мы говорили	1	1
42	каждый данный момент	4	1
43	отличается от того	1	1
44	бы друг с	1	1
45	до известной степени	2	1
46	с ним в	1	1
47	в этом отношении	1	1
48	но по существу	2	1
49	в противном случае	1	1
50	по крайней мере	1	1
51	во всех областях	1	1
52	и в частности	1	1
53	в значительной степени	1	1
54	же время в	1	1
55	но в то	4	1
56	то ни было	1	1
57	и с точки	1	1
58	жизни но и	1	1
59	и в этом	2	1
60	во всех этих	1	1
61	с отказом от	1	1
62	к одному из	1	1
63	эта точка зрения	1	1
64	о которых мы	1	1
65	свою точку зрения	1	1
66	всех областях жизни	1	1
67	противоречат друг другу	1	1
68	его жизни и	1	1
69	тех или иных	1	1
70	в каждый данный	5	1
71	с самого начала	1	1
72	как бы ни	2	1
73	он еще не	1	1
74	в нем самом	1	1
75	наиболее полное и	1	1
76	мы не знаем	1	1
77	неизбежно приводит к	1	1
78	за ними не	1	1
79	тем не менее	1	1
80	и прежде всего	1	1
