N	3gram	Bakhtin_Fr_3	Mirosoze
1	не может быть	2	17
2	но и в	2	4
3	и в этой	1	4
4	и вместе с	1	4
5	это и есть	1	4
6	и потому не	1	3
7	и в самом	1	3
8	прежде всего в	1	2
9	по отношению к	2	2
10	до сих пор	4	2
11	и не может	1	2
12	хотя бы и	1	2
13	как будто бы	1	2
14	для того чтобы	3	2
15	в высшей степени	1	2
16	есть и в	1	1
17	на том что	1	1
18	что иное как	1	1
19	нет и не	1	1
20	может быть названа	1	1
21	с одним из	1	1
22	имеем в виду	1	1
23	него как для	1	1
24	потому что не	1	1
25	и не было	2	1
26	они не могут	1	1
27	в своей книге	2	1
28	как и все	3	1
29	в отличие от	3	1
30	как для художника	1	1
31	и еще в	1	1
32	все это лишь	1	1
33	и потому в	1	1
34	что в то	1	1
35	может быть и	1	1
36	положительный и отрицательный	1	1
37	писателей мировой литературы	1	1
38	что в основе	1	1
39	для него как	1	1
40	ни к какому	1	1
41	в значительной степени	2	1
42	по сравнению с	2	1
43	во всех этих	1	1
44	века у нас	1	1
45	не только для	1	1
46	во всяком случае	1	1
47	между тем как	1	1
48	что они не	1	1
49	из самых замечательных	1	1
50	между этими двумя	1	1
51	но также и	1	1
52	в мире и	1	1
53	даже и в	1	1
54	к нему и	1	1
55	что и в	1	1
56	и его особая	1	1
57	он знал и	1	1
58	мы имеем в	1	1
59	о том что	2	1
60	в вопросе о	1	1
61	не что иное	1	1
62	можно было бы	2	1
63	в них не	1	1
64	в том что	1	1
65	он не видит	1	1
66	не так как	1	1
