N	2gram	Vygotskiy__3	Formalny
1	и не	10	30
2	вовсе не	8	28
3	и в	38	27
4	может быть	19	25
5	не может	7	24
6	так и	1	21
7	и его	6	19
8	в этом	13	18
9	таким образом	12	18
10	а не	7	17
11	самом деле	21	16
12	точки зрения	16	16
13	то же	10	15
14	в нем	4	15
15	между ними	1	15
16	на самом	2	14
17	как и	8	14
18	с точки	9	14
19	не в	12	12
20	если бы	14	12
21	и т	14	11
22	в самом	25	11
23	в жизни	1	11
24	художественное произведение	1	11
25	не могут	2	10
26	место в	3	10
27	но и	5	10
28	в действительности	1	9
29	не только	12	9
30	так как	6	9
31	так же	2	9
32	отнюдь не	2	8
33	как бы	14	8
34	при этом	4	8
35	ни в	3	8
36	как мы	7	8
37	только в	4	8
38	как раз	8	8
39	то что	35	8
40	и все	10	8
41	что в	20	8
42	художественного произведения	1	7
43	с тем	8	7
44	потому что	14	7
45	его в	3	7
46	между тем	7	7
47	в его	5	7
48	в том	25	7
49	для них	1	7
50	если мы	6	7
51	там где	6	7
52	все это	3	7
53	совершенно не	5	7
54	в то	3	7
55	еще не	1	6
56	но в	3	6
57	все эти	4	6
58	т д	4	6
59	в своей	5	6
60	и ее	2	6
61	всяком случае	2	6
62	все время	30	6
63	было бы	12	6
64	что он	11	6
65	с другой	7	6
66	вместе с	5	6
67	в данном	2	6
68	все же	8	6
69	и для	4	6
70	бы в	3	6
71	хотя бы	2	6
72	в своих	4	6
73	во всяком	2	6
74	в зависимости	1	5
75	зависимости от	1	5
76	совсем не	3	5
77	но не	1	5
78	в истории	2	5
79	в одной	2	5
80	независимо от	1	5
81	что именно	2	5
82	так сказать	5	5
83	того чтобы	9	5
84	поэтическое произведение	1	5
85	в ней	15	5
86	что они	4	5
87	никогда не	4	5
88	говорит он	2	5
89	в литературу	1	5
90	и их	1	5
91	т п	5	5
92	друг друга	1	5
93	и между	4	5
94	тем что	3	5
95	и потому	1	5
96	тому как	1	5
97	что же	2	5
98	не является	1	5
99	в результате	1	5
100	другой стороны	5	5
101	не есть	1	4
102	мы не	5	4
103	смысл и	4	4
104	быть понято	1	4
105	он был	3	4
106	как в	4	4
107	и как	8	4
108	в целом	4	4
109	и те	1	4
110	а вовсе	2	4
111	в корне	1	4
112	подобно тому	1	4
113	данном случае	2	4
114	в ее	7	4
115	в слове	1	4
116	мы знаем	1	4
117	том что	14	4
118	она не	6	4
119	мы можем	7	4
120	к тому	6	4
121	роль в	1	4
122	о том	6	4
123	слов и	2	4
124	конечно не	4	4
125	только на	1	4
126	следует что	2	4
127	для того	8	4
128	со стороны	2	4
129	до конца	2	4
130	мы видели	6	4
131	как это	6	4
132	между собой	2	4
133	в романе	1	4
134	от всех	1	4
135	из этого	8	4
136	жизни и	1	4
137	они не	2	4
138	одним из	1	3
139	же как	1	3
140	того же	3	3
141	должна быть	5	3
142	мы уже	7	3
143	той же	2	3
144	в виду	4	3
145	и на	6	3
146	в которых	6	3
147	столь же	2	3
148	время в	5	3
149	во всех	4	3
150	то мы	1	3
151	нет и	1	3
152	жанра и	2	3
153	что это	10	3
154	в себе	4	3
155	не следует	1	3
156	и с	1	3
157	те же	1	3
158	это не	1	3
159	и тем	3	3
160	ее в	4	3
161	он и	1	3
162	в этих	2	3
163	и более	2	3
164	тому что	6	3
165	в основе	3	3
166	для нас	8	3
167	этом отношении	1	3
168	же самое	10	3
169	только то	2	3
170	проблема жанра	1	3
171	ясно что	6	3
172	никак не	7	3
173	и что	18	3
174	можно сказать	1	3
175	их в	2	3
176	в них	3	3
177	и следовательно	2	3
178	дело с	1	3
179	в какой	5	3
180	уже не	2	3
181	в поэзии	1	3
182	в конце	2	3
183	не о	1	3
184	пришли к	1	3
185	души и	1	3
186	у нас	2	3
187	одно а	1	3
188	к его	2	3
189	в той	5	3
190	того что	4	3
191	дело идет	1	3
192	сказать что	4	3
193	равно как	1	3
194	имеет место	2	3
195	всех других	1	3
196	и эта	1	3
197	отношения к	2	2
198	он считает	1	2
199	чтобы не	1	2
200	в такой	3	2
201	а иногда	1	2
202	он может	2	2
203	это и	1	2
204	нам кажется	1	2
205	прием и	1	2
206	в котором	6	2
207	высшей степени	1	2
208	с таким	1	2
209	что уже	1	2
210	из своих	1	2
211	в сущности	10	2
212	так чтобы	1	2
213	совпадает с	2	2
214	произведения его	1	2
215	с его	1	2
216	видели что	2	2
217	в сторону	1	2
218	в общем	2	2
219	очевидно что	2	2
220	отличие от	1	2
221	в своем	5	2
222	увидим что	9	2
223	с душой	1	2
224	от этого	1	2
225	действительностью в	1	2
226	то в	1	2
227	бы не	3	2
228	из этих	3	2
229	в этой	13	2
230	только один	1	2
231	что она	16	2
232	главным образом	3	2
233	всех этих	2	2
234	не как	1	2
235	одной и	2	2
236	что ни	1	2
237	на этом	5	2
238	именно это	3	2
239	это значит	1	2
240	это противоречие	1	2
241	кажется что	1	2
242	из нее	2	2
243	в высшей	1	2
244	такой же	2	2
245	и тогда	1	2
246	нисколько не	1	2
247	в приеме	1	2
248	в эту	2	2
249	том как	2	2
250	таким же	1	2
251	не от	1	2
252	в отличие	1	2
253	знаем что	1	2
254	к одной	1	2
