N	2gram	Bakhtin_Pr_1	VerxiiNi
1	и в	29	26
2	таким образом	12	22
3	в этом	22	15
4	точки зрения	19	13
5	как бы	19	12
6	в том	8	11
7	из этих	1	10
8	не только	15	10
9	и с	4	10
10	может быть	24	10
11	связи с	2	9
12	в области	1	9
13	так как	6	9
14	но и	14	9
15	что в	8	9
16	но не	9	8
17	и у	3	8
18	с другой	3	8
19	и не	31	8
20	как на	3	8
21	но в	7	7
22	но все	5	7
23	из них	1	7
24	том что	7	7
25	потому что	8	7
26	к нему	6	7
27	то что	15	7
28	а с	1	7
29	все же	9	6
30	все эти	9	6
31	в себе	7	6
32	всяком случае	3	6
33	с точки	13	6
34	в отношении	2	6
35	к тому	1	6
36	так и	7	6
37	о том	1	6
38	в конце	6	6
39	что и	4	6
40	несмотря на	6	6
41	и потому	6	6
42	все это	6	6
43	мы должны	3	6
44	во всяком	5	6
45	отношение к	2	5
46	сих пор	2	5
47	и к	2	5
48	в мире	6	5
49	лишь в	1	5
50	или менее	1	5
51	по крайней	1	5
52	не имеет	1	5
53	того чтобы	1	5
54	никогда не	3	5
55	с другом	1	5
56	для того	1	5
57	образом в	1	5
58	в его	24	5
59	крайней мере	1	5
60	до сих	2	5
61	а не	22	5
62	друг с	2	5
63	и для	4	5
64	так же	6	5
65	одной из	1	5
66	более или	1	5
67	в котором	2	4
68	то же	14	4
69	в самом	10	4
70	в этой	4	4
71	и по	1	4
72	что все	1	4
73	с другими	7	4
74	он не	5	4
75	далеко не	3	4
76	в которых	2	4
77	в то	10	4
78	в нем	19	4
79	а в	7	4
80	что оно	2	4
81	и что	2	4
82	и только	1	4
83	только в	10	4
84	на этот	2	4
85	ничем не	1	4
86	не может	12	4
87	из которых	2	4
88	в смысле	2	4
89	и от	2	4
90	что он	8	4
91	же как	1	3
92	на западе	2	3
93	из всех	1	3
94	к сожалению	1	3
95	в своем	8	3
96	и нет	2	3
97	и как	7	3
98	за собой	1	3
99	в которой	2	3
100	что это	1	3
101	друг за	1	3
102	и если	1	3
103	при этом	2	3
104	всегда и	1	3
105	подойти к	1	3
106	если бы	9	3
107	русский народ	1	3
108	к концу	1	3
109	в других	1	3
110	и о	5	3
111	с самого	1	3
112	можно сказать	1	3
113	того что	1	3
114	но с	3	3
115	хотя бы	2	3
116	в качестве	1	3
117	так что	2	3
118	уже не	13	3
119	для него	18	3
120	в одном	10	3
121	к ним	1	3
122	случае не	1	3
123	и даже	2	3
124	с ней	1	3
125	своей индивидуальности	1	3
126	в рамках	1	3
127	каждая из	1	3
128	а так	1	3
129	с этой	2	3
130	в результате	4	3
131	у них	1	3
132	конце концов	5	3
133	отношению к	8	3
134	и другие	1	3
135	к этому	1	3
136	в таком	1	3
137	точно так	1	3
138	не должны	1	2
139	одним из	6	2
140	и это	5	2
141	и больше	1	2
142	его не	1	2
143	мы имеем	1	2
144	так чтобы	4	2
145	еще не	5	2
146	и на	7	2
147	бы то	2	2
148	с его	9	2
149	во всех	1	2
150	в создании	1	2
151	относится к	1	2
152	что именно	1	2
153	и наконец	4	2
154	убеждение что	1	2
155	ни один	3	2
156	он в	3	2
157	перестает быть	4	2
158	не как	14	2
159	из него	1	2
160	его можно	1	2
161	то ни	2	2
162	те же	2	2
163	к другу	1	2
164	них не	1	2
165	в них	3	2
166	не всегда	1	2
167	мы видели	1	2
168	но если	1	2
169	что о	1	2
170	с идеей	4	2
171	признать что	1	2
172	взгляд на	1	2
173	не в	7	2
174	в россии	2	2
175	самого начала	2	2
176	ее с	1	2
177	героев и	3	2
178	не могло	1	2
179	только не	1	2
180	в самой	6	2
181	же время	9	2
182	с одним	1	2
183	этом отношении	3	2
184	не потому	2	2
185	и здесь	3	2
186	не могут	6	2
187	отличается от	3	2
188	но при	1	2
189	и сами	1	2
190	приводит к	3	2
191	по сравнению	1	2
192	не исчерпывается	1	2
193	для этого	1	2
194	ярко в	1	2
195	в виду	1	2
196	к одной	1	2
197	между тем	5	2
198	наконец в	2	2
199	быть и	1	2
200	один из	2	2
201	тот же	2	2
202	мира его	1	2
203	и действительно	1	2
204	от них	2	2
205	конечно не	2	2
206	уже в	3	2
207	эти черты	1	2
208	в начале	1	2
209	одно из	2	2
210	и люди	1	2
211	нее не	1	2
212	именно в	5	2
213	по своим	2	2
214	к которому	1	2
215	прежде всего	7	2
216	превращается в	4	2
217	не было	4	2
218	его смерти	1	2
219	и все	1	2
220	среди них	1	2
221	в одно	1	2
222	если не	1	2
223	должна была	4	2
224	и особенно	1	2
225	сравнению с	1	2
226	по существу	3	2
227	на пути	2	2
228	благодаря этому	2	2
229	что мы	1	2
230	же самое	1	2
231	сознании и	2	2
232	и перед	2	2
233	в другое	1	2
234	совершенно иной	1	2
235	только что	1	2
236	ни было	2	2
237	в свою	1	2
238	в процессе	4	2
239	сказать что	3	2
240	к его	1	2
241	жизни и	2	2
242	все что	3	2
243	этой точки	1	2
244	сливаются воедино	1	1
245	эта новая	1	1
246	себя как	2	1
247	только он	2	1
248	от этой	1	1
249	это однако	1	1
250	этого в	1	1
251	появляются новые	1	1
252	становится в	1	1
253	смысле слова	1	1
254	самом деле	6	1
255	он может	3	1
256	показаться что	1	1
257	или к	2	1
258	это и	5	1
259	и есть	2	1
260	индивидуальности и	1	1
261	этого мира	6	1
262	тем же	1	1
263	в первом	1	1
264	и до	3	1
265	все те	2	1
266	и могут	2	1
267	мы уже	2	1
268	той же	5	1
269	их и	1	1
270	а как	7	1
271	мыслей он	1	1
272	он знает	3	1
273	мы не	1	1
274	мир не	1	1
275	именно к	1	1
