N	3gram	Losev_Prob_5	Istorich
1	и т д	1	22
2	не может быть	2	7
3	тем не менее	5	6
4	с другой стороны	5	5
5	до сих пор	2	5
6	в большинстве случаев	1	4
7	с одной стороны	3	4
8	на то что	2	4
9	в том что	8	4
10	дело в том	2	3
11	по отношению к	2	3
12	точно так же	3	3
13	то время как	3	3
14	в то время	3	3
15	в связи с	7	3
16	о том что	9	3
17	но все же	2	3
18	можно было бы	1	3
19	это для нас	1	2
20	бы то ни	2	2
21	но и в	2	2
22	вместе с тем	3	2
23	таким образом мы	1	2
24	то ни было	1	2
25	на первый взгляд	1	2
26	как будто бы	3	2
27	все же не	3	2
28	как мы увидим	1	2
29	мы увидим ниже	1	2
30	с самого начала	1	2
31	вопрос о том	1	2
32	по этому поводу	2	2
33	для нас не	2	2
34	и в конце	1	1
35	и спокойно и	1	1
36	этому поводу необходимо	1	1
37	этом же говорит	1	1
38	не только по	1	1
39	равно как и	2	1
40	не говоря уже	1	1
41	в этом смысле	3	1
42	не раз и	1	1
43	так что в	1	1
44	никак не может	2	1
45	о том как	1	1
46	только тогда когда	3	1
47	в силу того	1	1
48	в нем и	1	1
49	не было и	1	1
50	что он должен	1	1
51	друг на друга	1	1
52	о том чтобы	1	1
53	кого бы то	1	1
54	а так как	1	1
55	в какой степени	1	1
56	но никогда не	1	1
57	только тем что	1	1
58	но среди этих	1	1
59	говоря уже о	1	1
60	может быть только	3	1
61	но в ее	1	1
62	едва ли не	1	1
63	в это время	2	1
64	уже о том	1	1
65	другой же стороны	1	1
66	не чем иным	2	1
67	но в то	1	1
68	не только в	1	1
69	об этом же	1	1
70	а есть только	1	1
71	и должно было	1	1
72	это не так	1	1
73	уже по одному	1	1
74	там где нет	1	1
75	мы могли бы	1	1
76	если мы будем	1	1
77	очень простой и	1	1
78	силу того что	1	1
79	только в связи	1	1
80	чем иным как	2	1
81	и знает что	2	1
82	что наряду с	1	1
83	хотя бы в	1	1
84	как одно из	1	1
85	что иное как	3	1
86	по всему миру	1	1
87	содержит в себе	1	1
88	и восходит к	1	1
89	мы будем стоять	1	1
90	после того как	3	1
91	не что иное	3	1
92	тех или иных	2	1
93	будем стоять на	1	1
94	и в этом	1	1
95	во всем мире	1	1
96	для того чтобы	2	1
97	несмотря на всю	1	1
98	а именно в	3	1
99	по его мнению	1	1
100	ясно что это	1	1
101	к тому же	1	1
102	по себе а	1	1
103	с другой же	1	1
104	том что и	1	1
105	но тем не	1	1
106	в этом отношении	1	1
