N	2gram	Ircho_Kome_1	Problemy
1	и в	22	43
2	и не	8	29
3	т е	13	26
4	может быть	9	23
5	как бы	1	22
6	не может	2	18
7	как и	9	14
8	но и	11	14
9	и т	9	13
10	в этом	3	13
11	точки зрения	4	13
12	что он	6	13
13	в нем	4	12
14	в одном	8	12
15	слова и	1	12
16	не только	10	11
17	в каждом	1	11
18	не в	6	11
19	по себе	1	11
20	и на	3	10
21	но в	4	10
22	как мы	4	10
23	в его	5	10
24	прежде всего	5	10
25	в сущности	2	9
26	еще не	2	9
27	он не	3	9
28	в большинстве	1	9
29	т п	5	9
30	то же	6	8
31	и его	8	8
32	большинстве случаев	1	8
33	или в	2	8
34	слово в	1	8
35	перед нами	1	7
36	в самом	2	7
37	к себе	1	7
38	в то	10	7
39	слова с	1	7
40	и сам	3	7
41	в другом	4	7
42	до сих	2	7
43	что же	1	7
44	сих пор	2	7
45	то что	2	7
46	при этом	5	6
47	к одному	1	6
48	в этих	1	6
49	приводит к	1	6
50	о нем	1	6
51	в том	11	6
52	в котором	4	6
53	у него	3	6
54	и все	3	6
55	сам по	1	5
56	и он	1	5
57	но не	2	5
58	по отношению	3	5
59	хотя и	3	5
60	в себе	2	5
61	на то	3	5
62	да и	3	5
63	таким образом	8	5
64	и с	3	5
65	было бы	2	5
66	о том	8	5
67	и что	1	5
68	же время	4	5
69	к нему	2	5
70	так что	1	5
71	вовсе не	2	5
72	в той	1	5
73	все это	5	5
74	бы в	1	5
75	а в	6	5
76	отношению к	3	5
77	а как	1	4
78	мы не	3	4
79	во всех	1	4
80	отличие от	2	4
81	в своем	1	4
82	т д	4	4
83	человека в	1	4
84	же не	1	4
85	в них	3	4
86	далеко не	1	4
87	во время	5	4
88	в отличие	1	4
89	но он	2	4
90	том же	1	4
91	к тому	6	4
92	и это	1	4
93	с собой	1	4
94	почему же	1	4
95	слово может	1	4
96	только в	3	4
97	ни одного	1	4
98	так как	4	4
99	как раз	3	4
100	точек зрения	2	4
101	с другой	5	4
102	на этот	1	4
103	до конца	2	4
104	то есть	1	4
105	не могут	1	4
106	но это	2	4
107	слово здесь	1	4
108	в результате	4	4
109	совершенно не	1	4
110	что в	6	4
111	также и	1	3
112	мы уже	1	3
113	той же	1	3
114	не была	1	3
115	он был	2	3
116	за пределы	2	3
117	когда он	1	3
118	и к	1	3
119	более или	1	3
120	только на	1	3
121	тому же	6	3
122	в жизни	1	3
123	такой же	2	3
124	или менее	2	3
125	в их	4	3
126	даже в	3	3
127	в отношении	6	3
128	на него	4	3
129	ничего не	3	3
130	во всем	1	3
131	могут быть	3	3
132	не менее	3	3
133	но при	1	3
134	он с	1	3
135	и этим	1	3
136	в себя	2	3
137	можно было	1	3
138	так и	5	3
139	всех возможных	1	3
140	и даже	5	3
141	с ним	1	3
142	и здесь	2	3
143	между тем	5	3
144	что и	4	3
145	и только	1	3
146	наконец в	1	3
147	здесь в	3	3
148	и следовательно	1	3
149	его в	3	3
150	тот же	3	3
151	и ее	3	3
152	себя в	1	3
153	в виде	3	3
154	тем что	4	3
155	по своим	1	3
156	отчего же	1	3
157	по существу	1	3
158	все же	3	3
159	и для	1	3
160	в эту	1	3
161	но зато	1	3
162	не знает	1	3
163	другой стороны	5	3
164	того же	2	3
165	а между	1	2
166	ту же	2	2
167	чтобы не	1	2
168	тем же	1	2
169	из его	4	2
170	почти всегда	2	2
171	в нашу	1	2
172	и о	3	2
173	вопрос о	3	2
174	время как	4	2
175	на себя	2	2
176	бы ни	1	2
177	от друга	1	2
178	слова о	2	2
179	мы и	1	2
180	то это	1	2
181	мы здесь	1	2
182	в каждой	1	2
183	быть в	1	2
184	но конечно	1	2
185	друг на	1	2
186	же она	1	2
187	отношение к	3	2
188	друг от	1	2
189	как в	5	2
190	с этим	1	2
191	целый ряд	1	2
192	и как	3	2
193	его к	1	2
194	что это	1	2
195	в целом	3	2
196	сказать о	1	2
197	бы не	1	2
198	из этих	1	2
199	как он	1	2
200	к миру	1	2
201	политики и	1	2
202	и еще	3	2
203	на том	1	2
204	но все	1	2
205	конечно в	1	2
206	об этом	1	2
207	из них	10	2
208	своих целей	1	2
209	которая как	1	2
210	известно что	4	2
211	ни в	6	2
212	для своих	1	2
213	том что	12	2
214	которую он	2	2
215	почти нет	1	2
216	почти не	2	2
217	в которых	1	2
218	и очень	1	2
219	того как	3	2
220	одна из	2	2
221	на себе	1	2
222	и без	2	2
223	тем не	2	2
224	и эта	1	2
225	что на	1	2
226	у нас	3	2
227	указывает на	2	2
228	здесь мы	3	2
229	для себя	2	2
230	в конце	6	2
231	всего этого	2	2
232	особенно в	1	2
233	говорили что	1	2
234	то время	5	2
235	диалог с	1	2
236	что у	2	2
237	в образе	3	2
238	времени и	2	2
239	это вовсе	1	2
240	для этого	2	2
241	с человеком	1	2
242	в глаза	1	2
243	все его	1	2
244	от них	2	2
245	ибо и	1	2
246	в форме	2	2
247	того что	1	2
248	в стороне	1	2
249	ему для	1	2
250	не входит	1	2
251	уже в	5	2
252	то и	2	2
253	не принимает	1	2
254	а то	2	2
255	речь в	1	2
256	может служить	1	2
257	мы можем	4	2
258	каждый из	3	2
259	в самый	1	2
260	а с	1	2
261	и др	1	2
262	превращается в	1	2
263	материал в	1	2
264	него не	1	2
265	так же	3	2
266	и особенно	4	2
267	по своему	3	2
268	если оно	1	2
269	в первой	2	2
270	этого слова	1	2
271	его творчества	3	2
272	еще более	1	2
273	конце концов	4	2
274	хотя бы	1	2
275	ни было	2	2
276	отношении к	1	2
277	сказать что	1	2
278	ее в	2	2
279	в своих	2	2
280	в таком	1	2
281	во всяком	2	2
282	к полному	1	1
283	на самом	1	1
284	он может	1	1
285	или к	1	1
286	между двумя	1	1
287	его же	1	1
288	мировоззрения и	1	1
289	поэтому он	1	1
290	случае оно	1	1
291	и больше	1	1
292	видеть в	2	1
293	уже по	1	1
294	одним из	1	1
295	а уж	1	1
296	о способах	1	1
297	же как	3	1
298	словом это	1	1
299	из своих	1	1
300	героя нашего	1	1
301	именно к	1	1
302	принадлежит к	2	1
303	и тем	2	1
304	сложнее и	1	1
305	их к	3	1
306	ему в	1	1
307	по замыслу	1	1
308	и заставляет	1	1
309	первого и	1	1
310	он получает	1	1
311	к их	1	1
312	бы то	2	1
313	за свое	1	1
314	служит для	1	1
315	тем как	2	1
316	стилистических приемов	1	1
317	различия между	1	1
318	с одной	3	1
319	если в	1	1
320	в общем	1	1
321	к сожалению	2	1
322	идет о	3	1
323	этих явлений	1	1
