N	3gram	Bakhtin_Fr_7	Tvorches
1	то же время	9	7
2	в то же	9	7
3	по отношению к	2	3
4	на этот вопрос	1	2
5	в известной мере	1	2
6	это прежде всего	2	2
7	в том же	1	2
8	во всяком случае	1	2
9	так и в	3	2
10	не в силах	1	2
11	о том что	1	2
12	в одном из	1	2
13	в том что	3	2
14	проникает в область	1	1
15	мы уже говорили	3	1
16	дело в том	2	1
17	в том числе	4	1
18	о том как	2	1
19	и рядом с	1	1
20	имеет в виду	1	1
21	является одним из	1	1
22	людей своего времени	1	1
23	нужно сказать что	1	1
24	теперь я могу	1	1
25	что в нем	1	1
26	святых и праведников	2	1
27	можно было бы	2	1
28	все это я	1	1
29	в этой главе	1	1
30	со всех сторон	1	1
31	в метафорическом смысле	1	1
32	в применении к	1	1
33	одну общую черту	1	1
34	но в то	3	1
35	в году в	1	1
36	на глазах у	2	1
37	в чем же	1	1
38	и в этом	1	1
39	это одна из	3	1
40	при этом сам	1	1
41	не только для	1	1
42	он говорит что	1	1
43	это своего рода	1	1
44	в свою очередь	3	1
45	в связи с	1	1
46	к тому же	1	1
47	что у него	2	1
48	и это не	1	1
49	на той же	1	1
50	так например в	1	1
51	это и есть	1	1
52	ничего общего с	1	1
53	с самого начала	1	1
54	именно потому что	1	1
55	том числе и	2	1
56	в ту эпоху	1	1
57	и в метафорическом	1	1
58	тесно связан с	1	1
59	содержит в себе	1	1
60	и прежде всего	1	1
61	друг за другом	1	1
62	рассказывает о своих	1	1
63	и в том	1	1
64	о том чтобы	1	1
65	как и в	2	1
66	на другой день	1	1
67	и в другом	1	1
