N	2gram	Propp_Russ_2	Komedia
1	iv в	1	34
2	и в	29	26
3	в г	2	17
4	и не	1	14
5	и его	1	12
6	так и	1	12
7	тому же	1	11
8	может быть	13	11
9	в том	22	11
10	в этом	11	10
11	но и	8	10
12	том что	22	9
13	если бы	1	9
14	вместе с	6	9
15	что в	22	9
16	было бы	3	8
17	и на	6	7
18	не только	10	7
19	на себя	2	7
20	что и	2	7
21	из них	4	7
22	еще не	6	6
23	в своем	1	6
24	о том	9	6
25	в нем	1	6
26	iii в	1	6
27	таким образом	6	6
28	в то	2	6
29	того чтобы	6	6
30	потому что	5	6
31	и здесь	1	6
32	в двух	1	6
33	во время	12	6
34	то что	5	6
35	в которой	2	5
36	что он	1	5
37	так что	4	5
38	независимо от	1	5
39	с этим	2	5
40	для того	6	5
41	а затем	4	5
42	на основании	1	5
43	с тем	6	5
44	себя внимание	1	5
45	и с	10	5
46	в н	1	5
47	один из	2	5
48	в качестве	3	5
49	к этому	5	5
50	уже в	1	4
51	хотя и	1	4
52	в самом	1	4
53	что это	3	4
54	из этих	2	4
55	в них	4	4
56	как и	11	4
57	в этих	3	4
58	место в	1	4
59	в древней	1	4
60	не менее	2	4
61	с и	1	4
62	как будто	1	4
63	как мы	3	4
64	в в	1	4
65	что у	1	4
66	сразу же	2	4
67	можно было	2	4
68	еще в	2	4
69	его в	8	4
70	между тем	3	4
71	в его	1	4
72	в середине	1	4
73	только в	1	4
74	же в	6	4
75	так как	13	4
76	что для	3	4
77	прежде всего	2	4
78	в руках	2	4
79	как это	4	4
80	все же	2	4
81	и для	2	4
82	и от	3	4
83	например в	1	3
84	в котором	3	3
85	то же	4	3
86	в их	2	3
87	вопрос о	4	3
88	это время	2	3
89	в ней	1	3
90	что его	1	3
91	во всех	3	3
92	как правило	1	3
93	но не	5	3
94	как в	7	3
95	что касается	1	3
96	но в	5	3
97	в этой	3	3
98	как он	1	3
99	но все	1	3
100	могла бы	1	3
101	первую очередь	1	3
102	по всему	1	3
103	при всем	1	3
104	но если	3	3
105	из числа	1	3
106	не имеет	3	3
107	того как	2	3
108	связи с	2	3
109	что на	2	3
110	в поле	19	3
111	то время	2	3
112	в образе	2	3
113	и поэтому	1	3
114	из дому	1	3
115	к нему	4	3
116	на сцену	1	3
117	к их	1	3
118	ответ на	1	3
119	друг друга	3	3
120	тем что	3	3
121	в первую	1	3
122	возможно что	1	3
123	даже не	1	3
124	здесь в	2	3
125	не было	2	3
126	комедии с	1	3
127	о чем	4	3
128	и особенно	1	3
129	из которых	2	3
130	в тех	1	3
131	с этой	2	3
132	все это	10	3
133	или в	7	3
134	для нас	6	3
135	а в	9	3
136	в период	1	3
137	в своей	2	3
138	не может	5	3
139	также что	2	2
140	и т	5	2
141	одним из	2	2
142	и есть	1	2
143	и за	1	2
144	мы имеем	6	2
145	мы не	6	2
146	из самых	1	2
147	время как	1	2
148	говорить о	1	2
149	то это	1	2
150	в виду	2	2
151	в народном	3	2
152	он был	1	2
153	под названием	2	2
154	в ее	3	2
155	и другие	14	2
156	если в	1	2
