N	2gram	Potebnia_M_2	KulturaY
1	и т	6	33
2	в том	18	30
3	и в	24	24
4	потому что	49	23
5	том что	8	21
6	т п	3	18
7	что в	16	17
8	того чтобы	2	17
9	для того	5	16
10	было бы	13	15
11	в этом	8	14
12	т д	3	14
13	может быть	23	13
14	все же	5	12
15	таким образом	11	12
16	и не	19	12
17	в его	2	12
18	не в	13	11
19	только в	11	11
20	хотя бы	2	10
21	в самом	4	10
22	не только	15	10
23	у нас	2	10
24	вовсе не	9	10
25	самом деле	2	9
26	с точки	1	9
27	так как	10	9
28	если бы	11	9
29	о том	5	9
30	того что	7	9
31	прежде всего	7	9
32	то что	20	9
33	а только	8	8
34	по отношению	2	8
35	уже не	4	8
36	то же	12	8
37	том чтобы	1	8
38	языка и	3	8
39	в языке	3	8
40	тем что	7	8
41	а не	18	8
42	не может	12	7
43	что язык	2	7
44	это не	3	7
45	в них	5	7
46	не менее	5	7
47	связи с	6	7
48	так и	5	7
49	бы в	2	7
50	с другой	6	7
51	как бы	9	7
52	вместе с	11	7
53	только потому	2	6
54	мере в	1	6
55	на себе	1	6
56	в ней	3	6
57	однако не	1	6
58	в которой	5	6
59	все эти	2	6
60	при этом	13	6
61	в которых	1	6
62	тогда когда	10	6
63	что он	4	6
64	в какой	2	6
65	но и	9	6
66	именно в	1	6
67	что же	1	6
68	все это	2	6
69	другой стороны	2	6
70	что такое	2	6
71	например в	3	5
72	еще не	4	5
73	но не	12	5
74	что это	3	5
75	и с	1	5
76	рядом с	3	5
77	с тем	4	5
78	так сказать	4	5
79	по крайней	5	5
80	и его	2	5
81	не потому	1	5
82	к тому	1	5
83	к языку	4	5
84	с ним	5	5
85	и что	4	5
86	между тем	6	5
87	а потому	5	5
88	крайней мере	5	5
89	всяком случае	7	5
90	содержание и	1	5
91	что не	5	5
92	языка как	1	5
93	в той	1	5
94	той мере	1	5
95	а в	8	5
96	речи и	1	5
97	во всяком	7	5
98	того же	14	4
99	переход от	1	4
100	и на	8	4
101	с его	2	4
102	что они	5	4
103	как в	10	4
104	в целом	3	4
105	из этих	4	4
106	на то	5	4
107	в нем	9	4
108	же касается	1	4
109	и тогда	3	4
110	тем не	6	4
111	тем самым	4	4
112	в таких	1	4
113	того как	7	4
114	к себе	1	4
115	не на	2	4
116	в самой	3	4
117	внимание на	2	4
118	что и	11	4
119	с ними	3	4
120	должен быть	1	4
121	так что	10	4
122	есть в	2	4
123	не есть	6	4
124	из них	5	4
125	со стороны	3	4
126	до сих	4	4
127	там где	4	4
128	и потому	2	4
129	с этим	7	4
130	слова и	3	4
131	сих пор	4	4
132	один из	2	4
133	указать на	1	4
134	же в	5	4
135	в этих	3	4
136	так же	2	4
137	и то	3	3
138	в котором	4	3
139	той же	3	3
140	языка которое	1	3
141	то это	3	3
142	то мы	2	3
143	только тогда	3	3
144	в общем	2	3
145	очевидно что	3	3
146	в истории	1	3
147	в связи	2	3
148	хотя и	3	3
149	его к	1	3
150	более или	8	3
151	что слово	2	3
152	что так	1	3
153	с их	1	3
154	в себе	10	3
155	и если	4	3
156	не имеют	2	3
157	должна быть	1	3
158	на том	1	3
159	состоит в	2	3
160	что она	3	3
161	и может	3	3
162	он есть	1	3
163	а это	2	3
164	должно быть	2	3
165	или менее	8	3
166	в их	1	3
167	и эти	1	3
168	тому что	2	3
169	значение слова	1	3
170	а а	2	3
171	это слово	1	3
172	мере того	4	3
173	что оно	4	3
174	оно не	3	3
175	свою очередь	6	3
176	здесь не	1	3
177	не с	3	3
178	том как	3	3
179	это только	1	3
180	по мере	5	3
181	и здесь	2	3
182	можно сказать	1	3
183	этом смысле	2	3
184	меня и	1	3
185	вкуса и	2	3
186	уже в	5	3
187	себе в	3	3
188	в одном	6	3
189	связано с	2	3
190	уже и	1	3
191	даже и	2	3
192	не было	6	3
193	в особенности	1	3
194	к которому	2	3
195	в свою	6	3
196	а с	2	3
197	под влиянием	8	3
198	если не	4	3
199	как это	2	3
200	со словом	1	3
201	а если	1	3
202	смысле этого	3	3
203	этого слова	6	3
204	слова как	1	3
205	нам не	2	3
206	была бы	1	3
207	как на	3	3
208	но еще	1	3
209	в таком	4	3
