N	2gram	Voloshinov_1	Problemy
1	и в	38	46
2	чужое слово	1	40
3	то есть	4	40
4	и не	14	27
5	может быть	13	23
6	не может	12	19
7	как бы	28	19
8	в нем	4	17
9	в этом	10	16
10	у достоевского	1	16
11	не только	27	14
12	и т.п	21	14
13	слова в	5	13
14	перед нами	3	12
15	как мы	9	12
16	но и	13	12
17	как и	10	12
18	и на	6	11
19	точки зрения	10	11
20	в одном	3	11
21	а не	6	11
22	не в	6	10
23	между ними	3	10
24	и к	4	9
25	в самом	4	9
26	с точки	5	9
27	слово не	4	9
28	и все	4	9
29	в его	6	9
30	в том	2	9
31	в большинстве	1	9
32	вовсе не	2	9
33	прежде всего	21	9
34	до сих	1	8
35	конечно не	3	8
36	большинстве случаев	1	8
37	сих пор	2	8
38	или в	2	8
39	в сущности	1	7
40	еще не	3	7
41	в себе	9	7
42	и с	5	7
43	слово и	3	7
44	по себе	1	7
45	как раз	1	7
46	слова и	5	7
47	то же	14	6
48	никогда не	7	6
49	и он	2	6
50	хотя и	3	6
51	но в	5	6
52	слово в	2	6
53	к одному	1	6
54	ни в	1	6
55	что я	1	6
56	но это	2	6
57	и его	7	6
58	в него	1	6
59	что он	2	6
60	только в	6	6
61	есть в	1	6
62	друг друга	2	6
63	все это	4	6
64	в романе	1	6
65	мы увидим	5	6
66	в котором	3	5
67	ведь и	2	5
68	установки на	2	5
69	с его	7	5
70	во всех	6	5
71	за пределы	1	5
72	так сказать	4	5
73	на площади	1	5
74	при этом	9	5
75	это не	3	5
76	в жизни	2	5
77	в то	9	5
78	в самой	1	5
79	это слово	2	5
80	если же	1	5
81	и сам	2	5
82	с самим	2	5
83	в скрытой	1	5
84	о том	4	5
85	же время	7	5
86	к нему	2	5
87	слово с	1	5
88	если мы	4	5
89	так как	7	5
90	у него	1	5
91	речи и	6	5
92	жизни и	3	5
93	например в	1	4
94	самом деле	4	4
95	в их	1	4
96	мы не	9	4
97	на себя	1	4
98	но не	2	4
99	как в	2	4
100	все же	7	4
101	кроме того	2	4
102	такое слово	1	4
103	все эти	2	4
104	он не	2	4
105	таким образом	7	4
106	и наконец	5	4
107	том что	3	4
108	в этих	2	4
109	том же	1	4
110	слово как	7	4
111	раз и	1	4
112	и время	1	4
113	в процессе	6	4
114	потому что	5	4
115	слова но	3	4
116	второй голос	1	4
