N	2gram	Potebnia_M_3	Problema
1	и в	30	44
2	вовсе не	7	37
3	и не	15	35
4	не есть	17	35
5	то есть	34	34
6	может быть	28	28
7	по себе	16	25
8	потому что	46	25
9	то что	18	23
10	в том	32	21
11	только в	21	19
12	а не	15	18
13	в этом	10	17
14	если мы	1	16
15	для нас	20	16
16	сказать что	5	16
17	когда мы	2	15
18	художественного произведения	5	14
19	и то	8	14
20	не только	21	14
21	и даже	2	14
22	и т	5	13
23	то же	23	13
24	т д	3	13
25	не в	15	13
26	но в	1	12
27	том что	18	12
28	так что	7	12
29	не является	1	11
30	то это	6	10
31	так и	11	10
32	как и	10	10
33	тем не	3	10
34	не менее	5	10
35	в виду	1	10
36	но и	19	10
37	не имеет	6	9
38	в нем	9	9
39	и с	2	9
40	художественный образ	2	9
41	это не	1	9
42	и тем	5	9
43	в то	10	9
44	и это	4	9
45	никак не	3	9
46	в его	4	9
47	что и	13	9
48	что он	6	9
49	как нечто	1	9
50	так как	13	9
51	в данном	1	9
52	как бы	3	9
53	же самое	1	9
54	таким образом	14	9
55	и от	4	9
56	во всяком	1	9
57	сама по	2	8
58	перед нами	2	8
59	в себе	16	8
60	он не	4	8
61	было бы	9	8
62	ни в	2	8
63	но это	6	8
64	и вообще	3	8
65	есть нечто	4	8
66	связи с	2	8
67	как мы	7	8
68	здесь не	1	8
69	того что	18	8
70	при помощи	1	8
71	что же	2	8
72	художественное произведение	6	8
73	что мы	8	8
74	что в	17	8
75	это и	2	7
76	мы не	9	7
77	на самом	1	7
78	все эти	1	7
79	мы должны	4	7
80	указывает на	6	7
81	ничего общего	2	7
82	данном случае	1	7
83	с ним	6	7
84	и что	10	7
85	с другой	7	7
86	значит что	1	7
87	уже не	6	7
88	еще и	1	7
89	не может	6	7
90	и потому	4	7
91	здесь только	3	7
92	сам по	5	6
93	в целом	3	6
94	все же	2	6
95	о том	2	6
96	и если	2	6
97	ясно что	1	6
98	но если	1	6
99	но только	2	6
100	для этого	1	6
101	другими словами	1	6
102	можно сказать	3	6
103	сами по	1	6
104	мы можем	3	6
105	имеет значение	6	6
106	в виде	2	6
107	жизни и	2	6
108	и есть	3	5
109	едва ли	1	5
110	есть не	7	5
111	еще не	5	5
112	а только	3	5
113	за пределы	2	5
114	что они	2	5
115	в своем	5	5
116	хотя и	1	5
117	тоже не	1	5
118	с тем	7	5
119	есть именно	1	5
120	точки зрения	2	5
121	в своей	2	5
122	нас не	1	5
123	тем самым	7	5
124	как о	2	5
125	и его	4	5
126	и о	2	5
127	которое мы	2	5
128	в ней	8	5
129	и здесь	1	5
130	крайней мере	5	5
131	что здесь	1	5
132	только на	3	5
133	то и	6	5
134	гораздо более	1	5
135	или даже	1	5
136	не было	4	5
137	по крайней	5	5
138	так же	3	5
139	как в	10	5
140	да и	1	5
141	этого слова	11	5
142	все это	4	5
143	собственно говоря	2	5
144	а в	12	5
145	другой стороны	4	5
146	в таком	3	5
147	таком случае	2	4
148	мы уже	2	4
149	время как	1	4
150	он сам	1	4
151	бы то	1	4
152	в чем	3	4
153	но как	2	4
154	только при	2	4
155	тут же	2	4
156	чем же	1	4
157	могли бы	1	4
158	для которой	1	4
159	то время	4	4
160	при этом	3	4
161	образа и	3	4
162	заключается в	1	4
163	на первый	1	4
164	образности и	1	4
165	и без	7	4
166	тому что	3	4
167	раз и	1	4
168	и притом	2	4
169	есть только	5	4
170	отличается от	1	4
171	в ее	2	4
172	языка и	2	4
173	мы могли	1	4
174	что даже	4	4
175	же и	3	4
176	ни с	1	4
177	тем что	7	4
178	это будет	1	4
179	нас в	1	4
180	на этот	1	4
181	или по	1	4
182	это значит	1	4
183	мы выше	1	4
184	или в	3	4
185	в каком	5	4
186	в искусстве	3	4
187	художественном произведении	3	3
188	отношения к	1	3
189	то в	1	3
190	имеет свою	1	3
191	говорить о	3	3
192	и ее	1	3
193	из того	2	3
194	но не	7	3
195	знак и	1	3
196	в настоящем	1	3
197	общего с	1	3
198	в художественном	1	3
199	и как	5	3
200	с понятием	2	3
201	идея и	1	3
202	в самом	8	3
203	весь круг	3	3
204	что это	4	3
205	в этой	2	3
206	на то	2	3
207	как оно	1	3
208	идеи и	2	3
209	что у	1	3
210	одно и	5	3
211	но все	2	3
212	об этом	2	3
213	его в	3	3
214	с другими	5	3
215	том смысле	3	3
216	все равно	4	3
217	и тогда	3	3
218	но никак	2	3
219	что такое	2	3
220	себе а	4	3
221	в которых	2	3
222	но эта	1	3
223	бы быть	2	3
224	в таких	1	3
225	человека но	1	3
226	на себе	1	3
227	чем не	1	3
228	однако если	1	3
229	ничего не	1	3
230	находятся в	1	3
231	на которую	1	3
232	именно потому	1	3
233	для его	1	3
234	она не	2	3
235	на нечто	1	3
236	без всякого	1	3
237	то или	2	3
238	с самим	1	3
239	когда в	2	3
240	если бы	12	3
241	каждый раз	2	3
242	в порядке	1	3
243	образ есть	2	3
244	образов и	2	3
245	не мешает	1	3
246	есть ни	4	3
247	самом деле	2	3
248	которые мы	1	3
249	есть в	3	3
250	указания на	1	3
251	уже в	5	3
252	а это	1	3
253	а то	1	3
254	для него	9	3
255	могло бы	1	3
256	само по	3	3
257	отличие от	1	3
258	что для	4	3
259	прежде всего	3	3
260	не сама	1	3
261	его как	1	3
262	ни о	3	3
263	если не	4	3
264	но оно	6	3
