N	2gram	Ircho_Kome_1	Myslijsy
1	потому что	5	49
2	то есть	1	30
3	и в	22	24
4	в душе	1	23
5	может быть	9	23
6	в сознании	3	23
7	то что	2	20
8	и не	8	19
9	в том	11	18
10	что в	6	16
11	не только	10	15
12	по себе	1	15
13	того же	2	14
14	при этом	5	13
15	не в	6	13
16	было бы	2	13
17	то же	6	12
18	но не	2	12
19	мы можем	4	12
20	не может	2	12
21	мы не	3	11
22	таким образом	8	11
23	вместе с	2	11
24	что и	4	11
25	только в	3	11
26	как в	5	10
27	в себе	2	10
28	так что	1	10
29	так как	4	10
30	независимо от	2	9
31	в нем	4	9
32	вовсе не	2	9
33	то и	2	9
34	но и	11	9
35	как бы	1	9
36	и на	3	8
37	а только	1	8
38	в этом	3	8
39	более или	1	8
40	том что	12	8
41	или менее	2	8
42	могут быть	3	8
43	а в	6	8
44	в чем	3	7
45	во всех	1	7
46	с этим	1	7
47	как и	9	7
48	всяком случае	2	7
49	того как	3	7
50	не могут	1	7
51	прежде всего	5	7
52	тем что	4	7
53	того что	1	7
54	во всяком	2	7
55	и т	9	6
56	между двумя	1	6
57	и как	3	6
58	в состоянии	2	6
59	тем не	2	6
60	в то	10	6
61	между тем	5	6
62	и только	1	6
63	в одном	8	6
64	заметить что	1	6
65	с другой	5	6
66	этого слова	1	6
67	в свою	2	6
68	по поводу	4	6
69	столь же	2	5
70	а и	1	5
71	что они	4	5
72	все остальные	3	5
73	все же	3	5
74	уже в	5	5
75	бы не	1	5
76	на то	3	5
77	и уже	1	5
78	не менее	3	5
79	с ним	1	5
80	судя по	2	5
81	так и	5	5
82	о том	8	5
83	тот же	3	5
84	бы ни	1	5
85	таких же	1	5
86	из них	10	5
87	от того	1	5
88	в них	3	5
89	для того	1	5
90	же в	4	5
91	в которой	6	5
92	а между	1	4
93	сам по	1	4
94	в самом	2	4
95	время как	4	4
96	еще не	2	4
97	но в	4	4
98	из этих	1	4
99	только один	2	4
100	как он	1	4
101	главным образом	3	4
102	с тем	1	4
103	такой же	2	4
104	в котором	4	4
105	место в	3	4
106	сих пор	2	4
107	стало быть	1	4
108	одном из	4	4
109	между прочим	2	4
110	они не	1	4
111	и другое	1	4
112	образом в	2	4
113	подобно тому	1	4
114	одна из	2	4
115	представлений в	1	4
116	от их	1	4
117	то время	5	4
118	так в	4	4
119	и что	1	4
120	за другим	1	4
121	что он	6	4
122	с одной	3	4
123	указания на	2	4
124	которые могут	1	4
125	в других	2	4
126	до сих	2	4
127	тому как	1	4
128	от него	1	4
129	во время	5	4
130	в таком	1	4
131	тем же	1	3
132	той же	1	3
133	то это	1	3
134	если в	1	3
135	очевидно что	1	3
136	со стороны	2	3
137	относится к	2	3
138	хотя и	3	3
139	что это	1	3
140	в целом	3	3
141	что она	1	3
142	т д	4	3
143	о которой	1	3
144	так например	1	3
145	человека в	1	3
146	них не	1	3
147	на все	2	3
148	его в	3	3
149	и тем	2	3
150	о которых	5	3
151	далеко не	1	3
152	в эту	1	3
153	в этих	1	3
154	себе в	1	3
155	ни было	2	3
156	в ней	1	3
157	и притом	2	3
158	на него	4	3
159	которых мы	2	3
160	в каком	1	3
161	что сила	1	3
162	те же	1	3
163	мог бы	2	3
164	находится в	2	3
165	на вопрос	1	3
166	от них	2	3
167	и во	2	3
168	вслед за	2	3
169	по времени	1	3
170	которое мы	1	3
171	и у	3	3
172	не так	1	3
