N	2gram	Losev_Prob_2	Narrotol
1	не только	24	32
2	может быть	18	25
3	но и	16	23
4	в качестве	2	21
5	и не	37	20
6	то есть	39	19
7	и в	35	19
8	в том	12	18
9	в этом	17	17
10	не в	2	14
11	в частности	5	14
12	том что	19	14
13	представляет собой	2	12
14	в рамках	1	12
15	а не	10	12
16	то что	38	11
17	а в	4	11
18	точки зрения	2	10
19	не может	13	10
20	при этом	3	9
21	так и	7	9
22	в его	7	9
23	со стороны	1	9
24	в себе	5	8
25	с другой	6	8
26	не является	7	8
27	еще не	10	7
28	как в	1	7
29	все же	8	7
30	в случае	3	7
31	времени и	1	7
32	как и	5	7
33	к тому	3	7
34	а также	2	7
35	с одной	5	7
36	одной стороны	5	7
37	такого рода	15	7
38	с его	1	6
39	но не	4	6
40	в той	2	6
41	то в	1	6
42	тем самым	7	6
43	о том	18	6
44	что он	4	6
45	именно в	1	6
46	как это	1	6
47	том числе	2	6
48	но в	6	6
49	не все	4	5
50	отнюдь не	5	5
51	и как	4	5
52	уже не	8	5
53	в этой	9	5
54	далеко не	4	5
55	по себе	8	5
56	в основе	3	5
57	и его	1	5
58	к нему	2	5
59	или иной	5	5
60	мира в	1	5
61	в данном	10	5
62	можно сказать	6	5
63	речь идет	2	4
64	данном случае	5	4
65	все те	1	4
66	то же	5	4
67	из которых	2	4
68	здесь не	2	4
69	перед нами	2	4
70	в нем	1	4
71	в силу	1	4
72	но все	2	4
73	же не	1	4
74	и с	10	4
75	было бы	8	4
76	и тем	4	4
77	не мог	1	4
78	пока еще	9	4
79	связи с	5	4
80	числе и	2	4
81	той или	5	4
82	о нем	2	4
83	одного из	1	4
84	только в	14	4
85	хотя бы	12	4
86	в пространстве	1	4
87	что не	5	4
88	прежде всего	11	4
89	если не	4	4
90	как бы	4	4
91	да и	10	4
92	отличается от	2	4
93	же в	1	4
94	одной из	1	4
95	сказать что	24	4
96	другой стороны	5	4
97	это и	3	3
98	же как	1	3
99	в ней	2	3
100	и на	5	3
101	может не	1	3
102	бы то	2	3
103	если в	1	3
104	что они	3	3
105	хотя и	3	3
106	что это	1	3
107	уже в	3	3
108	из этих	3	3
109	не есть	33	3
110	он не	2	3
111	то ни	3	3
112	не будет	11	3
113	особенно в	1	3
114	ни в	6	3
115	тем не	12	3
116	бы быть	1	3
117	не менее	13	3
118	в то	6	3
119	тем что	4	3
120	одна из	3	3
121	на него	2	3
