N	2gram	Bakhtin_Fr_7	VeschiIm
1	не есть	2	49
2	не может	3	33
3	не только	5	31
4	может быть	4	29
5	и не	7	28
6	и в	41	26
7	то что	8	24
8	и есть	3	23
9	а не	2	20
10	не просто	2	18
11	есть только	1	17
12	что я	1	16
13	только в	6	14
14	по себе	1	13
15	и что	1	13
16	того что	2	13
17	и то	2	12
18	есть не	2	12
19	все же	1	12
20	в себя	2	12
21	что это	4	12
22	было бы	4	12
23	и ее	2	12
24	но и	9	12
25	сказать что	1	12
26	таким образом	19	11
27	вещь и	1	11
28	то же	13	10
29	есть нечто	1	10
30	в ней	5	10
31	как бы	7	10
32	потому что	5	10
33	уже не	2	10
34	в самом	1	9
35	и с	4	9
36	в том	11	9
37	еще и	1	9
38	прежде всего	11	9
39	ни было	2	9
40	что иное	1	8
41	с ее	3	8
42	иное как	1	8
43	в себе	11	8
44	и это	5	8
45	ничего не	4	8
46	но это	3	8
47	не что	1	8
48	также и	2	7
49	в этом	15	7
50	не будет	1	7
51	его в	3	7
52	том что	4	7
53	в то	10	7
54	со своим	1	7
55	указывает на	1	7
56	как с	1	7
57	в свете	3	7
58	себя в	1	7
59	и их	3	7
60	так как	3	7
61	от всего	1	7
62	есть и	3	7
63	что они	1	6
64	и как	2	6
65	но в	8	6
66	одно и	2	6
67	что является	1	6
68	точки зрения	5	6
69	с ним	2	6
70	она не	1	6
71	можно было	3	6
72	должно быть	4	6
73	так что	1	6
74	если мы	1	6
75	для него	6	6
76	в результате	2	6
77	жизни и	3	6
78	что в	9	6
79	того же	3	5
80	это и	1	5
81	и до	6	5
82	ведь и	1	5
83	в сущности	4	5
84	в чем	2	5
85	но не	1	5
86	чем же	1	5
87	как к	1	5
88	должна быть	1	5
89	же это	1	5
90	содержит в	1	5
91	это не	6	5
92	с тем	1	5
93	не в	9	5
94	в отношении	3	5
95	одна из	4	5
96	только и	1	5
97	у нас	1	5
98	собственное имя	2	5
99	свою очередь	3	5
100	в ее	1	5
101	другими словами	2	5
102	еще не	2	5
103	с этой	1	5
104	и для	5	5
105	а в	5	5
106	в свою	3	5
107	явления и	2	4
108	мы не	2	4
109	так чтобы	1	4
110	я не	3	4
111	как я	4	4
112	в их	3	4
113	вещь в	1	4
114	во всех	3	4
115	точка зрения	2	4
116	его на	1	4
117	с этим	2	4
118	в своем	9	4
119	однако не	1	4
120	как и	14	4
121	что значит	2	4
122	вещи в	2	4
123	с точки	3	4
124	что есть	2	4
125	же время	9	4
126	должен быть	2	4
127	и о	1	4
128	о том	6	4
129	что и	5	4
130	оно и	2	4
131	этот вопрос	1	4
132	другая вещь	1	4
133	из них	3	4
134	тем что	3	4
135	и даже	1	4
136	и потому	3	4
137	мы говорим	1	4
138	в данном	2	4
139	в отдельности	2	4
140	как только	1	4
141	с полной	1	4
142	и все	14	4
143	между ними	1	4
144	оно не	2	4
145	есть то	2	4
146	сам по	1	3
147	самом деле	1	3
148	и всем	2	3
149	в чисто	1	3
150	к другому	1	3
151	отношения к	1	3
152	мы имеем	2	3
153	вещами и	1	3
154	но даже	1	3
155	момент в	4	3
156	явлений и	2	3
157	явление как	1	3
158	более или	2	3
159	ее как	1	3
160	в нем	7	3
161	на этом	5	3
162	в жизни	1	3
163	несмотря на	3	3
164	или менее	2	3
165	отрыве от	2	3
166	в своей	3	3
167	все это	10	3
168	их в	2	3
169	между прочим	1	3
170	как о	3	3
171	ее с	1	3
172	в основе	1	3
173	или как	1	3
174	ему не	1	3
175	к себе	1	3
176	сущности как	1	3
177	к тому	2	3
178	и самое	1	3
179	вещей не	1	3
180	так и	10	3
181	один из	1	3
182	в отрыве	2	3
183	мы видим	6	3
184	тот же	2	3
185	что он	3	3
186	только на	2	3
187	мы находим	1	3
188	в одном	3	3
189	отношение к	2	3
190	никакого отношения	1	3
191	даже и	1	3
192	никогда не	2	3
193	вместе с	5	3
194	что именно	1	3
195	в той	3	3
196	вещи для	1	3
197	она может	1	3
198	бы в	2	3
199	тем более	1	3
200	с вещами	1	3
201	от этого	3	2
202	как это	1	2
203	в первом	1	2
204	ту же	2	2
205	поэтому и	3	2
206	мы уже	12	2
207	той же	3	2
208	элементы и	1	2
209	как мы	11	2
210	человека и	1	2
211	оба эти	1	2
212	но она	1	2
213	бы ни	1	2
214	конечно и	1	2
215	явление не	1	2
216	как смысл	1	2
217	мысли и	1	2
218	и мира	2	2
219	а только	2	2
220	абстрактный момент	1	2
221	и всякий	1	2
222	тогда как	1	2
223	себе и	1	2
224	и таким	1	2
225	как в	5	2
226	и нет	1	2
227	совершенно очевидный	1	2
228	я должен	1	2
229	в каком-то	1	2
230	что на	1	2
231	образом и	2	2
232	же вы	1	2
233	выражение в	3	2
234	он не	4	2
235	о которой	1	2
236	в силу	1	2
237	и вот	2	2
238	но все	4	2
239	в одну	4	2
240	и может	2	2
241	различие между	1	2
242	об этом	1	2
243	и чтобы	1	2
244	на все	1	2
245	то есть	20	2
246	на этой	4	2
247	от одного	1	2
248	и тем	1	2
249	ни в	6	2
250	но уже	1	2
251	в слове	1	2
252	и уже	1	2
253	не мог	2	2
254	знает и	1	2
255	жизнь и	2	2
256	признать что	1	2
257	где она	2	2
258	же мы	1	2
259	но они	1	2
260	дело в	2	2
261	и сама	2	2
262	на него	1	2
263	но только	1	2
264	для всего	1	2
265	в разных	2	2
266	и его	9	2
267	это уже	1	2
268	у меня	1	2
269	для такого	1	2
270	данном случае	1	2
271	говорили что	1	2
272	и когда	1	2
273	с собой	1	2
274	не с	1	2
275	том как	2	2
276	находится в	2	2
277	в виду	4	2
278	именно потому	1	2
279	реальное бытие	1	2
280	но к	1	2
281	и ничем	1	2
282	и та	1	2
283	и во	2	2
284	это было	2	2
285	во втором	1	2
286	еще более	2	2
287	тот момент	1	2
288	что только	1	2
289	сказали что	1	2
290	в качестве	9	2
291	как нечто	2	2
292	на такой	1	2
293	и они	1	2
294	его и	1	2
295	свое выражение	1	2
296	не говорит	1	2
297	в особенности	2	2
298	эти вещи	1	2
299	не годится	1	2
300	превращается в	1	2
301	них и	2	2
302	в подлинном	1	2
303	ничем не	3	2
304	о чем	1	2
305	когда же	1	2
306	ближе к	1	2
307	но оно	1	2
308	в частности	1	2
309	говорится о	1	2
310	чтобы и	1	2
311	вещей но	1	2
312	мы говорили	1	2
313	в первой	2	2
314	есть тот	1	2
315	кроме того	3	2
316	при всем	1	2
317	в более	4	2
318	но именно	3	2
319	ли что	1	2
320	находим в	1	2
321	теперь же	1	2
322	к ее	1	2
323	может и	1	2
324	от всех	1	2
325	является и	3	2
326	первом случае	1	2
327	в своих	1	2
328	так же	5	2
329	во всяком	2	2
330	и наиболее	1	1
331	с душою	1	1
332	говорили о	1	1
333	я уже	1	1
334	и движение	2	1
335	было то	1	1
336	между двумя	1	1
337	из самых	3	1
338	оно было	2	1
339	все те	2	1
340	тогда я	1	1
341	едва ли	1	1
342	с таким	1	1
343	уже здесь	2	1
344	которую мы	1	1
345	и абсолютное	1	1
346	в которой	2	1
347	именно к	1	1
348	на эти	1	1
349	но по	2	1
350	он как	1	1
351	время как	1	1
352	это отношение	1	1
353	и со	2	1
354	и заставляет	2	1
355	уже в	5	1
356	и реальным	1	1
357	проявляется в	3	1
358	и самого	2	1
359	на другом	2	1
360	и на	4	1
361	первый план	1	1
362	себя а	1	1
363	всего этого	2	1
364	с его	2	1
365	то мы	1	1
366	в обеих	1	1
367	вещи от	1	1
368	с совершенно	1	1
369	отличие от	1	1
370	в едином	1	1
371	в настоящем	1	1
372	всех ее	1	1
373	в истории	1	1
374	нельзя было	1	1
375	перед нами	2	1
376	и где	1	1
377	хотя и	4	1
378	и к	5	1
379	когда вы	1	1
380	они так	2	1
381	есть для	1	1
382	все эти	13	1
383	учение о	2	1
384	но без	2	1
385	в этой	13	1
386	еще один	1	1
387	всего к	1	1
388	тому же	1	1
389	как он	2	1
390	но на	1	1
391	не могла	1	1
392	при этом	3	1
393	силой и	1	1
394	чтобы они	1	1
395	они в	2	1
396	момента в	1	1
397	и еще	2	1
398	не как	1	1
399	которому она	1	1
400	том чтобы	1	1
401	бы оно	2	1
402	его от	1	1
403	и по	3	1
404	именно это	1	1
405	один момент	1	1
406	может стать	2	1
407	форму и	1	1
408	в это	3	1
409	что сама	1	1
410	таковы что	1	1
411	в них	7	1
412	далеко не	2	1
413	каждая в	1	1
414	со своими	1	1
415	переходим к	2	1
416	он и	1	1
417	становится и	1	1
418	ее эта	1	1
419	наука в	1	1
420	сливается воедино	1	1
421	бога и	1	1
422	на первый	1	1
423	уж и	1	1
424	нас не	2	1
425	также есть	1	1
426	и без	1	1
427	в котором	1	1
428	ту сторону	1	1
429	момент который	1	1
430	представление о	1	1
431	стало быть	1	1
432	поэтому в	1	1
433	но эта	1	1
434	с такою	1	1
435	что было	1	1
436	к реальному	1	1
437	тем самым	3	1
438	как от	1	1
439	уже сказали	1	1
440	где нет	1	1
441	нет вообще	1	1
442	даже в	1	1
443	сам он	3	1
444	в какое	1	1
445	себя момент	1	1
446	иной раз	1	1
447	есть прежде	1	1
448	которое он	2	1
449	дело не	2	1
450	не имеет	3	1
451	к новым	1	1
452	было не	1	1
453	взглянуть на	1	1
454	о природе	1	1
455	этим он	1	1
456	и существенное	1	1
457	слиты и	1	1
458	явление в	2	1
459	видим что	1	1
460	по своей	1	1
461	имеющие никакого	1	1
462	пыль в	1	1
463	он между	1	1
464	это слово	1	1
465	в сознании	1	1
466	так называемый	2	1
467	уже и	1	1
468	и делает	1	1
469	в каком	1	1
470	нет ни	2	1
471	не могут	1	1
472	ничего общего	1	1
473	существует только	1	1
474	что вы	1	1
475	в применении	1	1
476	им в	1	1
477	нас от	1	1
478	в конце	8	1
479	происходит и	1	1
480	на нем	1	1
481	и от	8	1
482	с самого	2	1
483	дано в	1	1
484	на том	2	1
485	что у	3	1
486	в другом	1	1
487	тело которое	1	1
488	здесь как	2	1
489	на которую	1	1
490	именно этот	1	1
491	и вещи	1	1
492	ярче всего	1	1
493	связанное с	2	1
494	все дело	1	1
495	о нем	3	1
496	уже были	1	1
497	не был	1	1
498	вот почему	1	1
499	кого не	1	1
500	это я	1	1
