N	2gram	Tiupa_Lite_2	Istorich
1	и в	19	25
2	вместе с	5	22
3	что он	3	22
4	и т	2	20
5	может быть	17	17
6	мы имеем	1	14
7	не только	8	13
8	но и	10	13
9	в его	4	12
10	так как	3	11
11	уже не	2	11
12	и не	11	11
13	в этом	9	10
14	тем что	4	10
15	все же	2	10
16	и его	3	9
17	его в	1	9
18	с другой	8	9
19	таким образом	1	9
20	героя в	2	9
21	еще не	2	8
22	и на	6	8
23	все эти	1	8
24	что в	4	8
25	связи с	1	8
26	и что	2	8
27	с тем	2	8
28	другой стороны	4	8
29	том что	7	8
30	представляет собой	2	7
31	в нем	3	7
32	а затем	2	7
33	как и	10	7
34	мы видели	1	7
35	потому что	2	7
36	о том	2	7
37	то что	7	7
38	с одной	7	7
39	в качестве	5	7
40	одной стороны	6	7
41	этом случае	2	7
42	но это	3	7
43	в частности	4	7
44	как в	1	6
45	это не	1	6
46	не может	9	6
47	в этих	1	6
48	не в	4	6
49	и он	3	6
50	что и	2	6
51	себя в	6	6
52	прежде всего	4	6
53	могут быть	2	6
54	в том	10	6
55	мы не	4	5
56	в ней	4	5
57	но не	5	5
58	что это	1	5
59	здесь мы	1	5
60	как мы	1	5
61	в образе	1	5
62	с появлением	1	5
63	так же	1	5
64	в него	2	5
65	для нас	2	5
66	же как	2	4
67	то же	12	4
68	в ее	2	4
69	от этого	1	4
70	в истории	2	4
71	и хотя	1	4
72	он не	5	4
73	с другими	1	4
74	не всегда	1	4
75	тем не	2	4
76	не менее	6	4
77	того как	1	4
78	все еще	2	4
79	в пределах	1	4
80	наряду с	1	4
81	с ним	2	4
82	а именно	3	4
83	же можно	1	4
84	в основном	1	4
85	его не	1	3
86	в царство	1	3
87	на себя	2	3
88	ему в	1	3
89	в роли	2	3
90	если в	2	3
91	герой не	1	3
92	по которому	1	3
93	и как	3	3
94	в целом	2	3
95	в этой	3	3
96	их в	1	3
97	на этом	2	3
98	человека в	4	3
99	но уже	2	3
100	в то	9	3
101	в русской	4	3
102	друг друга	2	3
103	для того	2	3
104	того чтобы	1	3
105	огонь и	1	3
106	в себя	3	3
107	на том	1	3
108	никогда не	3	3
109	и с	3	3
110	после того	1	3
111	но мы	1	3
112	и др	3	3
113	в особенности	1	3
114	и все	1	3
115	над ним	2	3
116	в данном	3	3
117	ее и	1	3
118	а в	3	3
119	в свою	1	3
120	героя и	1	3
121	они не	1	3
122	ту же	2	2
123	того же	4	2
124	самом деле	1	2
125	по которым	1	2
126	исключают друг	1	2
127	одним из	3	2
128	мы и	1	2
129	во всех	3	2
130	землю и	1	2
131	по отношению	4	2
132	очевидно что	2	2
133	когда он	1	2
134	он на	2	2
135	уже в	2	2
136	еще один	1	2
137	на то	1	2
138	том чтобы	3	2
139	и по	1	2
140	и других	4	2
141	и мы	1	2
142	за ней	1	2
143	в это	1	2
144	он же	1	2
145	которой он	1	2
146	такой же	3	2
147	точки зрения	4	2
148	в своей	1	2
149	ее в	1	2
150	оказывается что	1	2
151	от себя	1	2
152	но он	1	2
153	силу и	1	2
154	что этот	1	2
155	даже в	4	2
156	одна из	5	2
157	как новый	1	2
158	данном случае	3	2
159	так в	5	2
160	и сам	2	2
161	на нее	1	2
162	еще в	4	2
163	с этого	1	2
164	ничего не	3	2
165	находится в	1	2
166	приближается к	1	2
167	можно сказать	1	2
168	должно было	1	2
169	на своих	1	2
170	ним и	1	2
171	же в	2	2
172	того что	5	2
173	во всем	1	2
174	то в	2	2
175	богом и	1	2
176	так что	4	2
177	из них	2	2
178	тогда он	1	2
179	вовсе не	2	2
180	в землю	1	2
181	у него	2	2
182	в других	1	2
183	и стал	1	2
184	со стороны	3	2
185	как у	1	2
186	героем становится	1	2
187	говорит о	1	2
188	а не	20	2
189	один из	4	2
190	что мы	1	2
191	чтобы она	1	2
192	и потому	1	2
193	из которых	2	2
194	а если	2	2
195	одновременно с	1	2
196	как бы	2	2
197	по существу	3	2
198	с этой	2	2
199	с большой	1	2
200	и для	3	2
201	не исключают	2	2
202	также не	1	2
203	то здесь	1	2
204	к его	1	2
205	по которой	1	2
206	отношению к	3	2
207	у которых	1	2
208	сам в	1	2
209	в свое	2	2
210	к этому	1	2
211	жизни и	4	2
212	и вновь	2	2
213	потом и	1	1
214	себя как	2	1
215	перед ним	2	1
216	что образ	1	1
217	его здесь	1	1
218	и пошли	1	1
219	многих отношениях	1	1
220	переход от	1	1
221	но тем	4	1
222	тем же	3	1
223	здесь и	1	1
224	нас на	1	1
225	должна быть	1	1
226	едва ли	4	1
227	той же	2	1
228	и превращение	1	1
229	он знает	1	1
230	мотива с	1	1
231	на первом	2	1
232	что уже	1	1
233	из версий	1	1
234	на место	1	1
235	именно к	1	1
236	место в	1	1
237	на колени	1	1
238	не вполне	2	1
239	я не	5	1
240	из того	2	1
241	но даже	1	1
242	для наших	1	1
243	думаю что	1	1
244	и этого	1	1
245	его так	1	1
246	на самом	1	1
247	но как	2	1
248	ответ на	1	1
249	не путем	1	1
250	остаются в	1	1
251	с врагом	1	1
252	себе и	3	1
253	отличие от	1	1
254	отнюдь не	4	1
255	и я	1	1
256	орла на	1	1
257	вследствие чего	1	1
258	стороны и	1	1
259	как к	3	1
260	путь в	1	1
261	как уже	2	1
262	и наконец	2	1
263	и к	2	1
264	себе не	2	1
265	но в	2	1
266	в противоположность	2	1
267	и говорит	1	1
268	за собой	1	1
269	что едва	1	1
270	за это	1	1
271	такую же	2	1
272	на нем	1	1
273	только на	1	1
274	в иную	1	1
275	в себе	6	1
276	во многих	1	1
277	при рассмотрении	1	1
278	при этом	6	1
279	уже тогда	1	1
280	всех этих	1	1
281	и еще	2	1
282	состоит в	9	1
283	и вот	1	1
284	свидетельствует о	2	1
285	и сказал	1	1
286	христианство и	1	1
287	подобно тому	2	1
288	него в	1	1
289	например мы	1	1
290	в глубине	1	1
291	от земли	1	1
292	рода человеческого	1	1
293	с неба	1	1
294	было бы	2	1
295	в переводе	1	1
296	в жизни	2	1
297	роль что	1	1
298	люди не	1	1
299	как живой	1	1
300	она и	1	1
301	соответствии с	2	1
302	далее этот	1	1
303	а за	2	1
304	то с	2	1
305	в развитии	1	1
306	перед своим	1	1
307	которую он	1	1
308	в ходе	1	1
309	художественного творчества	2	1
310	право на	3	1
311	он должен	1	1
312	с точки	3	1
313	в их	3	1
314	земли где	1	1
315	в своем	1	1
316	на свою	3	1
317	в отличие	1	1
318	от его	1	1
319	в поэме	4	1
320	в одном	2	1
321	пока еще	1	1
322	войти в	1	1
323	в конце	2	1
324	с меня	1	1
325	случае мы	1	1
326	например и	1	1
327	что есть	1	1
328	в тело	1	1
329	на три	1	1
330	но они	1	1
331	тем самым	3	1
332	например не	1	1
333	не имеет	1	1
334	я буду	1	1
335	не по	2	1
336	не могло	1	1
337	в поздних	2	1
338	и всегда	1	1
339	же время	9	1
340	этих двух	1	1
341	него нет	1	1
342	явление в	1	1
343	развивается в	1	1
344	мире и	1	1
345	по земле	3	1
346	же он	1	1
347	в сознании	1	1
348	дело сводится	1	1
349	не человека	1	1
350	однако это	1	1
351	языка в	1	1
352	числе и	1	1
