N	3gram	Vinokur_St_1	FransuaR
1	то же время	4	9
2	в то же	4	9
3	для того чтобы	10	6
4	в том что	17	6
5	в этом отношении	7	5
6	но в то	2	5
7	а также и	2	4
8	так же как	3	4
9	на самом деле	6	4
10	в том числе	2	4
11	потому что он	1	3
12	до сих пор	7	3
13	потому что она	1	2
14	в другом месте	1	2
15	дело в том	4	2
16	как и во	1	2
17	он не только	1	2
18	сих пор еще	1	2
19	в одной из	1	2
20	с точки зрения	8	2
21	жизни и смерти	1	2
22	том числе и	2	2
23	можно было бы	8	2
24	и не в	1	2
25	о том как	1	2
26	со всеми его	1	2
27	же как и	1	2
28	в данном случае	6	2
29	в то время	2	2
30	не может быть	5	2
31	нужно сказать что	4	2
32	хотя бы в	1	2
33	которой можно было	1	2
34	также и в	1	2
35	как раз того	1	1
36	в так называемой	1	1
37	том что в	3	1
38	да и в	2	1
39	в той или	1	1
40	точно и в	1	1
41	в г в	1	1
42	далеко не все	1	1
43	по отношению к	3	1
44	в самом деле	5	1
45	что не может	2	1
46	во время своего	1	1
47	в этой книге	1	1
48	сих пор не	1	1
49	и в то	1	1
50	прежде всего его	1	1
51	что он не	1	1
52	здесь и там	1	1
53	то что в	2	1
54	и к самым	1	1
55	но это не	1	1
56	это вовсе не	1	1
57	так например в	4	1
58	может быть и	2	1
59	в это время	1	1
60	и в наши	1	1
61	вовсе не была	1	1
62	здесь нет и	1	1
63	и что в	1	1
64	вот это место	1	1
65	но они есть	1	1
66	в его время	1	1
67	того чтобы не	1	1
68	быть и речи	1	1
69	во всех этих	1	1
70	они есть в	1	1
71	если бы и	2	1
72	и таким образом	1	1
73	и некоторые другие	1	1
74	что в этой	2	1
75	так и в	4	1
76	как и в	2	1
77	того чтобы получить	1	1
78	о том что	11	1
79	ничего общего с	3	1
80	но зато очень	1	1
81	и в самом	3	1
82	той или иной	1	1
83	в какой-то степени	1	1
84	друг от друга	1	1
85	после того как	1	1
86	из этих двух	2	1
87	по этому поводу	2	1
88	но дело в	1	1
89	это не просто	1	1
90	тем не менее	2	1
91	что и в	4	1
92	является не только	1	1
93	и только в	3	1
