N	2gram	Trubetskoy_1	FransuaR
1	и в	14	40
2	то есть	1	18
3	прежде всего	8	16
4	в этом	17	15
5	мы уже	2	13
6	не только	9	13
7	в его	4	13
8	и не	19	13
9	вовсе не	1	12
10	что в	4	12
11	как и	4	11
12	но и	10	11
13	таким образом	11	10
14	как мы	1	10
15	в сущности	1	9
16	он не	5	9
17	может быть	9	9
18	и все	1	9
19	и на	5	8
20	все эти	2	8
21	и с	7	8
22	во время	2	8
23	в эпоху	1	8
24	в том	17	8
25	у него	2	8
26	но в	2	8
27	то же	11	7
28	в своем	6	7
29	культуры и	2	7
30	в духе	1	7
31	во всех	5	6
32	в самом	3	6
33	в этих	2	6
34	в то	10	6
35	же время	10	6
36	связи с	3	6
37	связь с	1	6
38	и других	1	6
39	до конца	1	6
40	в своей	5	6
41	к этому	1	6
42	в нем	5	5
43	в основе	1	5
44	и для	6	5
45	те же	1	5
46	связаны с	1	5
47	для него	6	5
48	то что	13	5
49	не было	3	5
50	а не	2	5
51	в связи	1	5
52	в своих	6	5
53	также и	1	4
54	жизни и	4	4
55	из всех	2	4
56	в ней	2	4
57	в истории	1	4
58	в мире	4	4
59	было бы	5	4
60	ни в	2	4
61	том что	9	4
62	в их	4	4
63	даже в	1	4
64	того чтобы	8	4
65	в области	2	4
66	о том	7	4
67	и о	2	4
68	роль в	1	4
69	и во	3	4
70	один из	1	4
71	только на	2	4
72	из них	3	4
73	так как	4	4
74	и даже	2	4
75	до сих	5	4
76	и потому	3	4
77	в данном	7	4
78	сих пор	5	4
79	все это	6	4
80	самом деле	7	3
81	на самом	6	3
82	и есть	2	3
83	только для	2	3
84	он был	1	3
85	по отношению	2	3
86	в этой	4	3
87	и как	3	3
88	и наконец	2	3
89	и к	6	3
90	всего необходимо	1	3
91	в себе	9	3
92	но ведь	1	3
93	при этом	5	3
94	всех этих	3	3
95	но дело	1	3
96	об этом	1	3
97	их в	2	3
98	для этого	3	3
99	в таких	2	3
100	одна из	3	3
101	во всем	4	3
102	они были	1	3
103	но все	1	3
104	в ее	1	3
105	не подлежит	2	3
