N	2gram	Vygotskiy__6	Istorich
1	и в	28	28
2	может быть	13	25
3	а не	3	15
4	не может	19	15
5	никогда не	8	14
6	мы имеем	4	13
7	мы должны	3	13
8	для нас	2	13
9	то же	7	12
10	не только	16	12
11	что в	17	12
12	мы видим	7	11
13	только в	18	11
14	мы не	6	10
15	все же	2	10
16	и что	6	10
17	что он	18	10
18	мы увидим	1	10
19	но и	10	10
20	прежде всего	2	10
21	не в	4	9
22	так и	6	9
23	о том	1	9
24	то что	28	9
25	видим что	1	9
26	в том	28	9
27	и не	11	9
28	в этом	27	8
29	но в	5	8
30	что это	1	8
31	таким образом	18	8
32	если бы	7	8
33	это не	5	7
34	еще не	8	7
35	и здесь	3	7
36	этот вопрос	3	7
37	и др	2	7
38	что мы	11	7
39	так же	15	7
40	том что	19	7
41	было бы	9	7
42	в этих	2	7
43	а в	2	7
44	в этой	5	6
45	его в	6	6
46	тем не	1	6
47	не менее	2	6
48	к тому	10	6
49	что и	4	6
50	так как	10	6
51	представляют собой	3	6
52	с другой	2	6
53	вместе с	7	6
54	когда он	2	6
55	например в	4	5
56	вопрос о	5	5
57	что они	2	5
58	в своем	7	5
59	что она	1	5
60	в силу	17	5
61	по существу	2	5
62	их в	1	5
63	дело не	1	5
64	на основе	4	5
65	можно было	7	5
66	в его	3	5
67	что здесь	1	5
68	но не	10	5
69	в качестве	4	5
70	в одном	2	5
71	до сих	3	5
72	к которому	2	5
73	сих пор	3	5
74	не должен	1	5
75	не знает	3	5
76	сказать что	13	5
77	другой стороны	2	5
78	ее в	2	5
79	и даже	1	4
80	и на	5	4
81	между собой	9	4
82	не то	1	4
83	с этим	4	4
84	представляет собой	3	4
85	все эти	2	4
86	на то	4	4
87	но все	1	4
88	об этом	1	4
89	и с	1	4
90	с тем	5	4
91	как и	6	4
92	даже в	1	4
93	в основе	3	4
94	находится в	1	4
95	связи с	3	4
96	должны быть	1	4
97	в пределах	5	4
98	означает что	2	4
99	раньше чем	2	4
100	того что	24	4
101	с одной	1	4
102	потому что	22	4
103	так что	6	4
104	мы знаем	4	4
105	один из	3	4
106	в иной	2	4
107	установить что	4	4
108	одной стороны	1	4
109	могут быть	5	4
110	там где	7	4
111	друг с	5	4
112	все это	2	4
113	в связи	2	4
114	но это	2	4
115	обстоит дело	1	4
116	и другие	2	4
117	они не	4	4
118	начинается с	3	3
119	исходит из	2	3
120	и должен	1	3
121	время как	5	3
122	я не	4	3
123	ему в	1	3
124	и он	1	3
125	видели что	3	3
126	по отношению	10	3
127	не просто	1	3
128	перед нами	1	3
129	могли бы	9	3
130	точку зрения	2	3
131	при этом	3	3
132	ключ к	2	3
133	этого вопроса	2	3
134	не как	1	3
135	и по	3	3
136	на этом	4	3
137	в другом	2	3
138	из них	2	3
139	не с	2	3
140	показывает что	7	3
141	и тогда	1	3
142	во время	1	3
143	в котором	2	3
144	в их	3	3
145	надо сказать	1	3
146	по себе	3	3
147	раз и	2	3
148	в то	6	3
149	на котором	2	3
150	дело в	1	3
151	этого явления	1	3
152	того как	5	3
153	в руки	1	3
154	с другом	5	3
155	детей в	1	3
156	очень часто	1	3
157	есть только	1	3
158	же самое	6	3
159	должен быть	1	3
160	как мы	10	3
161	действия и	3	3
162	только через	1	3
163	для этого	2	3
164	с того	3	3
165	связь между	4	3
166	представления о	2	3
167	в современной	1	3
168	во всем	1	3
169	должен был	3	3
170	может оказаться	1	3
171	и его	3	3
172	уже не	1	3
173	не можем	1	3
174	если мы	2	3
175	в начале	1	3
176	или даже	1	3
177	и их	1	3
178	то время	6	3
179	которые могут	1	3
180	тем что	8	3
181	именно в	4	3
182	как это	3	3
183	из которых	1	3
184	что же	1	3
185	не непосредственно	1	3
186	в целях	1	3
187	отношению к	10	3
188	к сожалению	1	3
189	точно так	1	3
190	отношения к	3	2
191	одним из	2	2
192	же как	6	2
193	увидим ниже	2	2
194	и между	2	2
195	оно может	1	2
196	в зависимости	5	2
197	связаны между	1	2
198	что если	2	2
199	меньшей мере	2	2
200	а для	1	2
201	что вопрос	1	2
202	когда мы	6	2
203	зависимости от	5	2
204	к своему	1	2
205	так если	2	2
206	во всех	4	2
207	трудные задачи	1	2
208	а только	2	2
209	точка зрения	1	2
210	мы нашли	3	2
211	ответ на	1	2
212	отличие от	1	2
213	связи и	3	2
214	относится к	4	2
215	как в	3	2
216	пути в	1	2
217	однако не	1	2
218	и как	6	2
219	в действительности	1	2
220	от этого	3	2
221	за собой	3	2
222	поэтому он	2	2
223	в целом	3	2
224	он в	1	2
225	в тех	1	2
226	которые в	4	2
227	в очень	1	2
228	и тот	1	2
229	в себе	4	2
230	как он	1	2
231	как оно	3	2
232	в нем	7	2
233	связанные с	3	2
234	он не	7	2
235	всех этих	1	2
236	он должен	4	2
237	пор мы	1	2
238	момент когда	1	2
239	эти факты	1	2
240	а по	3	2
241	предположение что	1	2
242	пути от	1	2
243	и тем	5	2
244	но уже	1	2
245	это положение	1	2
246	мы видели	8	2
247	ведет к	1	2
248	с несомненностью	4	2
249	на первый	1	2
250	для него	6	2
251	но если	4	2
252	что такое	3	2
253	в такой	2	2
254	на первых	4	2
255	в отличие	1	2
256	для объяснения	2	2
257	по мере	3	2
258	но они	1	2
259	и другое	2	2
260	самого начала	7	2
261	тогда когда	6	2
262	одна из	1	2
263	что их	3	2
264	всего сказанного	2	2
265	по своей	3	2
266	не по	3	2
267	только с	1	2
268	развития как	3	2
269	не могут	5	2
270	в области	6	2
271	на это	1	2
272	на вопрос	2	2
273	в ее	1	2
274	с самого	7	2
275	приводит к	6	2
276	это для	1	2
277	и когда	1	2
278	эту точку	2	2
279	ясно что	4	2
280	может удовлетворить	1	2
281	еще в	2	2
282	том как	2	2
283	с ним	2	2
284	но мы	3	2
285	не содержит	1	2
286	этой мысли	1	2
287	в пользу	2	2
288	нас в	2	2
289	образом мы	2	2
290	что исследователи	1	2
291	между тем	1	2
292	первых порах	2	2
293	этот момент	1	2
294	во всей	1	2
295	и только	3	2
296	от этих	1	2
297	здесь в	1	2
298	в свете	5	2
299	мы хотим	1	2
300	это приводит	1	2
301	с той	1	2
302	но так	1	2
303	тот же	1	2
304	дело с	2	2
305	но этим	1	2
306	правда и	1	2
307	именно на	1	2
308	для всех	2	2
309	связаны друг	1	2
310	то и	1	2
311	оно в	1	2
312	в данной	1	2
313	его и	1	2
314	заключить что	4	2
315	вовсе не	1	2
316	как раз	6	2
317	были бы	2	2
318	в меньшей	2	2
319	еще и	1	2
320	с ней	3	2
321	а с	1	2
322	один и	1	2
323	в середине	1	2
324	говорит о	1	2
325	покажет что	1	2
326	связано с	3	2
327	на этот	4	2
328	не на	2	2
329	не означает	1	2
330	зависит от	3	2
331	разве не	1	2
332	конечно не	1	2
333	как бы	11	2
334	в основном	1	2
335	вопрос в	1	2
336	не существует	1	2
337	и от	2	2
338	бы в	3	2
339	между ними	7	2
340	была бы	2	2
341	то здесь	1	2
342	из этого	2	2
343	самое что	1	2
344	в виде	1	2
345	в частности	4	2
346	это было	1	2
347	к этому	1	2
348	рассматривается как	2	1
349	не остается	1	1
350	и то	4	1
351	где мы	1	1
352	на самом	1	1
353	он может	2	1
354	тех же	1	1
355	это и	3	1
356	еще два	1	1
357	тем же	1	1
358	в первом	4	1
359	ту же	3	1
360	обеспечивает ему	1	1
361	из его	1	1
362	те же	3	1
363	едва ли	1	1
364	всегда на	1	1
365	над ней	1	1
366	этом направлении	1	1
367	мы уже	2	1
368	в и	1	1
369	есть не	1	1
370	не содержат	1	1
371	обратимся к	1	1
372	путь для	2	1
373	это знание	1	1
374	что уже	2	1
375	ответить на	1	1
376	имеет свою	1	1
377	есть нечто	1	1
378	которой приходит	1	1
379	этот факт	2	1
380	но даже	1	1
381	содержат в	1	1
382	надо иметь	1	1
383	об их	1	1
384	и иначе	1	1
385	которые он	2	1
386	связи со	1	1
387	стоят на	1	1
388	иное как	1	1
389	итак мы	1	1
390	но как	3	1
391	иметь какую-то	1	1
392	с какими	1	1
393	только тогда	4	1
394	изменения и	1	1
395	обычно связано	1	1
396	это или	1	1
397	явление которое	1	1
398	отнюдь не	1	1
399	как по	4	1
400	приблизительно так	1	1
401	в истории	1	1
402	с процессами	1	1
403	независимо от	3	1
404	что именно	2	1
405	определить эти	1	1
406	выйти из	1	1
407	стороны и	1	1
408	что как	1	1
409	он часто	1	1
410	просто как	1	1
411	в полном	1	1
412	себе совершенно	1	1
413	под его	1	1
414	от изучения	1	1
415	целый ряд	4	1
416	собой возникает	1	1
417	и к	6	1
418	имеет в	1	1
419	как таковое	2	1
420	каким-то образом	1	1
421	и хотя	1	1
422	в этот	1	1
423	то в	5	1
424	в которой	7	1
425	ступени развития	6	1
426	и у	1	1
427	мы получаем	1	1
428	тех представлений	1	1
429	в нашем	4	1
430	из этих	3	1
431	одном случае	1	1
432	быть объяснена	1	1
433	но он	2	1
434	ее как	1	1
435	научных и	7	1
436	в наших	4	1
437	их развития	5	1
438	над ними	2	1
439	своем развитии	4	1
440	а просто	1	1
441	том какие	1	1
442	и еще	1	1
443	невозможно и	1	1
444	что еще	1	1
445	он пользуется	1	1
446	если там	1	1
447	более сложные	2	1
448	факт который	1	1
449	дать его	1	1
450	содержит в	1	1
451	на необходимость	1	1
452	каком отношении	1	1
453	подобно тому	1	1
454	дать только	1	1
455	встречаются в	1	1
456	мы говорили	1	1
457	связаны со	1	1
458	является не	2	1
459	или иных	1	1
460	мышление не	1	1
461	ход развития	3	1
462	иной тип	2	1
463	непосредственно а	2	1
464	на всю	1	1
465	здесь он	1	1
466	главным образом	1	1
467	в совершенно	2	1
468	связанных с	1	1
469	их себе	1	1
470	действительности в	1	1
471	окажется что	1	1
472	прогресса в	1	1
473	известно что	2	1
474	этом смысле	2	1
475	и во-вторых	1	1
476	в них	3	1
477	часто бывает	1	1
478	которые дает	1	1
479	его отношения	1	1
480	которой он	1	1
481	чем в	2	1
482	не мог	1	1
483	только тем	1	1
484	не значит	1	1
485	в понимании	1	1
486	в своей	2	1
487	лежат в	2	1
488	это делает	1	1
489	частные случаи	1	1
490	представление о	1	1
491	этим дело	1	1
492	оказывается что	1	1
493	в которых	2	1
494	знаем что	4	1
495	не исчерпывается	1	1
496	от его	1	1
497	всякий раз	3	1
498	из области	2	1
499	силу того	5	1
500	бы заключить	1	1
501	нам в	1	1
502	друг другу	2	1
503	совершенно иной	1	1
504	не могли	5	1
505	этом а	1	1
506	и наоборот	1	1
507	ничего нового	2	1
508	случае мы	1	1
509	нас к	4	1
510	тому что	11	1
511	не представляют	1	1
512	уже выше	1	1
513	в отношении	10	1
514	что происходит	1	1
515	как можно	1	1
516	что эта	2	1
517	все три	1	1
518	она не	2	1
519	с теми	1	1
520	всех видов	1	1
521	этого нужно	1	1
522	она никогда	1	1
523	и притом	1	1
524	к верному	1	1
525	в самых	1	1
526	к другим	11	1
527	что иное	1	1
528	того чтобы	10	1
529	это еще	1	1
530	нам и	1	1
531	он с	2	1
532	это мы	3	1
533	через него	1	1
534	о природе	2	1
535	имеем дело	2	1
536	корабль с	1	1
537	связь и	1	1
538	впервые здесь	1	1
539	мы всегда	2	1
540	нам важно	1	1
541	кроме того	1	1
542	входят в	2	1
543	в каком	1	1
544	в известных	1	1
545	но все-таки	1	1
546	у нас	2	1
547	известной степени	2	1
548	например что	1	1
549	один раз	5	1
550	оказывается более	1	1
551	с легкостью	1	1
552	ли не	1	1
553	переход в	1	1
554	этому мы	1	1
555	что оно	7	1
556	бы он	1	1
557	по сравнению	15	1
558	оно не	4	1
559	которой она	1	1
560	этот путь	2	1
561	отражения действительности	1	1
562	делать не	1	1
563	данной области	1	1
564	верно и	1	1
565	и это	1	1
566	и стали	1	1
567	приходит к	2	1
568	сравнению со	1	1
569	что представления	1	1
570	делать в	2	1
571	исследования и	3	1
572	можно дать	1	1
573	возникнуть в	1	1
574	каждой из	2	1
575	шаг в	1	1
576	последнее время	2	1
577	только то	3	1
578	в себя	3	1
579	говорили что	1	1
580	так было	1	1
581	этими представлениями	1	1
582	как с	2	1
583	на том	2	1
584	что у	2	1
585	поэтому мы	2	1
586	к исследованию	2	1
587	от родного	1	1
588	это настолько	1	1
589	как легко	1	1
590	о связи	2	1
591	можно только	2	1
592	собой между	1	1
593	собой и	1	1
594	всегда имеет	1	1
595	всю работу	1	1
596	мы вправе	1	1
597	образом в	3	1
598	уже сейчас	1	1
599	именно потому	2	1
600	мы могли	12	1
601	внимание на	2	1
602	его очень	1	1
603	при котором	2	1
604	никак не	1	1
605	в глаза	1	1
606	развития на	3	1
607	в новую	2	1
608	после того	1	1
609	вывод не	1	1
610	может не	1	1
611	в значительной	2	1
612	других признаков	1	1
613	оно слишком	1	1
614	знает что	1	1
615	развития не	1	1
616	он исходит	1	1
617	дом в	1	1
618	строится на	1	1
619	сперва на	1	1
620	в другой	3	1
621	тот момент	1	1
622	у одного	2	1
623	первых же	1	1
624	происходит в	1	1
625	значит что	1	1
626	на которой	1	1
627	содержится в	5	1
628	но с	2	1
629	мысли не	1	1
630	идет по	2	1
631	зрения есть	1	1
632	которому они	2	1
633	скажем что	1	1
634	возникает не	3	1
635	исследования по	1	1
636	которые господствуют	2	1
637	который в	1	1
638	нам удалось	1	1
639	это означает	3	1
640	так эта	1	1
641	и ее	1	1
642	сам собой	1	1
643	к которой	2	1
644	вот почему	2	1
645	с живыми	1	1
646	оказывается в	1	1
647	только на	2	1
648	этого нельзя	1	1
649	не из	2	1
650	оно всегда	1	1
651	мышления и	7	1
652	за ним	2	1
653	вместе из	1	1
654	нашем исследовании	1	1
655	уже как	1	1
656	слова в	1	1
657	иначе как	5	1
658	сами по	1	1
659	это предположение	1	1
660	в прошлом	1	1
661	в конце	2	1
662	мы рассмотрели	1	1
663	приводимые примеры	1	1
664	с этими	1	1
665	друг друга	4	1
666	мы можем	9	1
667	но что	4	1
668	у него	2	1
669	почему это	2	1
670	этом отношении	3	1
671	они будут	1	1
672	для того	8	1
673	ссылается на	1	1
674	нужно было	1	1
675	на примере	3	1
676	не раньше	1	1
677	исходила из	1	1
678	которых мы	2	1
679	положение на	1	1
680	до известной	3	1
681	чем он	2	1
682	это все	1	1
683	и затем	1	1
684	обратиться к	1	1
685	естественно что	1	1
686	только по	4	1
687	не решает	2	1
688	материал в	1	1
689	в любой	2	1
690	которые еще	1	1
691	из названных	1	1
692	в ущерб	1	1
693	в психологическом	1	1
694	тому как	1	1
695	ступени к	6	1
696	что эти	1	1
697	может иметь	1	1
698	и становятся	1	1
699	все основные	2	1
700	вопрос можно	1	1
701	что во	1	1
702	а при	1	1
703	ничего нет	1	1
704	этих предметов	1	1
705	но дальше	1	1
