N	2gram	Bakhtin_KF_1	Istorich
1	и в	24	22
2	мы имеем	5	19
3	в этом	14	17
4	что в	4	15
5	не только	5	14
6	но и	9	12
7	и не	26	12
8	в этих	1	11
9	может быть	45	11
10	и пр	3	11
11	или в	1	11
12	но в	5	10
13	еще не	4	10
14	в нем	28	9
15	что и	7	9
16	в том	6	9
17	что он	2	9
18	вместе с	1	9
19	мы видим	1	8
20	не знаю	1	8
21	с этим	1	8
22	том что	4	8
23	но не	12	7
24	то что	7	7
25	и здесь	7	7
26	мы должны	1	7
27	уже не	7	7
28	так как	1	7
29	там где	5	7
30	этих случаях	1	7
31	к этому	2	7
32	то же	5	6
33	мы уже	1	6
34	это не	10	6
35	ничего не	3	6
36	если бы	8	6
37	друг друга	1	6
38	мы можем	1	6
39	а не	17	6
40	связь с	1	6
41	а в	4	6
42	с ней	1	6
43	а он	1	5
44	все же	5	5
45	он не	6	5
46	что она	1	5
47	здесь мы	4	5
48	в этой	2	5
49	тем не	2	5
50	не менее	3	5
51	могут быть	3	5
52	живет в	1	5
53	к нему	12	5
54	того что	3	5
55	один из	2	5
56	можно установить	1	5
57	не противоречит	1	5
58	у меня	1	5
59	мы здесь	2	4
60	и на	3	4
61	все эти	10	4
62	отношение к	5	4
63	не в	12	4
64	имеем в	2	4
65	на этом	1	4
66	и с	1	4
67	как это	1	4
68	но он	1	4
69	к ней	1	4
70	и его	17	4
71	тем что	3	4
72	она не	1	4
73	только в	16	4
74	его и	2	4
75	а именно	1	4
76	они не	1	4
77	в данном	2	4
78	для нас	4	4
79	в свою	3	4
80	не может	27	4
81	имеем и	1	3
82	их и	1	3
83	если я	2	3
84	я не	6	3
85	и ее	2	3
86	и говорят	1	3
87	в чем	4	3
88	со стороны	7	3
89	и как	2	3
90	и к	1	3
91	в целом	10	3
92	на его	1	3
93	их в	1	3
94	а затем	1	3
95	его в	5	3
96	было бы	8	3
97	должен был	1	3
98	все равно	1	3
99	как и	5	3
100	не будем	1	3
101	имеем не	1	3
102	и эти	2	3
103	можно ли	1	3
104	никогда не	5	3
105	потому что	2	3
106	он и	2	3
107	к тому	1	3
108	о том	3	3
109	здесь не	3	3
110	уже с	1	3
111	на том	1	3
112	можно только	1	3
113	от них	1	3
114	в его	40	3
