N	2gram	Vinokur_Ku_3	Istorich
1	и в	23	25
2	вместе с	2	22
3	что он	6	22
4	и т	54	20
5	т д	8	18
6	может быть	14	17
7	представление о	1	17
8	т е	32	16
9	мы имеем	2	14
10	не только	17	13
11	но и	3	13
12	в его	11	12
13	так как	9	11
14	уже не	8	11
15	и не	10	11
16	в этом	16	10
17	тем что	5	10
18	все же	5	10
19	и его	1	9
20	его в	2	9
21	в виде	1	9
22	с другой	7	9
23	таким образом	9	9
24	еще не	9	8
25	и на	1	8
26	все эти	7	8
27	что в	13	8
28	на него	3	8
29	связи с	6	8
30	и что	7	8
31	мы видим	1	8
32	мы знаем	1	8
33	с тем	6	8
34	другой стороны	3	8
35	том что	11	8
36	как и	5	7
37	мы видели	3	7
38	во время	1	7
39	потому что	12	7
40	о том	6	7
41	и здесь	2	7
42	то что	4	7
43	только в	6	7
44	с одной	4	7
45	в качестве	2	7
46	при помощи	1	7
47	превращается в	1	7
48	одной стороны	4	7
49	этом случае	4	7
50	но это	5	7
51	в частности	2	7
52	как в	4	6
53	это не	3	6
54	не может	6	6
55	в этих	2	6
56	не в	5	6
57	не совсем	1	6
58	что и	6	6
59	там где	3	6
60	прежде всего	9	6
61	могут быть	6	6
62	в том	22	6
63	например в	1	5
64	и действительно	3	5
65	ясно что	4	5
66	мы не	3	5
67	в ней	3	5
68	но не	3	5
69	с этим	1	5
70	что это	3	5
71	но все	2	5
72	здесь мы	1	5
73	входит в	1	5
74	не будем	5	5
75	как мы	5	5
76	мы увидим	1	5
77	связано с	1	5
78	показывает что	1	5
79	так же	2	5
80	в него	1	5
81	для нас	4	5
82	же как	1	4
83	то же	6	4
84	в ее	4	4
85	в которой	1	4
86	он не	3	4
87	не как	2	4
88	что все	2	4
89	на этой	1	4
90	с другими	2	4
91	и тем	6	4
92	не всегда	1	4
93	тем не	9	4
94	не менее	12	4
95	того как	7	4
96	в некоторых	2	4
97	совершенно ясно	2	4
98	в пределах	2	4
99	в дальнейшем	2	4
100	наряду с	1	4
101	раньше чем	1	4
102	за ним	1	4
103	а именно	3	4
104	если не	1	4
105	все это	2	4
106	в связи	5	4
107	мы должны	3	4
108	также что	2	3
109	в которых	3	3
110	увидим ниже	1	3
111	на себя	2	3
112	то это	3	3
113	это же	1	3
114	только после	3	3
115	и как	2	3
116	в целом	4	3
117	на этом	2	3
118	не ясно	1	3
119	в таких	2	3
120	в то	3	3
121	в русской	1	3
122	для того	12	3
123	того чтобы	11	3
124	примеров можно	2	3
125	на том	2	3
126	никогда не	1	3
127	и с	3	3
128	после того	6	3
129	о нем	1	3
130	но мы	2	3
131	затем в	1	3
132	к нему	1	3
133	что здесь	1	3
134	показывают что	1	3
135	и др	1	3
136	никто не	1	3
137	в особенности	2	3
138	сюда же	1	3
