N	4gram	Potebnia_M_4	Formalny
1	в то же время	3	5
2	и то и другое	1	2
3	и не может быть	1	2
4	в том смысле что	1	2
5	вместе с тем и	2	2
6	но тем не менее	2	1
7	то же время и	1	1
8	это не так то	1	1
9	в том смысле в	1	1
10	не в том что	1	1
11	может быть что даже	1	1
12	не что иное как	2	1
13	в том случае если	1	1
14	и до сих пор	2	1
15	иметь в виду что	1	1
16	все более и более	2	1
17	один и тот же	2	1
18	лишь в том случае	1	1
19	и в этом случае	3	1
20	не выходя за пределы	1	1
21	не могут быть названы	1	1
22	том смысле в каком	1	1
23	есть не что иное	1	1
