N	2gram	Bakhtin_Pr_1	VelikijI
1	и не	42	20
2	и в	38	16
3	то что	8	9
4	еще не	7	8
5	в истории	2	8
6	а не	5	7
7	и потому	4	7
8	человека и	1	6
9	не есть	6	6
10	на себя	1	5
11	но и	9	5
12	того что	2	5
13	хотя и	3	5
14	в мире	3	5
15	в боге	1	5
16	все это	3	5
17	что есть	1	5
18	как бы	22	5
19	и есть	2	4
20	говорить о	3	4
21	в его	43	4
22	к личности	2	4
23	и я	1	4
24	в этом	15	4
25	что он	2	4
26	в нем	15	4
27	так и	5	4
28	что все	2	4
29	что не	4	4
30	как и	7	4
31	что мы	1	4
32	в котором	2	4
33	в ней	4	4
34	и все	3	4
35	все что	3	4
36	и что	2	3
37	должна быть	4	3
38	хотя бы	4	3
39	как не	1	3
40	лишь в	2	3
41	в чем	2	3
42	с его	2	3
43	во всех	11	3
44	мы же	1	3
45	что и	2	3
46	в том	8	3
47	но в	4	3
48	бы и	1	3
49	все эти	5	3
50	его во	1	3
51	они в	1	3
52	в своей	7	3
53	и мы	1	3
54	ни в	11	3
55	в них	5	3
56	не было	2	3
57	должно быть	5	3
58	в этих	2	3
59	не в	7	3
60	к чему	2	3
61	тому что	1	3
62	но это	3	3
63	не имеет	9	3
64	никогда не	5	3
65	к счастью	1	3
66	и для	11	3
67	к тому	1	3
68	жизни и	1	3
69	что в	7	3
70	оно не	3	3
71	а между	1	2
72	и это	3	2
73	нем нет	1	2
74	того чтобы	2	2
75	от своей	1	2
76	и т	14	2
77	можно было	4	2
78	и за	1	2
79	его не	2	2
80	свободной и	1	2
81	с ним	5	2
82	под этим	1	2
83	мы это	1	2
84	ее и	1	2
85	и во	2	2
86	между тем	7	2
87	ивана карамазова	2	2
88	нет и	3	2
89	которые не	1	2
90	мы во	1	2
91	не с	4	2
92	человека как	2	2
93	нас за	3	2
94	только в	13	2
95	в себя	2	2
96	конечно не	5	2
97	уже не	1	2
98	не только	9	2
99	стало возможным	1	2
100	его и	1	2
101	для него	1	2
102	не к	6	2
103	не могли	2	2
104	тем что	2	2
105	на том	1	2
106	ценности и	2	2
107	это не	5	2
108	т д	1	2
109	истории и	1	2
110	прежде всего	13	2
111	для них	1	2
112	свободе и	1	2
113	все равно	1	2
114	с тем	1	2
115	не могут	2	2
116	да и	3	2
117	одна из	2	2
118	что их	1	2
119	том что	3	2
120	а к	2	2
121	для нас	1	2
122	от него	3	2
123	в форме	4	2
124	и теперь	1	2
125	есть уже	1	2
126	до того	1	2
127	не создает	1	2
128	а в	6	2
129	но не	12	2
130	могут быть	5	2
131	нас как	1	1
132	как мы	7	1
133	спасение это	1	1
134	в виду	4	1
135	свободно и	1	1
136	боге который	1	1
137	в ее	4	1
138	ни стало	1	1
139	дело во	1	1
140	нем но	1	1
141	в нашу	1	1
142	не имеют	2	1
143	значение в	1	1
144	его связь	1	1
145	мы будем	3	1
146	которое может	1	1
147	то же	5	1
148	и могут	1	1
149	их и	2	1
150	и которые	2	1
151	из всего	1	1
152	в результате	1	1
153	за них	1	1
154	это только	1	1
155	по сравнению	1	1
156	что уже	1	1
157	вопрос о	1	1
158	и вообще	2	1
159	который был	1	1
160	но может	1	1
161	я не	2	1
162	и ее	2	1
163	свой предмет	1	1
164	в их	10	1
165	и на	3	1
166	есть моя	1	1
167	со словами	2	1
168	бы то	3	1
169	отказ от	1	1
170	содержанием то	1	1
171	это имеет	1	1
172	природы и	3	1
173	что оно	2	1
174	к нему	10	1
175	своим предметом	4	1
176	но как	2	1
177	ее от	1	1
178	от них	2	1
179	мы указывали	1	1
180	всем в	1	1
181	могут и	1	1
182	если в	1	1
183	менее всего	3	1
184	в новом	1	1
185	себе и	1	1
186	бы в	1	1
187	не просто	1	1
188	нам право	1	1
189	мире и	1	1
190	что бы	1	1
191	во что	1	1
192	это самое	1	1
193	как в	4	1
194	и мир	2	1
195	пути в	1	1
196	это ни	1	1
197	в своем	5	1
198	все же	6	1
199	есть что-то	1	1
200	но с	3	1
201	в двух	2	1
202	могли бы	1	1
203	с ними	4	1
204	мы увидим	3	1
205	ли он	1	1
206	в самом	7	1
207	в которой	1	1
208	что это	2	1
209	бы ни	1	1
210	в целом	3	1
211	и закономерности	2	1
212	в этой	1	1
213	им в	1	1
214	я в	1	1
215	в которую	1	1
216	не нужны	1	1
217	в виде	2	1
218	и если	1	1
219	слова не	3	1
220	каким образом	1	1
221	должно иметь	2	1
222	в праве	1	1
223	или даже	1	1
224	чего бы	1	1
225	свою свободу	1	1
226	перестает быть	4	1
227	мир лишь	1	1
228	в понимании	1	1
229	и навсегда	1	1
230	слова которое	1	1
231	и вот	1	1
232	и должна	3	1
233	ницше и	1	1
234	вовсе не	2	1
235	не для	1	1
236	отношение к	10	1
237	но что	1	1
238	бытия и	1	1
239	теперь еще	1	1
240	на этом	2	1
241	бы все	1	1
242	человека в	2	1
243	на нее	1	1
244	лишь к	1	1
245	для того	2	1
246	то ни	3	1
247	в едином	2	1
248	не были	1	1
249	и с	17	1
250	себя не	1	1
251	и менее	1	1
252	с другой	7	1
253	художественный образ	1	1
254	есть не	2	1
255	в глазах	1	1
256	тот который	1	1
257	миру и	2	1
258	и быть	1	1
259	к миру	3	1
260	бытия в	3	1
261	и тем	3	1
262	души и	2	1
263	о свободной	1	1
264	она и	1	1
265	основной вопрос	1	1
266	власти и	1	1
267	человеческой жизни	1	1
268	не всегда	6	1
269	и уже	1	1
270	с которым	1	1
271	слова для	1	1
272	моей личности	1	1
273	о чем	1	1
274	личность есть	1	1
275	стороны в	1	1
276	места в	1	1
277	вместе с	1	1
278	так же	1	1
279	как это	2	1
280	то есть	46	1
281	мы в	3	1
282	у нас	2	1
283	в которых	1	1
284	если оно	1	1
285	сравнению с	1	1
286	способна понять	1	1
287	в одном	1	1
288	но я	1	1
289	образ и	1	1
290	в тот	1	1
291	государстве и	1	1
292	не осуществляет	1	1
293	этого слова	1	1
294	раз и	2	1
295	какие бы	1	1
296	можно ли	1	1
297	как можно	1	1
298	здесь есть	1	1
299	к ним	1	1
300	в познании	2	1
301	о мире	1	1
302	смысле и	1	1
303	и два	1	1
304	и именно	2	1
305	но она	2	1
306	мы все	1	1
307	не существует	1	1
308	нам и	1	1
309	и от	3	1
310	найти в	1	1
311	и всегда	1	1
312	мира и	1	1
313	это как	1	1
314	которая в	1	1
315	ничего не	6	1
316	лишь как	4	1
317	может быть	26	1
318	вообще в	1	1
319	во всем	2	1
320	на него	3	1
321	в сознании	1	1
322	уже и	1	1
323	из сторон	1	1
324	связь с	3	1
325	жизни в	1	1
326	может и	4	1
327	освобождается от	2	1
328	другой стороны	4	1
329	есть и	1	1
330	есть то	1	1
331	к этому	2	1
332	его с	1	1
333	себя только	1	1
334	в искусстве	12	1
335	и другие	2	1
336	в своих	2	1
337	нет что	1	1
338	слова с	2	1
339	в процессе	1	1
340	и эта	2	1
341	это в	1	1
342	в противоположность	1	1
343	им и	1	1
344	себя и	3	1
345	она не	2	1
346	они не	3	1
347	формы есть	4	1
