N	2gram	Propp_Isto_3	VelikijI
1	и не	12	20
2	и в	22	16
3	так как	7	9
4	то что	7	9
5	еще не	10	8
6	к богу	1	8
7	что они	8	7
8	а не	6	7
9	и потому	2	7
10	к людям	1	6
11	человека и	1	6
12	не есть	1	6
13	на себя	2	5
14	но и	12	5
15	того что	5	5
16	хотя и	2	5
17	в мире	1	5
18	все это	1	5
19	как бы	1	5
20	ты не	2	5
21	и есть	2	4
22	в образе	1	4
23	в его	3	4
24	в этом	17	4
25	что он	9	4
26	потому что	3	4
27	в нем	9	4
28	так и	2	4
29	что не	2	4
30	как и	3	4
31	что мы	1	4
32	в котором	2	4
33	в ней	2	4
34	и все	3	4
35	это еще	2	4
36	все что	3	4
37	этого мира	1	3
38	и что	2	3
39	должна быть	1	3
40	же ты	1	3
41	хотя бы	1	3
42	то это	2	3
43	как не	1	3
44	в чем	3	3
45	что и	9	3
46	в том	9	3
47	тот же	1	3
48	но в	10	3
49	по этому	1	3
50	все эти	4	3
51	и они	4	3
52	за ним	3	3
53	они в	2	3
54	их в	3	3
55	тех которые	1	3
56	в своей	1	3
57	в жизни	2	3
58	ни в	2	3
59	в них	6	3
60	не было	2	3
61	если не	2	3
62	в этих	11	3
63	нет ничего	2	3
64	не в	4	3
65	этих трех	1	3
66	но это	3	3
67	не имеет	2	3
68	никогда не	3	3
69	превращается в	3	3
70	и для	2	3
71	что ты	4	3
72	к тому	3	3
73	жизни и	2	3
74	что в	15	3
75	и это	2	2
76	и то	2	2
77	это мы	1	2
78	и сам	1	2
79	и т	16	2
80	можно было	1	2
81	и за	1	2
82	его не	3	2
83	превратились в	1	2
84	мы не	1	2
85	и новые	2	2
86	с ним	1	2
87	мы это	1	2
88	и будут	1	2
89	к нам	1	2
90	между тем	2	2
91	нет и	1	2
92	которые не	1	2
93	не с	2	2
94	человека как	1	2
95	его к	1	2
96	только в	4	2
97	в человека	2	2
98	в себя	1	2
99	конечно не	1	2
100	уже не	7	2
101	не только	14	2
102	его и	4	2
103	превращаются в	1	2
104	не могли	1	2
105	вот почему	2	2
106	тем что	4	2
107	на том	3	2
108	не будет	1	2
109	так не	1	2
110	это не	6	2
111	т д	15	2
112	прежде всего	3	2
113	для них	3	2
114	люди не	1	2
115	все равно	3	2
116	с тем	2	2
117	мы и	1	2
118	один из	5	2
119	более чем	1	2
120	является в	1	2
121	ли ты	1	2
122	над ними	2	2
123	что было	2	2
124	да и	2	2
125	с тобой	2	2
126	одна из	2	2
127	уже на	1	2
128	почему в	3	2
129	том что	8	2
130	для нас	4	2
131	от него	2	2
132	они и	3	2
133	ее в	3	2
134	до того	1	2
135	не создает	1	2
136	а в	6	2
137	но не	7	2
138	могут быть	5	2
139	во всяком	2	2
140	всегда в	1	1
141	совсем как	1	1
142	кто бы	1	1
143	как мы	8	1
144	в ее	1	1
145	которых этот	1	1
146	и говорит	9	1
147	и до	1	1
148	том свете	2	1
149	роль в	2	1
150	не имеют	2	1
151	мы будем	1	1
152	то же	6	1
153	их и	3	1
154	живет в	5	1
155	слепота и	1	1
156	нам уже	2	1
157	вопрос о	2	1
158	идти в	1	1
159	животное и	1	1
160	нас это	1	1
161	который был	2	1
162	находится в	4	1
163	говорят что	2	1
164	я не	3	1
165	и ее	3	1
166	нельзя так	1	1
167	меня в	1	1
168	людей где	1	1
169	и на	4	1
170	после того	2	1
171	пока они	1	1
172	и царство	2	1
173	к нему	5	1
174	тогда мы	1	1
175	но как	1	1
176	ее от	1	1
177	важный для	1	1
178	от них	3	1
179	в новом	1	1
180	тогда как	1	1
181	что человек	1	1
182	себе и	2	1
183	не просто	1	1
184	другое и	1	1
185	это лишь	1	1
186	что бы	1	1
187	его на	2	1
188	как в	2	1
189	в своем	2	1
190	все же	5	1
191	еще больше	1	1
192	мы видим	8	1
193	с ними	3	1
194	напоминает о	2	1
195	царства и	1	1
196	мы увидим	3	1
197	царство и	1	1
198	и так	2	1
199	со своей	1	1
200	яснее в	1	1
201	что это	1	1
202	в целом	3	1
203	еще такой	1	1
204	в этой	5	1
205	своей целью	1	1
206	уже в	1	1
207	и хотел	1	1
208	то и	6	1
209	тем чтобы	1	1
210	в виде	2	1
211	но прежде	1	1
212	часто он	1	1
213	тебе в	1	1
214	каким образом	1	1
215	или даже	1	1
216	и путем	1	1
217	перестает быть	1	1
218	забыв о	1	1
219	искать в	1	1
220	и вот	2	1
221	и должна	1	1
222	вовсе не	2	1
223	себя от	1	1
224	отношение к	4	1
225	так часто	2	1
226	у него	3	1
227	того света	1	1
228	и по	1	1
229	на этом	4	1
230	он так	1	1
231	и вместе	1	1
232	ее на	1	1
233	человека в	1	1
234	на нее	3	1
235	бы это	1	1
236	этом нет	1	1
237	в состоянии	1	1
238	видно и	1	1
239	и с	4	1
240	ней и	1	1
241	с другой	7	1
242	есть не	1	1
243	и быть	1	1
244	и тем	1	1
245	говорит о	1	1
246	сделать их	1	1
247	них и	1	1
248	она и	1	1
249	на которых	1	1
250	ничем не	1	1
251	не всегда	4	1
252	и уже	2	1
253	жизнь в	1	1
254	для чего	1	1
255	дело к	1	1
256	о чем	1	1
257	хлеба и	1	1
258	и было	2	1
259	и вновь	2	1
260	с братьями	2	1
261	ли было	1	1
262	какая же	1	1
263	вместе с	9	1
264	так же	3	1
265	как это	4	1
266	этому же	3	1
267	является и	1	1
268	тайну только	1	1
269	и столь	1	1
270	над ним	1	1
271	у нас	4	1
272	в которых	2	1
273	было написано	1	1
274	ведет к	1	1
275	в одном	2	1
276	думать о	1	1
277	человек с	1	1
278	это значит	1	1
279	чтобы решить	1	1
280	и скажет	1	1
281	этого слова	1	1
282	с этой	1	1
283	и очень	1	1
284	можно ли	3	1
285	есть один	1	1
286	как можно	1	1
287	из нас	1	1
288	чтобы заставить	1	1
289	здесь есть	2	1
290	к ним	1	1
291	думают что	1	1
292	а ты	3	1
293	и остается	1	1
294	смысле и	1	1
295	только до	1	1
296	указать на	2	1
297	но она	2	1
298	в другие	1	1
299	не существует	1	1
300	нам и	1	1
301	и от	3	1
302	людям и	1	1
303	которая в	1	1
304	ничего не	6	1
305	человек и	1	1
306	в разных	1	1
307	того как	1	1
308	может быть	11	1
309	она с	1	1
310	в русском	2	1
311	как она	1	1
312	видим что	4	1
313	будем говорить	1	1
314	во всем	1	1
315	к жизни	2	1
316	уже и	1	1
317	из сторон	1	1
318	связь с	6	1
319	что на	4	1
320	другой стороны	7	1
321	но часто	1	1
322	но все	2	1
323	есть и	5	1
324	к этому	7	1
325	всего что	1	1
326	всем мире	1	1
327	и другие	4	1
328	и эта	1	1
329	это в	1	1
330	им и	1	1
331	себя и	1	1
332	она не	4	1
333	о превращении	1	1
334	они не	4	1
