N	3gram	Potebnia_M_1	Formalny
1	с точки зрения	3	13
2	то же время	3	8
3	в то же	3	8
4	и т д	4	8
5	более или менее	1	6
6	на самом деле	1	6
7	до сих пор	1	6
8	в свою очередь	4	6
9	не может быть	9	5
10	по отношению к	13	4
11	одной стороны и	1	4
12	с одной стороны	3	4
13	во всяком случае	1	4
14	так и в	3	4
15	и т п	2	4
16	бы то ни	2	3
17	смысле этого слова	1	3
18	как бы ни	2	3
19	бы ни были	1	2
20	во что бы	1	2
21	сами по себе	1	2
22	убедиться в этом	1	2
23	именно того что	1	2
24	и в каждом	1	2
25	как если бы	1	2
26	что бы то	1	2
27	в применении к	2	2
28	чтобы убедиться в	1	2
29	и в этом	6	2
30	то ни стало	1	2
31	в связи с	1	2
32	все более и	2	2
33	более и более	2	2
34	как и всякая	1	2
35	из виду что	1	2
36	мы не можем	1	2
37	не только не	2	2
38	друг от друга	2	2
39	сама по себе	3	2
40	как мы видели	1	2
41	и от этой	1	1
42	самом начале развития	1	1
43	в языке в	1	1
44	потому не могут	1	1
45	друг другу и	1	1
46	не говоря уже	1	1
47	и может быть	2	1
48	как и во	1	1
49	все в нем	1	1
50	в этом смысле	4	1
51	в том и	2	1
52	а не по	1	1
53	а не из	1	1
54	что как бы	1	1
55	говоря уже о	1	1
56	при этом не	1	1
57	к этой цели	2	1
58	в том что	13	1
59	сказать что и	1	1
60	но и в	4	1
61	же время не	1	1
62	в этом отношении	1	1
63	несмотря на их	1	1
64	другу и не	1	1
65	в противном случае	3	1
66	и в истории	1	1
67	с этой точки	1	1
68	всего должны быть	1	1
69	на нее как	1	1
70	и зависит от	2	1
71	то ни было	1	1
72	должно быть отнесено	1	1
73	быть выведены из	1	1
74	и как бы	3	1
75	и потому не	1	1
76	что касается до	1	1
77	с другой стороны	5	1
78	во всех их	1	1
79	так же как	1	1
80	и в том	3	1
81	все то что	2	1
82	между тем как	1	1
83	именно в том	1	1
84	по себе не	1	1
85	бы ни было	1	1
86	этой точки зрения	1	1
87	во всем своем	1	1
88	для этого в	1	1
89	существует независимо от	1	1
90	между этими двумя	1	1
91	прежде всего должны	1	1
92	от того что	1	1
93	приводит к новому	1	1
94	и тем самым	1	1
95	с самого начала	3	1
96	в самом зародыше	1	1
97	это значит что	1	1
98	не менее в	1	1
99	но все же	1	1
100	с этой стороны	1	1
101	заключается в том	1	1
102	мог бы быть	1	1
103	при всем этом	1	1
104	к тому что	2	1
105	т п мы	1	1
106	тем не менее	6	1
107	остается только одно	1	1
108	что и в	3	1
109	мы увидим что	3	1
110	в более или	1	1
