N	2gram	Bakhtin_Fr_5	StatiiOP
1	и в	45	44
2	в том	10	36
3	что в	12	30
4	том что	7	29
5	в этом	14	21
6	вовсе не	8	19
7	не только	14	18
8	то что	2	18
9	было бы	2	17
10	о том	4	17
11	а в	4	17
12	а не	4	16
13	и не	15	16
14	может быть	2	15
15	в области	1	14
16	в данном	2	14
17	как в	3	13
18	можно было	4	13
19	не в	7	12
20	в первой	4	12
21	самом деле	5	11
22	в этой	6	11
23	того чтобы	6	11
24	у нас	1	11
25	я думаю	1	11
26	точки зрения	4	11
27	но в	14	10
28	для того	6	10
29	что он	6	10
30	только в	4	10
31	но и	10	10
32	также и	7	9
33	как и	10	9
34	в отношении	2	9
35	в то	11	9
36	так и	6	9
37	во второй	2	9
38	если бы	1	9
39	того что	3	9
40	в его	13	9
41	например в	5	8
42	во всех	13	8
43	все же	2	8
44	это не	3	8
45	из них	1	8
46	с точки	2	8
47	и его	13	8
48	не может	5	8
49	на эти	1	7
50	что они	1	7
51	в самом	4	7
52	так например	2	7
53	таким образом	8	7
54	этом отношении	5	7
55	до сих	3	7
56	прежде всего	10	7
57	сих пор	3	7
58	сказать что	4	7
59	по поводу	4	7
60	на самом	5	6
61	из этих	3	6
62	в своей	3	6
63	и языка	2	6
64	потому что	7	6
65	данном случае	2	6
66	что и	7	6
67	для него	3	6
68	именно в	3	6
69	дело в	3	6
70	в той	1	6
71	но это	5	6
72	хотя бы	2	6
73	во всяком	1	6
74	вряд ли	1	5
75	то же	11	5
76	той же	4	5
77	в целом	2	5
78	все эти	5	5
79	в нем	10	5
80	и по	1	5
81	г в	1	5
82	такой же	4	5
83	в котором	1	5
84	в которых	3	5
85	не менее	3	5
86	вплоть до	2	5
87	никогда не	1	5
88	так как	6	5
89	тем что	1	5
90	и даже	4	5
91	нужно сказать	2	5
92	там где	3	5
93	все это	7	5
94	жизни и	8	5
95	так же	8	5
96	как это	4	4
97	это и	5	4
98	в основу	1	4
99	столь же	1	4
100	бы и	1	4
101	что это	2	4
102	на то	1	4
103	что она	3	4
104	является не	1	4
105	но все	1	4
106	эту тему	1	4
107	том как	2	4
108	и сейчас	1	4
109	не имеет	3	4
110	же время	9	4
111	это слово	1	4
112	как будто	1	4
113	что у	1	4
114	на вопрос	1	4
115	и что	2	4
116	в качестве	2	4
117	мы находим	4	4
118	как раз	5	4
119	не было	3	4
120	к которому	1	4
121	на эту	2	4
122	должна была	1	4
123	в частности	1	4
124	как бы	12	4
125	тем более	1	4
126	еще более	1	4
127	это в	2	4
128	же как	4	3
129	того же	3	3
130	и без	2	3
131	тем же	1	3
132	и за	2	3
133	то это	1	3
134	конечно и	2	3
135	в ней	8	3
136	еще не	1	3
137	он был	7	3
138	в чем	2	3
139	своего рода	4	3
140	но не	4	3
141	не все	1	3
142	по отношению	1	3
143	в истории	2	3
144	общего с	1	3
145	с этим	4	3
146	то в	1	3
147	точку зрения	2	3
148	ведь и	3	3
149	же это	1	3
150	в каждом	2	3
151	связанные с	3	3
152	в другом	3	3
153	и с	10	3
154	лишь в	2	3
155	даже в	2	3
156	ни в	3	3
157	о которой	1	3
158	что не	1	3
159	тому что	1	3
160	в г	2	3
161	во время	12	3
162	в конце	7	3
163	себе целью	1	3
164	не по	1	3
165	в основе	4	3
166	этих двух	1	3
167	стремление к	1	3
168	очень мало	1	3
169	очень часто	4	3
170	здесь совершенно	1	3
171	должен быть	2	3
172	об этом	4	3
173	поэтому в	1	3
174	и вообще	2	3
175	между тем	2	3
176	нужно искать	1	3
177	и только	2	3
178	но с	1	3
179	в двух	1	3
180	это очень	2	3
181	по этому	1	3
182	в уста	2	3
183	в виде	1	3
184	в начале	2	3
185	без всякой	1	3
186	а именно	2	3
187	что для	1	3
188	говорит о	1	3
189	на этот	3	3
190	да и	1	3
191	видно что	1	3
192	и для	3	3
193	не существует	1	3
194	отношению к	1	3
195	культуры в	1	3
196	в таком	1	3
197	ничего общего	1	3
198	не хочет	2	2
199	по его	1	2
200	которыми он	1	2
201	а как	1	2
202	мы не	4	2
203	не была	1	2
204	в сущности	4	2
205	в числе	1	2
206	подчеркнуть что	2	2
207	в сторону	2	2
208	и речи	1	2
209	за пределы	1	2
210	более чем	1	2
211	в своем	11	2
212	есть в	3	2
213	целый ряд	1	2
214	немало таких	1	2
215	в каком-то	1	2
216	от этого	2	2
217	бы не	1	2
218	раз в	2	2
219	в себе	1	2
220	но он	3	2
221	но на	3	2
222	в наших	1	2
223	вообще не	3	2
224	при этом	2	2
225	но именно	2	2
226	он не	6	2
227	всех этих	6	2
228	он должен	2	2
229	чем у	1	2
230	и более	1	2
231	что все	2	2
232	эта книга	2	2
233	его в	5	2
234	это вовсе	1	2
235	должен был	1	2
236	ни одной	1	2
237	нисколько не	3	2
238	знает и	1	2
239	которые в	1	2
240	их в	1	2
241	а иногда	1	2
242	что эта	2	2
243	что с	1	2
244	на него	2	2
245	было не	1	2
246	говорить о	2	2
247	случае не	1	2
248	ничего не	4	2
249	больше чем	2	2
250	к концу	1	2
251	тем не	1	2
252	что на	3	2
253	начиная с	2	2
254	числе и	2	2
255	и такие	1	2
256	что при	1	2
257	и это	4	2
258	без всякого	1	2
259	говорит об	1	2
260	то время	3	2
261	и сам	1	2
262	нужно было	1	2
263	которая была	1	2
264	что от	1	2
265	в эпоху	7	2
266	его времени	1	2
267	для этого	1	2
268	то есть	25	2
269	а также	4	2
270	другом месте	2	2
271	и все	7	2
272	этому поводу	1	2
273	и во	4	2
274	а потому	1	2
275	никаких сомнений	1	2
276	и можно	1	2
277	к нему	2	2
278	быть и	1	2
279	со всеми	5	2
280	оказывается в	1	2
281	конечно не	2	2
282	за основу	1	2
283	и у	5	2
284	свидетельствует о	1	2
285	если в	2	2
286	одно из	2	2
287	это место	1	2
288	у него	4	2
289	в других	1	2
290	еще и	3	2
291	позволяет себе	1	2
292	превращается в	2	2
293	которое я	1	2
294	так называемой	1	2
295	если не	1	2
296	стороны в	1	2
297	ни на	1	2
298	что во	1	2
299	и потому	1	2
300	нет ни	2	2
301	и их	5	2
302	по существу	3	2
303	этого слова	1	2
304	в свое	1	2
305	с историей	1	2
306	точно и	1	2
307	это явление	2	2
308	которой можно	2	2
309	то не	1	2
310	истории литературы	1	2
311	что этот	1	2
312	несмотря на	2	2
313	не знает	1	2
314	можно назвать	1	2
315	том числе	4	2
316	можно говорить	2	1
317	чтобы не	2	1
318	как считал	1	1
319	и есть	2	1
320	почти не	2	1
321	здесь и	5	1
322	оказывается для	1	1
323	из его	2	1
324	в какой-то	1	1
325	этого он	1	1
326	и этот	1	1
327	поэзии и	1	1
328	его не	4	1
329	полагает что	1	1
330	ренессанса и	2	1
331	который был	1	1
332	от друга	1	1
333	как я	1	1
334	это время	2	1
335	и на	5	1
336	это действительно	1	1
337	время в	1	1
338	с его	7	1
339	не исчерпываются	1	1
340	но как	1	1
341	их обычно	1	1
342	должны были	1	1
343	в наиболее	2	1
344	друг от	1	1
345	нет и	2	1
346	потому это	1	1
347	и таким	1	1
348	конечно совершенно	1	1
349	это самое	1	1
350	является к	1	1
351	в одной	3	1
352	чем мы	1	1
353	это был	1	1
354	перед нами	4	1
355	кроме того	4	1
356	хотя и	5	1
357	что по	1	1
358	это тоже	1	1
359	и к	5	1
360	сделали бы	1	1
361	важно для	1	1
362	за это	1	1
363	он в	2	1
364	тут и	1	1
365	так в	2	1
366	право на	10	1
367	им в	2	1
368	существовали и	1	1
369	и до	2	1
370	другом случае	1	1
371	как он	3	1
372	строгой и	1	1
373	больше всего	1	1
374	время и	1	1
375	которая является	1	1
376	этой книге	1	1
377	не как	1	1
378	дело именно	1	1
379	и вот	3	1
380	чтобы в	1	1
381	смысле как	1	1
382	но дело	2	1
