1	и в	13	25
2	вместе с	2	22
3	что он	2	22
4	может быть	12	17
5	мы имеем	5	14
6	но и	8	13
7	не только	18	13
8	в его	9	12
9	уже не	5	11
10	так как	1	11
11	и не	16	11
12	в этом	11	10
13	и его	10	9
14	с другой	5	9
15	его в	3	9
16	таким образом	3	9
17	том что	7	8
18	мы видим	1	8
19	что в	8	8
20	и что	3	8
21	еще не	6	8
22	этих случаях	1	8
23	все эти	3	8
24	связи с	1	8
25	и на	1	8
26	с тем	1	8
27	другой стороны	3	8
28	потому что	3	7
29	в иной	1	7
30	одной стороны	2	7
31	и здесь	2	7
32	в частности	13	7
33	превращается в	1	7
34	в нем	5	7
35	в качестве	17	7
36	то что	4	7
37	а затем	1	7
38	как и	5	7
39	только в	7	7
40	с одной	2	7
41	о том	2	7
42	представляет собой	11	7
43	этом случае	1	7
44	могут быть	2	6
45	или в	3	6
46	себя в	7	6
47	в том	11	6
48	не в	5	6
49	прежде всего	3	6
50	не может	4	6
51	как в	5	6
52	в этих	3	6
53	это не	2	6
54	входит в	3	5
55	что это	1	5
56	например в	3	5
57	с появлением	1	5
58	как мы	1	5
59	здесь мы	2	5
60	но не	10	5
61	живет в	1	5
62	так же	2	5
63	в ее	5	4
64	в которой	2	4
65	то же	9	4
66	все это	1	4
67	в истории	1	4
68	с ним	1	4
69	и тем	2	4
70	тем не	3	4
71	на смену	4	4
72	он не	5	4
73	что все	1	4
74	если не	1	4
75	в пределах	5	4
76	и это	2	4
77	не как	1	4
78	в связи	1	4
79	а именно	2	4
80	не всегда	1	4
81	же как	1	4
82	не менее	4	4
83	с другими	1	4
84	за ним	1	4
85	в этой	3	3
86	того чтобы	1	3
87	к нему	2	3
88	в свою	4	3
89	на себя	2	3
90	героя и	5	3
91	и др	3	3
92	никогда не	3	3
93	их в	2	3
94	герой не	3	3
95	в роли	2	3
96	или же	1	3
97	в форме	4	3
98	и как	2	3
99	и пр	1	3
100	в таких	1	3
101	никто не	1	3
102	в русской	6	3
103	а в	14	3
104	в данном	7	3
105	если в	1	3
106	дает ему	1	3
107	представляют собой	1	3
108	после того	1	3
109	также что	1	3
110	в себя	2	3
111	в целом	2	3
112	в то	7	3
113	в другой	1	3
114	для того	1	3
115	в различных	1	2
116	если бы	2	2
117	а не	10	2
118	же в	1	2
119	на которой	1	2
120	здесь как	1	2
121	но он	4	2
122	ним и	1	2
123	время в	1	2
124	вошел в	1	2
125	так что	1	2
126	в формах	1	2
127	точки зрения	7	2
128	перед нами	3	2
129	вопрос о	1	2
130	и для	2	2
131	в своей	4	2
132	и потому	3	2
133	того же	2	2
134	сказать что	4	2
135	один из	1	2
136	так в	3	2
137	как бы	6	2
138	то в	1	2
139	человека и	1	2
140	и по	3	2
141	одна из	1	2
142	жизни и	1	2
143	говорит о	1	2
144	как у	1	2
145	она не	1	2
146	вовсе не	2	2
147	даже в	2	2
148	об этом	2	2
149	ее в	1	2
150	совершенно не	1	2
151	во всех	2	2
152	по существу	1	2
153	такое же	1	2
154	это было	2	2
155	до этого	1	2
156	заметил что	1	2
157	таких случаях	1	2
158	в это	1	2
159	и сам	3	2
160	данном случае	5	2
161	на них	1	2
162	на то	1	2
163	по себе	2	2
164	к его	2	2
165	меня в	1	2
166	особенно в	1	2
167	что от	1	2
168	от себя	2	2
169	по отношению	8	2
170	одним из	1	2
171	роль в	2	2
172	на нее	1	2
173	из которых	2	2
174	перейдем к	1	2
175	это уже	1	2
176	героя но	1	2
177	а на	2	2
178	отношению к	8	2
179	с которым	1	2
180	с ней	1	2
181	еще один	1	2
182	таким же	1	2
183	того что	3	2
184	должен быть	1	2
185	со стороны	2	2
186	означает что	1	2
187	он же	1	2
188	из них	1	2
189	в одно	1	2
190	о чем	2	2
191	с этой	1	2
192	одновременно с	1	2
193	в которую	1	2
194	можно сказать	4	2
195	в лесу	1	2
196	у него	2	2
197	тем это	1	2
198	мы легко	2	2
199	наконец в	1	1
200	к изучению	1	1
201	выйти наружу	1	1
202	не говорит	1	1
203	для него	3	1
204	однако это	1	1
205	сводится к	8	1
206	ключ к	1	1
207	здесь и	1	1
208	от него	1	1
209	с собой	1	1
210	превратилась в	1	1
211	то с	1	1
212	к своему	1	1
213	в своих	1	1
214	как будто	2	1
215	не имеет	1	1
216	и приходит	1	1
217	в состав	2	1
218	две стороны	1	1
219	выступает как	1	1
220	можно назвать	1	1
221	обращает на	1	1
222	в соответствии	3	1
223	все люди	1	1
224	он уже	1	1
225	его за	1	1
226	одно из	1	1
227	все что	1	1
228	и соответственно	2	1
229	в центральной	1	1
230	с этими	1	1
231	если на	1	1
232	целый ряд	1	1
233	на две	3	1
234	же и	1	1
235	стоит в	1	1
236	всеми людьми	1	1
237	свою очередь	3	1
238	совсем не	1	1
239	как правило	4	1
240	вокруг него	2	1
241	д и	1	1
242	истории не	1	1
243	которое в	1	1
244	эта деталь	1	1
245	к каким	1	1
246	одного из	1	1
247	при этом	11	1
248	не обязательно	1	1
249	все они	1	1
250	вслед за	2	1
251	приводит к	4	1
252	мире и	2	1
253	я не	2	1
254	мира это	1	1
255	здесь также	1	1
256	как это	7	1
257	состоит не	1	1
258	нет в	1	1
259	легко может	1	1
260	и есть	1	1
261	восходит к	2	1
262	его с	1	1
263	тот что	1	1
264	никак не	1	1
265	здесь не	2	1
266	и процесс	1	1
267	не вполне	1	1
268	мира и	4	1
269	право на	2	1
270	например не	1	1
271	же время	6	1
272	что касается	1	1
273	в иную	1	1
274	здесь обычно	1	1
275	ему говорит	1	1
276	между двумя	3	1
277	во всей	2	1
278	и о	2	1
279	в литературе	2	1
280	из мифа	1	1
281	в одной	1	1
282	и ее	4	1
283	на это	1	1
284	отличие от	7	1
285	от его	1	1
286	он ни	1	1
287	не два	1	1
288	из своего	1	1
289	место в	6	1
290	но в	6	1
291	одну из	2	1
292	меньше и	1	1
293	этого текста	2	1
294	чтобы быть	1	1
295	говорит что	2	1
296	в конце	2	1
297	для установления	1	1
298	что может	2	1
299	едва ли	1	1
300	случае мы	1	1
301	во втором	2	1
302	как видно	1	1
303	что она	1	1
304	слова в	3	1
305	иного типа	1	1
306	по своему	3	1
307	к тому	2	1
308	не путем	1	1
309	как к	2	1
310	ему на	1	1
311	быть это	1	1
312	или даже	1	1
313	но с	1	1
314	но если	1	1
315	для этого	1	1
316	в искусстве	5	1
317	особого рода	2	1
318	и другие	1	1
319	бы в	1	1
320	приобщение к	1	1
321	очень часто	1	1
322	в ходе	4	1
323	античности в	1	1
324	же я	1	1
325	на первом	1	1
326	с некоторыми	1	1
327	тем самым	5	1
328	в одном	1	1
329	пребыванию в	1	1
330	есть как	1	1
331	не могло	2	1
332	она и	1	1
333	и я	1	1
334	нет никаких	1	1
335	которым человек	1	1
336	он в	1	1
337	еще нет	1	1
338	см в	1	1
339	отнюдь не	1	1
340	в силу	1	1
341	как уже	1	1
342	тот же	1	1
343	этих двух	2	1
344	и некоторыми	1	1
345	ведь это	1	1
346	мы рассмотрим	1	1
347	только о	1	1
348	из древнейших	1	1
349	в таком	1	1
350	только на	1	1
351	с матерью	1	1
352	указывает на	1	1
353	не дает	1	1
354	соответствии с	2	1
355	если он	1	1
356	в котором	1	1
357	она могла	1	1
358	или его	1	1
359	состоит в	13	1
360	перед ним	2	1
361	от мира	1	1
362	ее на	1	1
363	оно не	1	1
364	в основе	3	1
365	можно в	1	1
366	ее не	1	1
367	том числе	1	1
368	на колени	1	1
369	тем же	1	1
370	из того	1	1
371	их не	1	1
372	что такое	1	1
373	каждого из	1	1
374	чем выше	1	1
375	той же	1	1
376	одной из	2	1
377	эти два	1	1
378	а с	3	1
379	если с	1	1
380	дело не	2	1
381	художественного творчества	3	1
382	могут встречаться	1	1
383	видим в	1	1
384	он состоит	1	1
385	не знает	4	1
386	сливается с	1	1
387	и такой	1	1
388	в момент	1	1
389	также и	1	1
390	еще и	1	1
391	даже если	1	1
392	в себе	7	1
393	в отличие	7	1
394	встрече с	1	1
395	нас на	1	1
396	за это	1	1
397	а также	5	1
398	в их	4	1
399	может иметь	1	1
400	стороны в	1	1
401	из его	1	1
402	не по	1	1
403	мира а	1	1
404	частности с	1	1
405	в виду	2	1
406	и к	3	1
407	себя за	1	1
408	этой точки	1	1
409	и даже	2	1
410	места в	1	1
411	думаю что	1	1
412	а и	4	1
413	над собой	1	1
414	или иной	5	1
415	природой и	1	1
416	с точки	2	1
417	в самом	5	1
418	две части	1	1
419	и вот	3	1
420	говорилось выше	1	1
421	это тоже	2	1
422	не было	1	1
423	самые разнообразные	1	1
424	вступить в	1	1
425	то время	1	1
426	отношение невозможно	1	1
427	уже говорилось	1	1
428	на почве	3	1
429	типа так	1	1
430	тому как	1	1
431	с которой	1	1
432	он должен	3	1
433	и более	1	1
434	оказывается в	2	1
435	такого рода	8	1
436	переход к	1	1
437	обе эти	1	1
438	а при	1	1
439	из дальнейшего	1	1
440	из этого	1	1
441	одном случае	1	1
442	что для	1	1
443	но дело	1	1
444	мог бы	3	1
445	в каком	1	1
446	служит для	1	1
447	но одно	1	1
448	это явление	1	1
449	нее как	1	1
450	и от	1	1
451	отношение к	4	1
452	с человеком	1	1
453	героя о	1	1
454	как говорит	2	1
455	мы в	2	1
456	на вопрос	1	1
457	в мировом	1	1
458	в противоположность	3	1
459	на основе	1	1
460	точно так	1	1
461	числе и	1	1
462	не упоминается	1	1
463	о ней	3	1
464	целого и	1	1
465	я думаю	1	1
466	перед собой	1	1
467	на свою	1	1
468	это может	1	1
469	за пределами	4	1
470	но как	2	1
471	в своем	5	1
472	он от	1	1
473	что можно	3	1
474	из наиболее	1	1
475	что они	2	1
476	подобно тому	1	1
477	когда для	1	1
478	но на	2	1
479	и только	1	1
480	е у	1	1
481	было бы	1	1
482	и некоторые	2	1
