N	2gram	Tiupa_Narr_1	Problema
1	и не	20	28
2	то есть	19	27
3	не только	32	24
4	только в	4	23
5	вовсе не	1	21
6	и в	19	20
7	в том	18	20
8	ни в	3	17
9	все эти	2	16
10	то что	11	15
11	потому что	1	15
12	точки зрения	10	14
13	у нас	1	14
14	той или	4	14
15	было бы	4	14
16	но и	23	14
17	также и	1	13
18	перед нами	4	13
19	не в	14	13
20	или иной	5	13
21	в себе	8	12
22	том что	14	12
23	не есть	3	12
24	с точки	2	11
25	по себе	5	11
26	прежде всего	4	11
27	как будто	3	11
28	едва ли	1	10
29	отнюдь не	5	10
30	тем не	3	10
31	и его	5	10
32	не менее	3	10
33	так и	9	10
34	в качестве	21	10
35	не является	8	10
36	есть нечто	1	9
37	в этом	17	9
38	может быть	25	9
39	и даже	3	9
40	но в	6	8
41	содержит в	1	8
42	таким образом	1	8
43	если бы	1	8
44	что он	6	8
45	в той	6	8
46	в результате	2	8
47	и все	2	8
48	то же	4	7
49	мы не	1	7
50	в ней	3	7
51	еще не	7	7
52	и с	4	7
53	это не	2	7
54	здесь не	4	7
55	хотя бы	4	7
56	и тем	4	7
57	есть в	2	7
58	с другой	8	7
59	именно в	6	7
60	сказать что	4	7
61	а не	12	7
62	и потому	2	7
63	такого рода	7	7
64	сам по	1	6
65	есть не	1	6
66	мы имеем	2	6
67	как символ	1	6
68	при этом	9	6
69	об этом	1	6
70	как и	7	6
71	в данном	5	6
72	по крайней	1	6
73	же самое	1	6
74	в виду	1	6
75	и вообще	1	6
76	а также	7	6
77	крайней мере	1	6
78	по своему	1	6
79	но это	1	6
80	и от	1	6
81	для нас	1	6
82	другой стороны	4	6
83	в таком	2	6
84	на самом	1	5
85	действительности и	1	5
86	но не	5	5
87	как в	7	5
88	хотя и	3	5
89	в нем	4	5
90	да и	4	5
91	в них	1	5
92	когда мы	2	5
93	в ее	3	5
94	данном случае	4	5
95	о том	6	5
96	можно сказать	5	5
97	жизни и	3	5
98	уже не	5	5
99	известного рода	1	5
100	здесь в	1	5
101	то и	1	5
102	человеческой жизни	1	5
103	не может	10	5
104	так же	2	5
105	в смысле	1	5
106	не существует	3	5
107	или в	2	5
108	это и	3	4
109	человеческих отношений	1	4
110	и есть	1	4
